dsample,time_ndm,time_kndm,RMSE_rand,MAE_rand,R2_rand,RMSE_AOA_surf_rand,MAE_AOA_surf_rand,R2_AOA_surf_rand,in_AOA_rand,RMSE_surf,MAE_surf,R2_surf,RMSE_spatial,MAE_spatial,R2_spatial,RMSE_AOA_surf_spatial,MAE_AOA_surf_spatial,R2_AOA_surf_spatial,in_AOA_spatial,RMSE_kndm,MAE_kndm,R2_kndm,RMSE_AOA_surf_kndm,MAE_AOA_surf_kndm,R2_AOA_surf_kndm,in_AOA_kndm,RMSE_nndm,MAE_nndm,R2_nndm,RMSE_AOA_surf_nndm,MAE_AOA_surf_nndm,R2_AOA_surf_nndm,in_AOA_nndm,time_kndm_mod,time_ndm_mod
wclust,1.695999999999998,0.4409999999999741,0.0765128634375856,0.0512719259160633,0.8445947394093779,0.0878561481059447,0.06574511582179604,0.8538582746176445,79.19938871672963,0.13049721936839687,0.0938817099356099,0.7497442955723745,0.10987426654819911,0.0820048652546977,0.6764946348201087,0.10305380216953942,0.0765434109242237,0.8299524902621664,90.9878167848198,0.09804486802776527,0.0682839321709983,0.722075784707836,0.10057687703472246,0.07446131885118322,0.8337727561599501,87.85074500148575,0.10212502394218646,0.06862678287367646,0.685184885201233,0.09877296051940958,0.07341410271316261,0.8394987120060909,87.5026531391943,1.0459999999999923,9.507000000000005
sclust,1.538000000000011,0.3849999999999909,0.08329818825974426,0.061110715318370284,0.9191331955509535,0.09567057170511165,0.07632009939738583,0.810030448147004,82.81614806639216,0.10496063705857134,0.08340667922230725,0.8252272568035193,0.16864360267120798,0.12963785589360635,0.5876432109353469,0.10104605651238024,0.08050304703893159,0.8184729259373041,95.83987774334592,0.14613679224750226,0.1117844712958128,0.7210423632495451,0.0994377072250459,0.07929966620261493,0.8171289923003763,94.41779513520397,0.1243630258635622,0.0940152849480846,0.8069312140188005,0.10030461620184686,0.07986867512488743,0.817914832410062,94.99087320117162,0.9590000000000032,9.153999999999996
sregular,0.6739999999999995,0.04899999999999949,0.09937286130019475,0.0730040361294758,0.7776447800101356,0.09705355348947706,0.07159100735768893,0.8490305780962064,98.1236999617948,0.09817232249477027,0.0728719989229125,0.8571213681178351,0.113830093908965,0.08673547385133937,0.7033679392793375,0.09734014078265926,0.0720384420255319,0.853076535097677,98.87082395890818,0.098237151124163,0.07032345072537668,0.8250972143320277,0.09738795214458676,0.07209470820656308,0.8536542891533135,99.05335993547565,0.09572739829071059,0.07009992116288304,0.800091469531839,0.0972674435515341,0.07191539211506631,0.8518846348387944,98.6288576643885,0.980000000000004,9.517000000000003
wregular,0.3549999999999969,0.03999999999999915,0.09316124937544727,0.07503588464889627,0.8359612231001287,0.09064244107649226,0.06778735413921153,0.855519741478878,96.497856263531,0.09597024877357009,0.07069122307159174,0.853577404546938,0.1299999989689954,0.10115049787335635,0.7143023605207451,0.09297880145391511,0.06904895845969186,0.8564335526863758,99.00666468565606,0.10244402054739894,0.07948494277595318,0.8236125297943502,0.08910235205989998,0.06668997612604317,0.8569137787988248,95.18189922316085,0.09634502164212866,0.07440930412550839,0.8543294310560114,0.08905779709666845,0.06671432175228303,0.8581689435531814,95.13520397334125,1.0190000000000055,10.158999999999992
random,0.3580000000000041,0.04000000000000625,0.08661977201334671,0.06498380485955162,0.8982788857238879,0.0842258428439383,0.06381344516804134,0.8716085882495052,98.51848707390585,0.08501580445538212,0.06442916304970565,0.8721298355522483,0.15256932341644092,0.1145728726150982,0.6496192233928568,0.08460369305529136,0.06417861173707809,0.8721493342980873,99.6731332512629,0.09078994030645,0.06873277021259243,0.8960139133744672,0.08387309916316112,0.0635038630438957,0.8714432216386401,97.68646262257504,0.08775312601527792,0.06608715079444889,0.8948149375340171,0.08437258706877983,0.06391966315426226,0.8706662184446083,98.65432780065373,1.0210000000000008,9.854
wclust,0.48500000000001364,0.2740000000000009,0.09110084910332579,0.07023805530035246,0.8931983771218398,0.08754502785849616,0.06828101132705679,0.8777702533540499,90.59727469541961,0.10451311889245596,0.07847719763346676,0.8311952506622813,0.16447038856115764,0.13885597520268214,0.5800947418706067,0.09899642694996683,0.07488372427015984,0.850189796415333,97.13885469287261,0.12505242940326153,0.09831893264795964,0.7687796475402043,0.09348629822261204,0.07194542596371747,0.8675386245257639,95.15218406418474,0.11334251868063047,0.08860263539548344,0.8209108028365566,0.09843677241089566,0.07450820089702137,0.8514330412564868,96.74831260347243,0.9769999999999754,9.322000000000003
sclust,0.5240000000000009,0.27899999999999636,0.07711480651965925,0.05783752688241501,0.8374131388241971,0.1050109065539185,0.0773573824223951,0.7959408246163855,82.09873922825487,0.126429171560645,0.09268991519426677,0.7684109614334318,0.14753005618218853,0.11834837187981853,0.3308639052110368,0.1248751583963882,0.09136851279184802,0.7686338497821262,99.08732011716262,0.11901454464949268,0.09304002059874436,0.5717146564590012,0.11485007609926706,0.08419774478035456,0.7900948124355837,93.00844759519464,0.1137906279626918,0.08263802054761599,0.6066417902310702,0.12090560857573837,0.0876961715103202,0.7662957070480716,94.2352591586365,1.032000000000039,9.437000000000012
sregular,0.6859999999999999,0.04899999999999949,0.09749145830636474,0.07360643612470805,0.8549288732707169,0.08326547641061621,0.0637188667689812,0.8911386493305851,97.9751241669143,0.08691995176810687,0.06607764037007219,0.8886328705080628,0.11922508109502158,0.0936300566143792,0.7741116078332255,0.08640966242143101,0.06580231490414468,0.8892129421708773,99.80897397801078,0.10461227354111459,0.07593376891435866,0.8239547409382753,0.08413817320632325,0.06430694440718131,0.8902755602260735,98.50575200577323,0.0958437685301194,0.07135343402780604,0.8580848604299438,0.08246107467381983,0.06314204471999266,0.8919898094188636,97.42751623721186,0.9969999999999999,9.531999999999996
wregular,0.3500000000000014,0.03999999999999915,0.09235535601305842,0.07494495610837582,0.8582753185536026,0.08775020056229323,0.06707807164200348,0.8886509437339458,96.98178885257036,0.09115567194204004,0.06989027796972377,0.8929644204790547,0.14099487996511564,0.11090312469558734,0.6105530366239349,0.08902220936716734,0.06823085171314898,0.8914132303742072,98.30199091565139,0.09786541598906516,0.07786635748392302,0.8390575813168808,0.08762103513705188,0.06697726223715328,0.8882963300972014,96.75680264889417,0.0955961280921446,0.0762465892328633,0.8482661462441538,0.08697706516794508,0.06646732862079982,0.8881737733887257,96.13702933310692,1.0219999999999985,9.62899999999999
random,0.36299999999999955,0.04200000000000159,0.07987061131419862,0.060881470702743766,0.8820848752311681,0.09296582075826944,0.06850662898764147,0.8301550395149282,91.73918580464405,0.10372724678946256,0.0743598444580241,0.8074774564932056,0.1118892063913253,0.08944848401397466,0.7683764145307236,0.10104782317815832,0.07243014706131636,0.8088660831305928,98.06002462113173,0.09113643236991109,0.06739655500191574,0.8443923618553151,0.093685649432345,0.06887239228365814,0.824262276529592,91.78163603175277,0.08137084144845717,0.06265902667950836,0.877945231698723,0.09243160082587075,0.06824821758401638,0.8313080925767337,92.57545527868574,1.0450000000000017,9.701999999999998
wclust,0.4329999999999927,0.28899999999998727,0.07895970040349429,0.05467550362130007,0.8251355875926576,0.0941649272380482,0.07077779714362532,0.8197230111405135,82.81614806639216,0.12698415190563608,0.09203191632330017,0.7434106724844018,0.12326706895229841,0.09245739124661935,0.5360993090054733,0.11953071058347381,0.08652954088229765,0.7572769916232126,96.23890987816785,0.0924385107884235,0.07007159568669893,0.7440009293671809,0.11203904325425026,0.08123805576571537,0.7806204747785821,92.2103833255508,0.09024593448369111,0.06540159828921158,0.7588071942227728,0.11069975987635766,0.08026846967696759,0.7822903141928782,90.57180455915439,1.0260000000000105,9.675999999999988
sclust,0.6209999999999809,0.2769999999999868,0.08279247774196628,0.06571209385796761,0.8923838289122228,0.09167666200041857,0.07247555655536282,0.7998372124519901,68.95190389268583,0.13654394921333105,0.1061410696602347,0.7053340838917604,0.19132323877193666,0.1493505258505543,0.22924400183726792,0.12804711383126172,0.09866288582865329,0.6951951397529141,92.40565437025087,0.16729493671231857,0.1328585251693614,0.42591289731769283,0.12455085960240309,0.09600369771607392,0.6902685697390669,89.40442331366472,0.1435682720007864,0.10887556544718642,0.5821786133356609,0.12666797280971387,0.09747237109459496,0.6886655520436957,90.60151971813049,0.9759999999999991,8.978999999999985
sregular,0.713000000000001,0.047999999999998266,0.10718158293140503,0.08342145263718484,0.8033970384931614,0.09320685976288329,0.07186764960513316,0.8577376352376834,96.76529269431592,0.09770908755668421,0.0755153393349449,0.8664262979669789,0.12873439437959036,0.10287302553676925,0.7162785867305345,0.09558788611381473,0.07381436461389736,0.8619569378857044,98.59489748270154,0.11026079900822391,0.08343418875567439,0.7924283520856393,0.09390192959014498,0.07244559529345504,0.8585639314960399,97.32563569215095,0.10968832134686894,0.08397825354707086,0.7946054861765746,0.09289908545208815,0.07164327069904318,0.8573456882212935,96.55304155877234,0.9720000000000013,9.357000000000006
