dsample,time_ndm,time_kndm,RMSE_rand,MAE_rand,R2_rand,RMSE_AOA_surf_rand,MAE_AOA_surf_rand,R2_AOA_surf_rand,in_AOA_rand,RMSE_surf,MAE_surf,R2_surf,RMSE_spatial,MAE_spatial,R2_spatial,RMSE_AOA_surf_spatial,MAE_AOA_surf_spatial,R2_AOA_surf_spatial,in_AOA_spatial,RMSE_kndm,MAE_kndm,R2_kndm,RMSE_AOA_surf_kndm,MAE_AOA_surf_kndm,R2_AOA_surf_kndm,in_AOA_kndm,RMSE_nndm,MAE_nndm,R2_nndm,RMSE_AOA_surf_nndm,MAE_AOA_surf_nndm,R2_AOA_surf_nndm,in_AOA_nndm,time_kndm_mod,time_ndm_mod
wregular,0.3709999999999809,0.040000000000020464,0.09454804447299556,0.07105876181863315,0.8638221274404673,0.08836340557333604,0.06768185895615421,0.9000689717003421,90.92414144415673,0.1013819970213005,0.07712483268311042,0.9056619903102924,0.13135897184373607,0.10148200770051952,0.6583346412072941,0.09969870847612762,0.07597001238831128,0.9056849440957271,99.22740586662138,0.09687142883865668,0.07405431510554,0.8390409281035273,0.09099258302396784,0.06966401987138113,0.9005339056691242,93.21220868531647,0.09148564375526648,0.06931955261904393,0.8658562274086178,0.09135894918854295,0.06994175354562708,0.9005757400222507,92.99995754977289,0.9869999999999663,9.73399999999998
random,0.35899999999998045,0.040000000000020464,0.09339458154549571,0.07056578539703351,0.8311568540743474,0.09374000256607157,0.07302036347543556,0.8759601715271707,95.59366642611538,0.10058093143923448,0.07818105713590814,0.8831893832736195,0.1469804585603496,0.11064454808853255,0.5084318848593983,0.09990887547095947,0.07767773348688277,0.8823379719388925,99.57125270620197,0.09456068651356302,0.07070472492420114,0.8295877116514564,0.09472270486035626,0.07375052110458696,0.8760724982715135,96.23890987816785,0.0972026839703675,0.07257266674404342,0.8094559051118788,0.09590715899931049,0.07464895659687462,0.8777884213029699,97.0497092159443,1.0249999999999773,10.07000000000005
wclust,0.4019999999999868,0.2720000000000482,0.09076713869270943,0.06819514387944246,0.8038708896909383,0.11502434513691936,0.07963155476599078,0.7292318563479008,83.49959672284245,0.16225352360423698,0.11023375727218376,0.628520286236818,0.13159508754117183,0.10846382973607942,0.6283420408237793,0.1304953410600305,0.0899450652054344,0.6910072650872704,91.73918580464405,0.10197522781505955,0.07865665932214042,0.7423547569755131,0.12064183902033047,0.08333587464400753,0.7197629384856463,86.60695334720042,0.0971871584438619,0.07473164910229854,0.7668096995110298,0.12273816535950749,0.08463601283099474,0.7131903729484647,87.15456127690283,1.024000000000001,9.822999999999979
sclust,1.5469999999999686,0.3170000000000073,0.07941231143082436,0.059623468034776535,0.926687898576758,0.08198263145709087,0.06348622888963361,0.8726515768216875,73.6171838519336,0.11824960137620581,0.09009637354278753,0.7941552695594808,0.17318177151788966,0.13245630456770457,0.5637902753285217,0.11071965832058724,0.08308815003580242,0.7966896949854179,88.67427940739483,0.18361789936029116,0.13753873435919484,0.483266668530197,0.11127069775570438,0.083503275837848,0.7954038242255955,89.01812624697543,0.14277699998521914,0.10786037919948809,0.7068300908283793,0.10999083858304338,0.0826595827972239,0.7985324327783285,88.54268370335781,0.9360000000000355,8.567000000000007
sregular,0.3439999999999941,0.04200000000003001,0.09993586358760265,0.0756216900677566,0.8319289685575957,0.09485896035185465,0.07342613061953698,0.8577645913088776,94.78286708833892,0.09683907326775834,0.0755799129078377,0.8668413855601816,0.12206821936802058,0.09815672097240437,0.7248989258137214,0.09638589409457575,0.07513683256954005,0.8652396702450474,99.146750435114825,0.1047419619941537,0.07979758097722998,0.8106658171297315,0.0951535102507133,0.07362097596214297,0.8570690377655666,95.440845608524,0.09980195397108908,0.07651125230256749,0.8367421892976022,0.09463803113727051,0.07317272152945091,0.8561646525645644,94.42204015791485,0.9909999999999854,9.637
wregular,0.36099999999999,0.04099999999999682,0.09739568343265075,0.07424466311169167,0.8300804302402023,0.09187188599479175,0.0678847526607045,0.8755440331285332,93.60699579742752,0.09895205243063568,0.07370473345292426,0.8749120656700131,0.13004769855849502,0.10420784618982425,0.6925819003669819,0.09789842942097879,0.07267796274286008,0.8716377561674448,98.88355902704079,0.10208857364384984,0.0748262653824066,0.799028847109402,0.08981422706525621,0.06654510425677801,0.8778934576986381,90.99206180753066,0.09612539083967664,0.07370815375706802,0.837701026751872,0.08946018733592093,0.0662875772768772,0.8782685218176886,90.96234664855457,1.0129999999999768,9.759999999999991
random,0.35300000000000864,0.03899999999998727,0.09587837636416437,0.07179604566945694,0.8466399223534957,0.10153362605868134,0.07528728569998944,0.8704055166116151,98.08549475739696,0.10393213673408291,0.0773025537470258,0.8722053634140742,0.12122651058328777,0.08883877284159572,0.6752507696509594,0.10268101984311075,0.07618483501424743,0.8732271875976385,98.30199091565139,0.10574432254247407,0.07420047992548906,0.7582175399553984,0.10189515875559384,0.0756080136919687,0.8728186557075358,98.29350087022965,0.1021997739277646,0.07005927765825452,0.7794323901257726,0.1014089133618188,0.07521149644186008,0.8757228425174988,97.49543660058582,1.0149999999999864,9.841999999999985
wclust,0.3849999999999909,0.2769999999999868,0.08792871823014163,0.07015337244973024,0.8674355622921885,0.08886879606650065,0.06672064649413016,0.8513572592490736,83.08358449717707,0.10180528011787603,0.07354377471590552,0.8316830418745425,0.13012205877741181,0.10279192529462232,0.7282809921219011,0.10176812156914372,0.07350329206066036,0.8314628720340451,99.9235895912043,0.1039554968485331,0.08004280219129248,0.8287521045631636,0.1019585587223489,0.07331717967121923,0.8213722815702718,97.18979496540307,0.10568774990386971,0.07998616389586041,0.8272020569269193,0.09869729903520741,0.07189254208501324,0.828067285024279,92.0151122808507,0.9750000000000227,9.446000000000026
sclust,1.5600000000000023,0.33499999999997954,0.047954297008202675,0.034474938116197805,0.8748798481678174,0.07381826048832082,0.05530212318527345,0.8030682183682917,38.935348304113425,0.1790914769592395,0.13360290582648393,0.4571596833700026,0.0823862591151109,0.05771709276609122,0.5977906525819776,0.09242246992069433,0.07031230796690968,0.7414696302330827,53.10523411300251,0.10070311454410925,0.07339639440481863,0.4735130629601592,0.1114758117517928,0.08367754171846344,0.7014746687873896,66.65534660610433,0.1151114634444504,0.07574925582249961,0.24493721272087698,0.11519404497106726,0.0850528961734259,0.676746653651985,66.26055949399328,0.9850000000000136,6.852000000000032
sregular,0.3499999999999659,0.040000000000020464,0.090193756383048,0.07160240000217735,0.8702180574855796,0.084293250569493,0.06216294890999287,0.8860424941451746,96.31532028696354,0.08993987325240473,0.06512697636433512,0.8736629382453345,0.11102339954685442,0.08842125057901402,0.8155941808229968,0.08937591256694329,0.06474222850626746,0.8735956851866397,99.19769070764528,0.09350837064646396,0.07474445835504875,0.8606047804195648,0.08670405663625026,0.06327956562514142,0.8807617142342402,97.51666171414017,0.0886180324365402,0.07195349622718283,0.8718187259250116,0.08585436592417772,0.0629290439196557,0.8821607036808949,97.35110582841618,1.0330000000000155,9.841000000000008
wregular,0.367999999999995,0.03999999999996362,0.09594779877889083,0.07339706452541772,0.8404344422920448,0.08898996005666479,0.06832312418594054,0.8750807843283089,98.17464023432525,0.08943739679411739,0.06890805592968134,0.8788301117257142,0.13989239015500962,0.1159473623295791,0.6196843213799198,0.08921746833195496,0.0686659974792106,0.8784466535529327,99.28259116186273,0.1005679488737333,0.07828031139904781,0.8282406797226867,0.08908932085380274,0.06851788770997916,0.8766980257143812,99.00666468565606,0.0937192822107263,0.07332980041665206,0.8438656303021248,0.0892846942873432,0.0687506381668813,0.8778681693192832,99.507577365538907,1.0139999999999532,10.03000000000003
random,0.37700000000000955,0.040000000000020464,0.09280229126875943,0.06747712953861026,0.8103338798197941,0.10487081782830332,0.07708184045510218,0.8107782356222765,96.38748567304835,0.10647443776921885,0.0792514702484059,0.8278416694858673,0.12022883776358134,0.09600347018632398,0.6620353426427972,0.1063452861665939,0.07904833074285542,0.8257769775720588,99.62219297873244,0.09480879470342607,0.06906341055858889,0.8058605696903638,0.1043251409915327,0.07640188339388354,0.8064909600198532,95.30924990448699,0.09354038598658883,0.06708396164904883,0.812366869855111,0.1046351599574017,0.0767932983284999,0.8091276074392911,96.01392367449166,0.9970000000000141,9.613
wclust,0.44700000000000273,0.27799999999996317,0.09400356772309487,0.06605352092682538,0.7900324194191212,0.09284750113774687,0.07036941947348453,0.8400288738343492,83.34677590525109,0.10565056137087894,0.08029448972042806,0.8264294965702357,0.1374041718239264,0.10420056268267527,0.5625849215049666,0.105572704002234,0.08024986882814196,0.8266404900926112,99.97877488644565,0.126001472759551,0.09184180053991498,0.606845783170148,0.10554795631138272,0.08017816957485023,0.8253782436709236,99.70709343294986,0.11640404277439527,0.0803397944591559,0.669462717744717,0.10558332157578976,0.0800127762950891,0.8190139115793277,98.16190516619264,1.0790000000000077,10.074000000000012
sclust,0.5240000000000009,0.2810000000000059,0.07175048281748514,0.049307250787355004,0.920639196915436,0.09701205269818179,0.0750977121658968,0.8138761344949709,83.3297958144076,0.13158118780730632,0.09716970898614508,0.7502490565400106,0.1532226533426006,0.11937278192577265,0.6864554581821474,0.13080131345336235,0.09657247057426692,0.7475193838866317,99.48210722927368,0.10748755046443383,0.08196017199398949,0.8412501289638188,0.10588370287030983,0.0817081161522808,0.7939659113357587,92.11274780320075,0.09946456581836215,0.07035389578074838,0.8456597261549573,0.10808970147978186,0.08296713625822696,0.7836053273643313,92.98297745892941,1.018000000000029,9.615999999999985
sregular,0.3790000000000191,0.040000000000020464,0.095140148460413,0.07200024941066901,0.8237849948491283,0.08929998006058269,0.06473536054345778,0.8498285523208092,95.48754085834359,0.10046755251574752,0.07080606385116232,0.8297487140935933,0.12104479206387947,0.09234031212010553,0.7195857153418813,0.09594531942102806,0.06847394055420367,0.8391765695183587,98.77318843655813,0.09785234843198459,0.07573877705552545,0.8240269325916595,0.08978348656231194,0.06502083965649812,0.8469253125594083,95.82714267521332,0.09262748307751736,0.07004930860759552,0.8397273504113284,0.08967083995791135,0.06497476432471465,0.8469871569902969,95.88657299316552,0.9830000000000041,9.295000000000016
wregular,0.3590000000000373,0.03899999999998727,0.09560104019001656,0.07121317120540498,0.8190320412773727,0.09470866580688694,0.07031597132739302,0.8571094618643028,95.5766863352719,0.09894000104489732,0.07402009717820096,0.8664898449691568,0.1276088281565181,0.10552319312128257,0.6711777507125505,0.09602700482883599,0.07159663136178146,0.8616536454673891,97.58458207751411,0.10157873645788894,0.07715305619676807,0.78071610092023,0.09412809455331118,0.06995229366129756,0.8580552042075917,95.45358067665663,0.09773743518554813,0.07226936160745442,0.7994532792567717,0.09307950340913994,0.06911116130402604,0.8566692282578217,94.09092838646687,1,9.591999999999985
random,0.3569999999999709,0.03900000000004411,0.10532520970555838,0.08174157512110193,0.8502844766279661,0.0891864839383084,0.07146357696111888,0.896694805029273,93.33531434393174,0.09170016482694943,0.0737417038523127,0.8999304152232374,0.14833801463008203,0.11598375635158116,0.6279248593661355,0.09169322832426886,0.07368748336984972,0.8983309186387268,99.41418686589974,0.123294850049454,0.09166935176908972,0.7912448462573074,0.08999950721048994,0.07216193597857627,0.8977748471902688,95.50452094918708,0.10593604918689715,0.08294314964881633,0.8565724525230293,0.08835236305165625,0.07070809855994396,0.8961515329571649,91.01328692108503,1.0090000000000146,10.122000000000014
wclust,0.5919999999999845,0.3190000000000168,0.09518475446066949,0.06799323034976608,0.8229291213164307,0.09106596244572909,0.07034950316578469,0.8640133613917614,93.68340620622321,0.0962037996442393,0.07458549819128282,0.8661631522703537,0.1640282959710898,0.1203271832165712,0.3423255804593234,0.09590777452365855,0.07433593448938382,0.8652319821385367,99.7155834783716,0.10959639485510003,0.08114091079735505,0.7552958040027425,0.09364658162079204,0.07248272844723658,0.8641998058441697,96.83321305768986,0.10967135044074962,0.08119278315408776,0.7533360206706562,0.09472389788949796,0.07327215605843371,0.8628209912195833,98.02606443944475,1.045000000000016,9.841999999999985
sclust,0.6690000000000396,0.28300000000001546,0.05421982785142195,0.03927887982382751,0.9254101812636836,0.08121185047484708,0.05776715835533144,0.82278228639685,62.02402682854353,0.16392455699912337,0.11278182901215626,0.5753341255296359,0.1836845347291605,0.12042055397362136,0.11322903315058454,0.1059647224987625,0.07388851136861216,0.7243201541395753,76.70331536273719,0.10650487722374337,0.07430316861037786,0.7599642309661595,0.09717116650450132,0.0681352999215954,0.7640788773253822,72.28424672071996,0.1290227073100227,0.08635570940953988,0.5158753143408499,0.10654921355362634,0.0742742647100848,0.7273085741621291,76.77123572611113,1.0579999999999927,9.709000000000003
sregular,0.34499999999997044,0.038000000000010914,0.09159926713637062,0.0685592315048512,0.8542395247239127,0.09004142792260122,0.0661030765455928,0.8548087804980221,96.52332639979623,0.09752655483667201,0.07035782175638208,0.8399346479240115,0.13562702429510917,0.09656044675429787,0.6612545498495995,0.09394386619384106,0.06838671019999461,0.8462649070555762,98.8538438680647,0.09630008589599949,0.07095375676965504,0.8346165707738128,0.09221622628415335,0.0673530459963257,0.8507777796619775,98.00483932589039,0.09709418119862268,0.0707874589853835,0.8297600021301856,0.0918127977406328,0.0671010470426429,0.8513373283057297,97.71193275884026,1.0079999999999814,9.926000000000045
wregular,0.3439999999999941,0.03899999999998727,0.08967361881262867,0.06947289134222683,0.8713946563614553,0.09034051849437946,0.06695241533128046,0.8690552794588878,98.19162032516874,0.09248269553965256,0.06845824167313783,0.8710235285900614,0.13785890683863739,0.10883662004251243,0.6339323713837985,0.09222732423866842,0.06811077773065373,0.8678919435992157,99.22740586662138,0.08910540659292039,0.06877023893254179,0.8766976252681402,0.09198705367856097,0.06785333071545302,0.8670316311367873,98.76045336842552,0.08910652943534003,0.06526759087913993,0.8605234429298372,0.09219702481784575,0.0680471835662993,0.8679915658707891,98.98968459481257,1.025000000000034,10.295000000000016
random,0.353999999999985,0.03899999999998727,0.0998048871732049,0.07547193322614767,0.844378924553872,0.0882939131886148,0.06905041908556135,0.8923395187917309,94.00178290953856,0.094082562189913,0.07366558250928915,0.8984269826470089,0.15322012374127547,0.12098476411972817,0.5094872411500145,0.09259515423159737,0.07258691991258273,0.8972619408347018,98.98968459481257,0.11106888733603557,0.08252482554796152,0.7901548193612136,0.0895152826345166,0.07026924918819726,0.895679729768502,96.08184403786561,0.10235909876003443,0.07628598863041959,0.8189897433428786,0.08971745092164045,0.07043715758685044,0.8957734865151653,96.55304155877234,1.0190000000000055,9.978000000000009
wclust,5.642999999999972,0.7849999999999682,0.0817110973933299,0.06403422877795374,0.9244730762719403,0.08316160409080572,0.06633003181577865,0.8829993074536723,86.91259498238315,0.10552834443979006,0.08022782630513937,0.8315355914107246,0.14611404733212074,0.11619701807027376,0.754354116834886,0.09761237060480224,0.0748734835178385,0.8512450335344954,95.86534787961115,0.105187871679652,0.08331313246208709,0.869952929359731,0.09243314696032064,0.07179085782935091,0.8647777532025457,93.2971091395339,0.11019206224180042,0.08174046664938797,0.8113884823651075,0.0943419222840531,0.07294323244309893,0.857166934873869,94.01451797767119,0.9699999999999704,9.5
sclust,0.6129999999999995,0.28600000000000136,0.07659927190218081,0.05253173422904901,0.90644154153557,0.1162071335295727,0.0829717680430968,0.7466909090623609,72.97194039988113,0.14648821822551117,0.10764044726080013,0.6208862744895689,0.14415472153510145,0.11283871661136924,0.6760168399224417,0.14648709154086478,0.10763775833645557,0.6208463512912881,99.99575497728912,0.11835723812063698,0.0925072840021063,0.7745643320504872,0.14648528888472878,0.1076327716584826,0.6207675456437435,99.98726493186739,0.12682533905405194,0.08664384000155065,0.7335465116055288,0.1465979938600713,0.10744217855843154,0.6196735475873947,98.84959884535382,0.9440000000000168,8.740000000000009
sregular,0.33600000000001273,0.03799999999995407,0.09513397464137224,0.07215287653511057,0.8494374507998093,0.0824947384066498,0.06305887078381527,0.8902921343102481,95.6955469711763,0.08616471969151483,0.06609508123370954,0.8935125657813152,0.14349270189496663,0.11210140994767137,0.6422844106220252,0.08451409351461232,0.06481438755260066,0.891312967081281,98.55669227830369,0.10291510408438928,0.07729806034273375,0.8247807896622126,0.08371573352323078,0.06415821786641902,0.8912326655491976,97.83503841745554,0.09679265103525803,0.07498152304485763,0.841797688564881,0.08259690167424139,0.0632084212532684,0.891096599660354,96.12853928768519,1.0289999999999964,10.191000000000031
wregular,0.33799999999996544,0.03699999999997772,0.09908555070451197,0.07671032777153934,0.8256583721626192,0.09276432655646567,0.07125704560375985,0.8775605300266499,92.14246296217685,0.0992400290390278,0.07662684477710044,0.8754466647795849,0.13250249763747732,0.10529571491579123,0.6566982921345024,0.09757548601233389,0.07514645184690866,0.874848291805725,98.19162032516874,0.1034011527806091,0.07892131089700091,0.8067351882231654,0.09546992541094784,0.07359593502919665,0.8786554216326503,96.05637390160038,0.09973148260728164,0.07741177295706227,0.8255344683165142,0.09319490675176789,0.07157215552002308,0.8777280326069421,92.76648130067497,0.98599999999999,9.601999999999975
random,0.33600000000001273,0.03700000000003456,0.10215747940457255,0.0757745432771525,0.8405588020934168,0.08194990164877049,0.06163597277547802,0.880247295663767,91.8962516449463,0.08962589627262905,0.06702033722490114,0.878547221165842,0.12325963700310012,0.09653182502081618,0.7545704288755865,0.084673494475504,0.06393405720360744,0.8800825811180063,97.30865560130746,0.11596477872975171,0.08385131360162049,0.7981636645517124,0.08453027217295125,0.06361860526652129,0.879105770817268,96.01816869720253,0.101695847215038,0.07638614585035482,0.8598604326947987,0.08439510576787365,0.06344280076927254,0.8771064582062711,95.43660058581314,0.9669999999999845,9.673000000000002
wclust,5.372000000000014,0.660000000000025,0.08600333951304032,0.07044054961620984,0.92442934768369,0.09642573772894454,0.07556053094807393,0.8278879138160917,90.23220274228467,0.1156014851339234,0.08666470923869898,0.767249921873784,0.11379714578166505,0.09869122723512817,0.9067700920483402,0.10734228552787733,0.08182415057872276,0.8005935118006413,96.36201553678312,0.10081748893913806,0.08548267858781697,0.8953552297971232,0.09475412486896086,0.07436604118630344,0.8261140038614763,88.74644479347964,0.09658862892586166,0.07902937301926935,0.9077218045580833,0.10195613782405835,0.07897963942433495,0.8148772820093715,94.2225240905039,0.9239999999999782,8.867999999999995
sclust,0.7650000000000432,0.28499999999996817,0.07765472851088209,0.04853602418101702,0.8497836545250905,0.09057693483147736,0.0675808971934774,0.8253482588770856,66.44309547056076,0.11093062022386253,0.0853552765186683,0.8153056743996839,0.13535470974542815,0.09803586412065972,0.5493939301321701,0.11052734343487895,0.08494010370222328,0.8123046949019216,99.5670076834911,0.13987043590449974,0.11012869980358828,0.4773519902433743,0.10738999303036971,0.082131315340952,0.8080450889786868,96.20070467377,0.13472828293344777,0.10040691736809289,0.5390998482009838,0.109238598429764,0.0838140901929212,0.8087716145059324,98.35293118818186,0.9780000000000086,8.546999999999969
sregular,0.3480000000000132,0.03900000000004411,0.10507387256301465,0.07833407136199197,0.776767822853373,0.09583914431675888,0.07083301300136141,0.856024929848881,97.47421148703145,0.09705712400064186,0.07236788782906926,0.8674488373975483,0.12802006970348948,0.1042113554927514,0.7096675048294393,0.09657349037811692,0.07188355409843392,0.8649045176583806,99.47361718385194,0.10751849601755634,0.08304595607798546,0.7922565128588906,0.0958940636444823,0.07102093350911941,0.8580164296065773,98.16615018890352,0.10368907492802343,0.07770350787549146,0.7870681284864509,0.09567764598667315,0.07064409524579611,0.8549998721488555,97.20253003353568,0.9479999999999791,9.163999999999987
wregular,0.36100000000004684,0.040000000000020464,0.10214718544141843,0.07582784777959543,0.7685294670264383,0.09820800253331514,0.07265604178909357,0.8237244689894907,92.88534193657935,0.10536179866903951,0.07909818808898435,0.83835843196838,0.13179396234426918,0.10147732456024343,0.5811947223559568,0.10435412027022205,0.07817917810335477,0.8350397290425199,99.14250541240396,0.10317140864186801,0.07797674054241277,0.7713931031348482,0.0988408712176792,0.07324881096613654,0.8252098056238028,93.92537250074288,0.1084057447293942,0.07852563555693243,0.7316766263818623,0.10073744610290222,0.07501265831756264,0.82614766418399,96.01392367449166,0.9699999999999704,9.302999999999997
random,0.36100000000004684,0.03899999999998727,0.0890485190915083,0.06845699958644061,0.9073858042115729,0.08239001884198958,0.0636170346652551,0.8855578594983822,92.94901727724243,0.08990636551998933,0.06960610138634388,0.8901194309041066,0.13239660607909587,0.10214848029843601,0.709536574686921,0.08956141288918362,0.06934495929898846,0.8898084286750423,99.76652375090207,0.08966629473538149,0.06931086833568095,0.8828099286174718,0.08420639041461479,0.06491084876374913,0.8836661459758566,93.54332045676445,0.09243761652974226,0.0717315712416531,0.8664042428744729,0.08437473539813187,0.06503325954573218,0.8833054209224495,92.98297745892941,1.016999999999996,9.836999999999989
wclust,0.4159999999999968,0.27899999999999636,0.08055681741708795,0.060400604420882485,0.906517486087552,0.10743379723654703,0.0805995030585181,0.7828145931791848,92.37169418856391,0.11525014699078971,0.08672860045935177,0.782424269918326,0.13027026468483321,0.10717349503005856,0.7504933545235902,0.11485024008683808,0.08631437410512521,0.7803615915275816,99.4481470475867,0.09061225154984384,0.06927281235252741,0.8795615354406822,0.1127630233192468,0.08406911970277273,0.7680681206355913,95.97996349280469,0.09162605421515217,0.07072338002089955,0.8794725580656724,0.11338925786231605,0.08444637424717295,0.7653122000282472,96.42569087744619,0.9839999999999804,9.635999999999967
sclust,0.6970000000000027,0.27800000000002,0.09030193942419293,0.0645134994294372,0.899618541798797,0.10157079232130649,0.0789805932366735,0.8344064522993868,72.87005985482023,0.15121756455998864,0.11759290754959459,0.7311073898540063,0.1524201384141544,0.12710024583539925,0.7222359818436563,0.1415954273504309,0.11095870059549383,0.7345737724345431,97.10913953389651,0.122690865109251,0.09728113700687897,0.8352053466121504,0.12045830935191464,0.09353395333078009,0.7785416651537831,85.69427346436304,0.1326357653819903,0.10666212682243914,0.7754129143674385,0.12446275450228064,0.09700331626981962,0.770485920951411,88.3643927495012,1.0199999999999818,9.105000000000018
sregular,0.34699999999998,0.03899999999998727,0.09694192752847632,0.072673424426764,0.858891353222779,0.08146304397526756,0.060930884279072485,0.8891883740300094,96.19645965105913,0.08552310294810886,0.06397850460499524,0.8910036810293811,0.14362961516897357,0.10207232993223458,0.6323704741700994,0.0844474592912445,0.06301836123189736,0.8878570790139032,98.60338752812328,0.09951666265807481,0.07863894908586326,0.8658033070326482,0.08332946099651925,0.06210057306403213,0.8872309856867137,97.55062189582713,0.09545420572408572,0.07122810755828456,0.8660329003489922,0.08351233846667384,0.06226925547632567,0.8859496935338362,97.50392664600756,0.9699999999999704,9.340000000000032
wregular,0.36700000000001864,0.04099999999999682,0.09185244844655718,0.0723370736368804,0.8273091831491262,0.08916855532140402,0.06726502779268785,0.8460871329987202,97.04121917052257,0.09358743749321334,0.07050311298796673,0.8481919574716058,0.12655274691171717,0.1015211543883836,0.6570790061361703,0.0916509192188071,0.06919980166129681,0.8487160880179305,99.13401536698221,0.10776520118333695,0.08058698125778897,0.7671615101432049,0.08712540906603464,0.06565483499187554,0.843592388483163,94.19280893152778,0.09245670430967133,0.07020533647262826,0.8428128401503254,0.08689135154325327,0.06553937326320725,0.8457988039094985,94.60457613448231,1.023999999999944,10.175000000000011
random,0.375,0.04099999999999682,0.08422236147449755,0.06305788856038765,0.8864025097939952,0.09533590947565632,0.0687367870238697,0.8265354849966682,93.78104172857324,0.09838761338098947,0.07128817790770255,0.8310637077228723,0.13760516617043084,0.10456164638874632,0.671359043831184,0.09768740583477144,0.07077897528163594,0.8316132063466439,99.46937216114107,0.08836140251847789,0.06374187828241262,0.8750337533182327,0.09514569668496865,0.06870350020433515,0.8292948678927315,94.44751029418008,0.08747663101712654,0.06436169412671629,0.8729705795988679,0.09645234473910727,0.06962169697952877,0.826160310665765,95.84836778876767,1.016999999999996,9.709000000000003
wclust,0.4230000000000018,0.28600000000000136,0.08584646774252584,0.058214028666228976,0.8513095649657698,0.10972672732115975,0.08184841071958371,0.7710023646025885,96.41295580931359,0.1217961910551109,0.08897490558136477,0.743079574843808,0.127677458558524,0.08832666759830435,0.6550091590712875,0.11808938184508537,0.0868917644993795,0.7498705982933284,99.24014093475401,0.10465754891433572,0.07332263919453913,0.7718857089394304,0.11332871970646732,0.08418867853572115,0.7604000658834164,97.98361421233604,0.10047740182040202,0.06769948665335619,0.7836558764829938,0.11334089448766277,0.0841298141731298,0.7579380484658342,97.74164791781637,1.0009999999999764,9.612000000000023
sclust,0.589999999999975,0.2799999999999727,0.05873414008148933,0.045051193364821385,0.9199998532474437,0.1095700810729809,0.07343016670287249,0.67407050656873,66.60865135628475,0.19517675241405913,0.12715121961505615,0.40432190264921036,0.12082851202917165,0.09274258993157498,0.6224571468840052,0.15952368789371968,0.10439518955238117,0.4984062263919517,88.12242645498154,0.11046809794856288,0.08119161094627031,0.7043009830989015,0.15870481179008758,0.10394837061063893,0.506820536288961,89.45960860890607,0.09933586166960828,0.07104057511143387,0.7432935237868048,0.147830253239738,0.09484817711138768,0.5219796607600222,81.49594600331112,1.0389999999999873,9.495000000000005
sregular,0.3569999999999709,0.03999999999996362,0.09909067323675548,0.07517512429799734,0.8520706002193599,0.07884403516885977,0.05993380294860667,0.90230481993646106,96.23890987816785,0.08121894203901972,0.061968658802620154,0.9023083496470903,0.13883665425009592,0.10875775992745232,0.7056742588579842,0.07976245520070778,0.060722098335130315,0.9014136079872794,98.22982552956658,0.0974814156792307,0.07526754875027147,0.8683641864740451,0.07855585936480006,0.05968650730479385,0.9032503698452115,95.93326824298511,0.09731400689126121,0.07600561271810123,0.8572984867022161,0.07836385693850859,0.05954338403553684,0.9029348889028296,95.44933565394574,1.0030000000000427,10.240000000000009
wregular,0.37599999999997635,0.03900000000004411,0.0849245705178299,0.060536273927239675,0.8722640128805472,0.09226154330031526,0.06706225151659558,0.8518898835979231,92.02360232627245,0.10049445840621098,0.07315502130267913,0.8417845154099005,0.1304754560261022,0.09834039749244312,0.7196162639250339,0.09572567448232143,0.06952740390113507,0.8471910391712809,96.62520694485715,0.0985217112507567,0.06816140025303155,0.8187303605727158,0.0937454522140526,0.06815377762792565,0.849236234841916,94.3668548626735,0.08449450571040516,0.06170918221897619,0.8740563932004141,0.08976981559896204,0.06535880649548974,0.8538223881728866,88.62758415757524,0.978999999999985,9.396000000000015
random,0.38299999999998136,0.040000000000020464,0.09267214746098369,0.07227034917368244,0.8493726541289264,0.09260015381764755,0.06916180479968066,0.8630295818165733,92.90656705013372,0.10052900074409481,0.07525337092392763,0.8669165152512752,0.12069495304421517,0.09537572376904697,0.7296672251302135,0.0978898533524306,0.07337324457698986,0.8667334870690394,98.3317060746275,0.09623439833022034,0.07618693308569492,0.8265868899919312,0.09268509279722525,0.0694585918638469,0.866175308151902,93.8616971600798,0.09687762628139662,0.07432834369182897,0.8426567454540094,0.09163200548720686,0.06881328895519634,0.8693799145026523,93.70463131977756,1.0009999999999764,9.692999999999984
wclust,0.45800000000002683,0.2909999999999968,0.09314658910703817,0.07354874828031288,0.8837726898169981,0.0874132966298644,0.06918240341592066,0.8874895470085452,98.52273209661672,0.08907570913103251,0.0704653062347713,0.8888951545906725,0.16247615645020938,0.12787251454878443,0.6003233143074617,0.0882870215807943,0.06982179191881231,0.8869533900489889,99.12552532156047,0.14264444292002001,0.10792795501778835,0.7135329874455757,0.08866372544622418,0.07009448430139477,0.8872983577503731,99.38447170692363,0.11320690245298333,0.08833164608683593,0.8182130816524983,0.08803638712928855,0.06964639656759898,0.8873413208907838,99.0024196629452,0.98599999999999,9.543000000000006
