"","method","variate","design","number","RMSE","k","methodID","rRMSE"
"316","exhaustive_caret_5k","AGB","regular",16,26.7008349429213,NA,0,0
"317","exhaustive_caret_5k","AGB","regular",17,26.94655942329,NA,0,0
"318","exhaustive_caret_5k","AGB","regular",18,26.8132091801731,NA,0,0
"319","exhaustive_caret_5k","AGB","regular",19,26.6037433159077,NA,0,0
"320","exhaustive_caret_5k","AGB","regular",20,26.9272620061088,NA,0,0
"321","exhaustive_caret_5k","AGB","regular",21,26.8749571148108,NA,0,0
"322","exhaustive_caret_5k","AGB","regular",22,26.6520257964718,NA,0,0
"323","exhaustive_caret_5k","AGB","regular",23,26.6080956176373,NA,0,0
"324","exhaustive_caret_5k","AGB","regular",24,26.7879326056645,NA,0,0
"325","exhaustive_caret_5k","AGB","regular",25,26.4899750085449,NA,0,0
"326","exhaustive_caret_5k","AGB","regular",26,26.7116063518055,NA,0,0
"327","exhaustive_caret_5k","AGB","regular",27,26.7345088027897,NA,0,0
"328","exhaustive_caret_5k","AGB","regular",28,26.9119491945122,NA,0,0
"329","exhaustive_caret_5k","AGB","regular",29,26.5018477341638,NA,0,0
"330","exhaustive_caret_5k","AGB","regular",30,26.5218947977536,NA,0,0
"331","exhaustive_caret_5k","AGB","regular",31,26.5155142450509,NA,0,0
"332","exhaustive_caret_5k","AGB","regular",32,26.4657257436375,NA,0,0
"333","exhaustive_caret_5k","AGB","regular",33,26.4349282150138,NA,0,0
"334","exhaustive_caret_5k","AGB","regular",34,26.8217275916795,NA,0,0
"335","exhaustive_caret_5k","AGB","regular",35,26.58700872599,NA,0,0
"336","exhaustive_caret_5k","AGB","regular",36,26.665703109262,NA,0,0
"337","exhaustive_caret_5k","AGB","regular",37,26.5190191058185,NA,0,0
"338","exhaustive_caret_5k","AGB","regular",38,26.8193093838263,NA,0,0
"339","exhaustive_caret_5k","AGB","regular",39,26.5125046614908,NA,0,0
"340","exhaustive_caret_5k","AGB","regular",40,26.4829016466271,NA,0,0
"341","exhaustive_caret_5k","AGB","regular",41,26.7964356008209,NA,0,0
"342","exhaustive_caret_5k","AGB","regular",42,26.3967404981756,NA,0,0
"343","exhaustive_caret_5k","AGB","regular",43,26.5125046614908,NA,0,0
"344","exhaustive_caret_5k","AGB","regular",44,26.8418355387882,NA,0,0
"345","exhaustive_caret_5k","AGB","regular",45,26.9491930336558,NA,0,0
"346","exhaustive_caret_5k","AGB","regular",46,26.7808889460959,NA,0,0
"347","exhaustive_caret_5k","AGB","regular",47,26.3456409605818,NA,0,0
"348","exhaustive_caret_5k","AGB","regular",48,26.8246440580811,NA,0,0
"349","exhaustive_caret_5k","AGB","regular",49,26.7706053187584,NA,0,0
"350","exhaustive_caret_5k","AGB","regular",50,26.7012037984617,NA,0,0
"351","exhaustive_caret_5k","AGB","regular",51,26.6124787242243,NA,0,0
"352","exhaustive_caret_5k","AGB","regular",52,26.3816127116887,NA,0,0
"353","exhaustive_caret_5k","AGB","regular",53,26.5232757771892,NA,0,0
"354","exhaustive_caret_5k","AGB","regular",54,26.7016292477304,NA,0,0
"355","exhaustive_caret_5k","AGB","regular",55,26.6609515809029,NA,0,0
"356","exhaustive_caret_5k","AGB","regular",56,26.4751021779939,NA,0,0
"357","exhaustive_caret_5k","AGB","regular",57,26.353713712925,NA,0,0
"358","exhaustive_caret_5k","AGB","regular",58,26.6751104919233,NA,0,0
"359","exhaustive_caret_5k","AGB","regular",59,26.8621661366999,NA,0,0
"360","exhaustive_caret_5k","AGB","regular",60,26.6760188742795,NA,0,0
"361","exhaustive_caret_5k","AGB","regular",61,26.6489249078426,NA,0,0
"362","exhaustive_caret_5k","AGB","regular",62,26.6903264252031,NA,0,0
"363","exhaustive_caret_5k","AGB","regular",63,26.7285074635299,NA,0,0
"364","exhaustive_caret_5k","AGB","regular",64,26.6780386422538,NA,0,0
"365","exhaustive_caret_5k","AGB","regular",65,26.7242419453981,NA,0,0
"366","exhaustive_caret_5k","AGB","regular",66,26.4678342312361,NA,0,0
"367","exhaustive_caret_5k","AGB","regular",67,26.6050890278595,NA,0,0
"368","exhaustive_caret_5k","AGB","regular",68,26.6909160580977,NA,0,0
"369","exhaustive_caret_5k","AGB","regular",69,26.7466113973158,NA,0,0
"370","exhaustive_caret_5k","AGB","regular",70,26.8645728263089,NA,0,0
"371","exhaustive_caret_5k","AGB","regular",71,26.8395510024175,NA,0,0
"372","exhaustive_caret_5k","AGB","regular",72,26.5258401559373,NA,0,0
"373","exhaustive_caret_5k","AGB","regular",73,26.9358190364593,NA,0,0
"374","exhaustive_caret_5k","AGB","regular",74,26.5681104841402,NA,0,0
"375","exhaustive_caret_5k","AGB","regular",75,26.5992511277415,NA,0,0
"376","exhaustive_caret_5k","AGB","regular",76,26.5245610872427,NA,0,0
"377","exhaustive_caret_5k","AGB","regular",77,26.8522911580431,NA,0,0
"378","exhaustive_caret_5k","AGB","regular",78,26.4046791968549,NA,0,0
"379","exhaustive_caret_5k","AGB","regular",79,26.5026562829992,NA,0,0
"380","exhaustive_caret_5k","AGB","regular",80,26.8864384672774,NA,0,0
"381","exhaustive_caret_5k","AGB","regular",81,26.613086064634,NA,0,0
"382","exhaustive_caret_5k","AGB","regular",82,26.6307078584863,NA,0,0
"383","exhaustive_caret_5k","AGB","regular",83,26.8274408711964,NA,0,0
"384","exhaustive_caret_5k","AGB","regular",84,26.9026571772313,NA,0,0
"385","exhaustive_caret_5k","AGB","regular",85,26.4681365272144,NA,0,0
"386","exhaustive_caret_5k","AGB","regular",86,26.6145347125935,NA,0,0
"387","exhaustive_caret_5k","AGB","regular",87,26.827587556928,NA,0,0
"388","exhaustive_caret_5k","AGB","regular",88,26.7293595550532,NA,0,0
"389","exhaustive_caret_5k","AGB","regular",89,26.6780386422538,NA,0,0
"390","exhaustive_caret_5k","AGB","regular",90,26.7028841382794,NA,0,0
"391","exhaustive_caret_5k","AGB","regular",91,26.3963598813975,NA,0,0
"392","exhaustive_caret_5k","AGB","regular",92,26.8632294664617,NA,0,0
"393","exhaustive_caret_5k","AGB","regular",93,26.7635706453997,NA,0,0
"394","exhaustive_caret_5k","AGB","regular",94,26.8257029254122,NA,0,0
"395","exhaustive_caret_5k","AGB","regular",95,26.6575656557996,NA,0,0
"396","exhaustive_caret_5k","AGB","regular",96,26.7435664504733,NA,0,0
"397","exhaustive_caret_5k","AGB","regular",97,26.8849022973215,NA,0,0
"398","exhaustive_caret_5k","AGB","regular",98,26.6045604826328,NA,0,0
"399","exhaustive_caret_5k","AGB","regular",99,26.5235430774407,NA,0,0
"400","exhaustive_caret_5k","AGB","regular",100,26.3732881113515,NA,0,0
"401","exhaustive_caret_5k","AGB","simpleRandom",1,26.7951664543619,NA,0,0
"402","exhaustive_caret_5k","AGB","simpleRandom",2,26.9529774456793,NA,0,0
"403","exhaustive_caret_5k","AGB","simpleRandom",3,26.491196301299,NA,0,0
"404","exhaustive_caret_5k","AGB","simpleRandom",4,26.7241399205599,NA,0,0
"405","exhaustive_caret_5k","AGB","simpleRandom",5,26.9077648870861,NA,0,0
"406","exhaustive_caret_5k","AGB","simpleRandom",6,27.082514706432,NA,0,0
"407","exhaustive_caret_5k","AGB","simpleRandom",7,26.6616790696895,NA,0,0
"408","exhaustive_caret_5k","AGB","simpleRandom",8,26.6113031945241,NA,0,0
"409","exhaustive_caret_5k","AGB","simpleRandom",9,26.7153433271974,NA,0,0
"410","exhaustive_caret_5k","AGB","simpleRandom",10,26.744273010982,NA,0,0
"411","exhaustive_caret_5k","AGB","simpleRandom",11,26.974374555812,NA,0,0
"412","exhaustive_caret_5k","AGB","simpleRandom",12,27.3511274318897,NA,0,0
"413","exhaustive_caret_5k","AGB","simpleRandom",13,26.7078316195634,NA,0,0
"414","exhaustive_caret_5k","AGB","simpleRandom",14,26.7001470263566,NA,0,0
"415","exhaustive_caret_5k","AGB","simpleRandom",15,27.1512658870969,NA,0,0
"416","exhaustive_caret_5k","AGB","simpleRandom",16,26.9979347945085,NA,0,0
"417","exhaustive_caret_5k","AGB","simpleRandom",17,26.97661454313,NA,0,0
"418","exhaustive_caret_5k","AGB","simpleRandom",18,26.7599302662607,NA,0,0
"419","exhaustive_caret_5k","AGB","simpleRandom",19,27.1226222343106,NA,0,0
"420","exhaustive_caret_5k","AGB","simpleRandom",20,27.1350424878277,NA,0,0
"421","exhaustive_caret_5k","AGB","simpleRandom",21,26.7280450684884,NA,0,0
"422","exhaustive_caret_5k","AGB","simpleRandom",22,26.7858216870446,NA,0,0
"423","exhaustive_caret_5k","AGB","simpleRandom",23,26.4031754275014,NA,0,0
"424","exhaustive_caret_5k","AGB","simpleRandom",24,26.8744860275942,NA,0,0
"425","exhaustive_caret_5k","AGB","simpleRandom",25,26.3985190098165,NA,0,0
"426","exhaustive_caret_5k","AGB","simpleRandom",26,26.4186300577835,NA,0,0
"427","exhaustive_caret_5k","AGB","simpleRandom",27,26.7353246660064,NA,0,0
"428","exhaustive_caret_5k","AGB","simpleRandom",28,27.003048280602,NA,0,0
"429","exhaustive_caret_5k","AGB","simpleRandom",29,26.6416939554866,NA,0,0
"430","exhaustive_caret_5k","AGB","simpleRandom",30,26.5919600801139,NA,0,0
"431","exhaustive_caret_5k","AGB","simpleRandom",31,26.8956389197647,NA,0,0
"432","exhaustive_caret_5k","AGB","simpleRandom",32,26.810284500237,NA,0,0
"433","exhaustive_caret_5k","AGB","simpleRandom",33,26.783615530042,NA,0,0
"434","exhaustive_caret_5k","AGB","simpleRandom",34,26.7053986034686,NA,0,0
"435","exhaustive_caret_5k","AGB","simpleRandom",35,26.8508819751222,NA,0,0
"436","exhaustive_caret_5k","AGB","simpleRandom",36,26.5647884835603,NA,0,0
"437","exhaustive_caret_5k","AGB","simpleRandom",37,26.6178764764173,NA,0,0
"438","exhaustive_caret_5k","AGB","simpleRandom",38,26.5913175709713,NA,0,0
"439","exhaustive_caret_5k","AGB","simpleRandom",39,26.6535142509455,NA,0,0
"440","exhaustive_caret_5k","AGB","simpleRandom",40,26.6883928246206,NA,0,0
"441","exhaustive_caret_5k","AGB","simpleRandom",41,26.5529973335154,NA,0,0
"442","exhaustive_caret_5k","AGB","simpleRandom",42,26.7277703439724,NA,0,0
"443","exhaustive_caret_5k","AGB","simpleRandom",43,26.7864394693427,NA,0,0
"444","exhaustive_caret_5k","AGB","simpleRandom",44,26.2547449653163,NA,0,0
"445","exhaustive_caret_5k","AGB","simpleRandom",45,26.8010830760029,NA,0,0
"446","exhaustive_caret_5k","AGB","simpleRandom",46,26.9422088848022,NA,0,0
"447","exhaustive_caret_5k","AGB","simpleRandom",47,26.9221411826761,NA,0,0
"448","exhaustive_caret_5k","AGB","simpleRandom",48,27.0830888200202,NA,0,0
"449","exhaustive_caret_5k","AGB","simpleRandom",49,26.6655337367403,NA,0,0
"450","exhaustive_caret_5k","AGB","simpleRandom",50,26.9314007805444,NA,0,0
"451","exhaustive_caret_5k","AGB","simpleRandom",51,27.1990720485825,NA,0,0
"452","exhaustive_caret_5k","AGB","simpleRandom",52,26.7182965069848,NA,0,0
"453","exhaustive_caret_5k","AGB","simpleRandom",53,26.6861546633443,NA,0,0
"454","exhaustive_caret_5k","AGB","simpleRandom",54,26.7373855288789,NA,0,0
"455","exhaustive_caret_5k","AGB","simpleRandom",55,26.9906796538665,NA,0,0
"456","exhaustive_caret_5k","AGB","simpleRandom",56,26.7752768764787,NA,0,0
"457","exhaustive_caret_5k","AGB","simpleRandom",57,27.1635639847126,NA,0,0
"458","exhaustive_caret_5k","AGB","simpleRandom",58,27.0267253528878,NA,0,0
"459","exhaustive_caret_5k","AGB","simpleRandom",59,26.6845125908166,NA,0,0
"460","exhaustive_caret_5k","AGB","simpleRandom",60,27.1463151245257,NA,0,0
"461","exhaustive_caret_5k","AGB","simpleRandom",61,26.7158642862957,NA,0,0
"462","exhaustive_caret_5k","AGB","simpleRandom",62,26.8333114801354,NA,0,0
"463","exhaustive_caret_5k","AGB","simpleRandom",63,27.2012799508514,NA,0,0
"464","exhaustive_caret_5k","AGB","simpleRandom",64,26.6040357578186,NA,0,0
"465","exhaustive_caret_5k","AGB","simpleRandom",65,26.8806581640315,NA,0,0
"466","exhaustive_caret_5k","AGB","simpleRandom",66,26.403539355572,NA,0,0
"467","exhaustive_caret_5k","AGB","simpleRandom",67,26.9090879161299,NA,0,0
"468","exhaustive_caret_5k","AGB","simpleRandom",68,27.2305124985502,NA,0,0
"469","exhaustive_caret_5k","AGB","simpleRandom",69,26.9672630405171,NA,0,0
"470","exhaustive_caret_5k","AGB","simpleRandom",70,26.7868322936024,NA,0,0
"471","exhaustive_caret_5k","AGB","simpleRandom",71,26.7711321145312,NA,0,0
"472","exhaustive_caret_5k","AGB","simpleRandom",72,26.8545891344789,NA,0,0
"473","exhaustive_caret_5k","AGB","simpleRandom",73,26.8380416219105,NA,0,0
"474","exhaustive_caret_5k","AGB","simpleRandom",74,26.9501466629598,NA,0,0
"475","exhaustive_caret_5k","AGB","simpleRandom",75,26.8729949512042,NA,0,0
"476","exhaustive_caret_5k","AGB","simpleRandom",76,26.7288813049344,NA,0,0
"477","exhaustive_caret_5k","AGB","simpleRandom",77,26.7344187120597,NA,0,0
"478","exhaustive_caret_5k","AGB","simpleRandom",78,26.7345714287383,NA,0,0
"479","exhaustive_caret_5k","AGB","simpleRandom",79,26.5103531078454,NA,0,0
"480","exhaustive_caret_5k","AGB","simpleRandom",80,26.419433844392,NA,0,0
"481","exhaustive_caret_5k","AGB","simpleRandom",81,26.879033333124,NA,0,0
"482","exhaustive_caret_5k","AGB","simpleRandom",82,26.844775353087,NA,0,0
"483","exhaustive_caret_5k","AGB","simpleRandom",83,26.8342778747174,NA,0,0
"484","exhaustive_caret_5k","AGB","simpleRandom",84,26.9561196302385,NA,0,0
"485","exhaustive_caret_5k","AGB","simpleRandom",85,26.8952541314601,NA,0,0
"486","exhaustive_caret_5k","AGB","simpleRandom",86,26.9989494712475,NA,0,0
"487","exhaustive_caret_5k","AGB","simpleRandom",87,26.7945973550316,NA,0,0
"488","exhaustive_caret_5k","AGB","simpleRandom",88,26.4653965574425,NA,0,0
"489","exhaustive_caret_5k","AGB","simpleRandom",89,26.953073350359,NA,0,0
"490","exhaustive_caret_5k","AGB","simpleRandom",90,26.4939920954815,NA,0,0
"491","exhaustive_caret_5k","AGB","simpleRandom",91,26.3741381979171,NA,0,0
"492","exhaustive_caret_5k","AGB","simpleRandom",92,27.069382465754,NA,0,0
"493","exhaustive_caret_5k","AGB","simpleRandom",93,26.5204182672367,NA,0,0
"494","exhaustive_caret_5k","AGB","simpleRandom",94,26.4496870228929,NA,0,0
"495","exhaustive_caret_5k","AGB","simpleRandom",95,26.5646294260299,NA,0,0
"496","exhaustive_caret_5k","AGB","simpleRandom",96,26.667940723176,NA,0,0
"497","exhaustive_caret_5k","AGB","simpleRandom",97,26.6589784629695,NA,0,0
"498","exhaustive_caret_5k","AGB","simpleRandom",98,26.8380856494242,NA,0,0
"499","exhaustive_caret_5k","AGB","simpleRandom",99,26.9575016477141,NA,0,0
"500","exhaustive_caret_5k","AGB","simpleRandom",100,26.4757718402639,NA,0,0
"501","random_caret_5k","AGB","clusterGapped",1,21.5591012440952,NA,1,-7.92260583903466
"502","random_caret_5k","AGB","clusterGapped",2,22.6690576616587,NA,1,-6.41016395180425
"503","random_caret_5k","AGB","clusterGapped",3,24.3491831945752,NA,1,-6.48182083915595
"504","random_caret_5k","AGB","clusterGapped",4,22.1912820819265,NA,1,-8.58359734041347
"505","random_caret_5k","AGB","clusterGapped",5,18.9239195841206,NA,1,-11.253821135941
"506","random_caret_5k","AGB","clusterGapped",6,21.3734773932005,NA,1,-7.77812367878735
"507","random_caret_5k","AGB","clusterGapped",7,18.248872155976,NA,1,-12.990669395193
"508","random_caret_5k","AGB","clusterGapped",8,20.1964466207634,NA,1,-10.2470304211096
"509","random_caret_5k","AGB","clusterGapped",9,16.5244938723591,NA,1,-15.8001042322831
"510","random_caret_5k","AGB","clusterGapped",10,22.7949011407808,NA,1,-8.19990552963477
"511","random_caret_5k","AGB","clusterGapped",11,23.4637560655793,NA,1,-5.98080883689438
"512","random_caret_5k","AGB","clusterGapped",12,20.9803323843597,NA,1,-11.0692635343883
"513","random_caret_5k","AGB","clusterGapped",13,19.686227028303,NA,1,-11.1824279530208
"514","random_caret_5k","AGB","clusterGapped",14,24.302307477434,NA,1,-4.87348104690693
"515","random_caret_5k","AGB","clusterGapped",15,20.3717265142169,NA,1,-11.3587181735155
"516","random_caret_5k","AGB","clusterGapped",16,18.9088564838765,NA,1,-13.8255372191478
"517","random_caret_5k","AGB","clusterGapped",17,23.6866873030346,NA,1,-6.00998359509511
"518","random_caret_5k","AGB","clusterGapped",18,19.782975785851,NA,1,-10.1889951170105
"519","random_caret_5k","AGB","clusterGapped",19,20.3740481181679,NA,1,-10.5262840978289
"520","random_caret_5k","AGB","clusterGapped",20,24.3068706349356,NA,1,-5.40997820563162
"521","random_caret_5k","AGB","clusterGapped",21,24.2101411207568,NA,1,-5.83444074953587
"522","random_caret_5k","AGB","clusterGapped",22,23.8294600552112,NA,1,-6.29398533276882
"523","random_caret_5k","AGB","clusterGapped",23,19.4247406304018,NA,1,-11.7724601139892
"524","random_caret_5k","AGB","clusterGapped",24,21.7389932871871,NA,1,-6.9638673660856
"525","random_caret_5k","AGB","clusterGapped",25,20.5665474491379,NA,1,-10.133084316989
"526","random_caret_5k","AGB","clusterGapped",26,24.55284790419,NA,1,-5.90618647411745
"527","random_caret_5k","AGB","clusterGapped",27,17.5068074711358,NA,1,-14.5860882395634
"528","random_caret_5k","AGB","clusterGapped",28,19.4738010000561,NA,1,-11.7724596135577
"529","random_caret_5k","AGB","clusterGapped",29,22.3609267788377,NA,1,-8.98658501917753
"530","random_caret_5k","AGB","clusterGapped",30,21.1374726601191,NA,1,-8.46310109812281
"531","random_caret_5k","AGB","clusterGapped",31,21.920499566747,NA,1,-7.70324891475289
"532","random_caret_5k","AGB","clusterGapped",32,21.365308430079,NA,1,-8.44214174987253
"533","random_caret_5k","AGB","clusterGapped",33,25.1388244479567,NA,1,-4.88505898078627
"534","random_caret_5k","AGB","clusterGapped",34,24.4785574242711,NA,1,-5.21259101236675
"535","random_caret_5k","AGB","clusterGapped",35,20.5733779682298,NA,1,-9.97174691339262
"536","random_caret_5k","AGB","clusterGapped",36,18.0524754014169,NA,1,-13.7319949453985
"537","random_caret_5k","AGB","clusterGapped",37,20.3715782404621,NA,1,-10.7266644526476
"538","random_caret_5k","AGB","clusterGapped",38,21.0907477548919,NA,1,-8.79172900775133
"539","random_caret_5k","AGB","clusterGapped",39,20.7348536898851,NA,1,-10.028588080772
"540","random_caret_5k","AGB","clusterGapped",40,17.4938330536619,NA,1,-15.5729974113419
"541","random_caret_5k","AGB","clusterGapped",41,22.2949316703362,NA,1,-6.94473633679785
"542","random_caret_5k","AGB","clusterGapped",42,24.2211761860689,NA,1,-5.46769851940859
"543","random_caret_5k","AGB","clusterGapped",43,18.3159993746642,NA,1,-14.0601101606863
"544","random_caret_5k","AGB","clusterGapped",44,15.9639281033011,NA,1,-17.2571420292883
"545","random_caret_5k","AGB","clusterGapped",45,23.1194311854064,NA,1,-6.19403808029282
"546","random_caret_5k","AGB","clusterGapped",46,19.7629157417658,NA,1,-11.5657853425832
"547","random_caret_5k","AGB","clusterGapped",47,22.4303011412365,NA,1,-6.62174739116377
"548","random_caret_5k","AGB","clusterGapped",48,23.5096912247818,NA,1,-7.336703414924
"549","random_caret_5k","AGB","clusterGapped",49,21.5107412926499,NA,1,-7.88110102706674
"550","random_caret_5k","AGB","clusterGapped",50,21.7816424459962,NA,1,-7.64785210269172
"551","random_caret_5k","AGB","clusterGapped",51,21.809530718453,NA,1,-7.4006001176712
"552","random_caret_5k","AGB","clusterGapped",52,20.6117985021472,NA,1,-8.89486666949278
"553","random_caret_5k","AGB","clusterGapped",53,23.3820332394305,NA,1,-6.22496437086463
"554","random_caret_5k","AGB","clusterGapped",54,19.0960199755708,NA,1,-13.1009537788387
"555","random_caret_5k","AGB","clusterGapped",55,17.4151192948641,NA,1,-14.4100279910791
"556","random_caret_5k","AGB","clusterGapped",56,17.4288543733275,NA,1,-16.3726478775813
"557","random_caret_5k","AGB","clusterGapped",57,16.4298729192777,NA,1,-15.1901177968066
"558","random_caret_5k","AGB","clusterGapped",58,15.7977197936124,NA,1,-17.1334520471902
"559","random_caret_5k","AGB","clusterGapped",59,18.6670244555969,NA,1,-12.2408509804442
"560","random_caret_5k","AGB","clusterGapped",60,20.3571622132457,NA,1,-9.15494154168947
"561","random_caret_5k","AGB","clusterGapped",61,17.8804501694901,NA,1,-13.5356125482493
"562","random_caret_5k","AGB","clusterGapped",62,17.0891346587021,NA,1,-15.2926803622966
"563","random_caret_5k","AGB","clusterGapped",63,23.7042682248463,NA,1,-7.9507792931023
"564","random_caret_5k","AGB","clusterGapped",64,23.9401498422503,NA,1,-6.33913940866544
"565","random_caret_5k","AGB","clusterGapped",65,17.6843244055171,NA,1,-15.2669494712378
"566","random_caret_5k","AGB","clusterGapped",66,20.397142909777,NA,1,-8.37853428446843
"567","random_caret_5k","AGB","clusterGapped",67,17.128253780209,NA,1,-14.7906216103969
"568","random_caret_5k","AGB","clusterGapped",68,18.3580596959932,NA,1,-12.9027081366414
"569","random_caret_5k","AGB","clusterGapped",69,18.4516247751683,NA,1,-12.6102180062331
"570","random_caret_5k","AGB","clusterGapped",70,23.0962817560158,NA,1,-6.33814415182891
"571","random_caret_5k","AGB","clusterGapped",71,20.4045722195892,NA,1,-10.4736690997562
"572","random_caret_5k","AGB","clusterGapped",72,19.2800907229238,NA,1,-14.8410190342395
"573","random_caret_5k","AGB","clusterGapped",73,21.7941546062164,NA,1,-7.75364642675915
"574","random_caret_5k","AGB","clusterGapped",74,19.3730977498835,NA,1,-10.557194163506
"575","random_caret_5k","AGB","clusterGapped",75,20.0427949853337,NA,1,-12.0426400139692
"576","random_caret_5k","AGB","clusterGapped",76,17.4484122815365,NA,1,-15.158377658662
"577","random_caret_5k","AGB","clusterGapped",77,22.2061417505782,NA,1,-7.07595897180367
"578","random_caret_5k","AGB","clusterGapped",78,18.6466335670574,NA,1,-14.4387672529125
"579","random_caret_5k","AGB","clusterGapped",79,16.4733330923123,NA,1,-16.1106307525049
"580","random_caret_5k","AGB","clusterGapped",80,21.5670337714613,NA,1,-7.6296763873136
"581","random_caret_5k","AGB","clusterGapped",81,23.5305733945038,NA,1,-7.70065703121665
"582","random_caret_5k","AGB","clusterGapped",82,21.3797760728121,NA,1,-7.40731540733254
"583","random_caret_5k","AGB","clusterGapped",83,21.4632281772421,NA,1,-7.77993524605122
"584","random_caret_5k","AGB","clusterGapped",84,16.7964457184383,NA,1,-14.8642033535688
"585","random_caret_5k","AGB","clusterGapped",85,18.7110736280562,NA,1,-11.9789205490076
"586","random_caret_5k","AGB","clusterGapped",86,24.9507697569798,NA,1,-5.36148259814287
"587","random_caret_5k","AGB","clusterGapped",87,16.0075481154944,NA,1,-17.3272527437218
"588","random_caret_5k","AGB","clusterGapped",88,20.4431686317896,NA,1,-10.0920461412243
"589","random_caret_5k","AGB","clusterGapped",89,24.8828265428082,NA,1,-5.46035779468514
"590","random_caret_5k","AGB","clusterGapped",90,19.9322765120422,NA,1,-10.5892224845497
"591","random_caret_5k","AGB","clusterGapped",91,17.9710215249111,NA,1,-17.8222934248124
"592","random_caret_5k","AGB","clusterGapped",92,17.725787036198,NA,1,-16.4652795807617
"593","random_caret_5k","AGB","clusterGapped",93,16.9647264400334,NA,1,-15.1022204279404
"594","random_caret_5k","AGB","clusterGapped",94,19.4625057411051,NA,1,-11.0622707358987
"595","random_caret_5k","AGB","clusterGapped",95,21.3862685193409,NA,1,-8.30123519742744
"596","random_caret_5k","AGB","clusterGapped",96,22.7851319519597,NA,1,-8.22891215211203
"597","random_caret_5k","AGB","clusterGapped",97,23.5066276311757,NA,1,-7.70612392096757
"598","random_caret_5k","AGB","clusterGapped",98,21.0114957518675,NA,1,-8.3740296583001
"599","random_caret_5k","AGB","clusterGapped",99,20.0118311298245,NA,1,-10.940804625146
"600","random_caret_5k","AGB","clusterGapped",100,19.9876538917692,NA,1,-10.6193402578199
"601","random_caret_5k","AGB","clusterMedium",1,25.4118179217126,NA,1,-2.01825099792997
"602","random_caret_5k","AGB","clusterMedium",2,26.183833333997,NA,1,-0.887928017479211
"603","random_caret_5k","AGB","clusterMedium",3,26.4259140461483,NA,1,-0.59796183327806
"604","random_caret_5k","AGB","clusterMedium",4,26.7825734685523,NA,1,-0.328501026596825
"605","random_caret_5k","AGB","clusterMedium",5,25.8575445144784,NA,1,-1.47123062991376
"606","random_caret_5k","AGB","clusterMedium",6,28.6830579253341,NA,1,1.81974004191422
"607","random_caret_5k","AGB","clusterMedium",7,27.8653882069926,NA,1,0.567174152096094
"608","random_caret_5k","AGB","clusterMedium",8,27.0870158654215,NA,1,0.205894667394002
"609","random_caret_5k","AGB","clusterMedium",9,26.4099129135001,NA,1,-1.09670984631022
"610","random_caret_5k","AGB","clusterMedium",10,26.935771631799,NA,1,0.0593028736414354
"611","random_caret_5k","AGB","clusterMedium",11,26.5103138536501,NA,1,-0.414627611057789
"612","random_caret_5k","AGB","clusterMedium",12,26.5990982422392,NA,1,-0.525386871898153
"613","random_caret_5k","AGB","clusterMedium",13,26.5262191263746,NA,1,-0.524085212689215
"614","random_caret_5k","AGB","clusterMedium",14,28.3290989453438,NA,1,1.55313148992734
"615","random_caret_5k","AGB","clusterMedium",15,26.3161156989349,NA,1,-0.929353614299487
"616","random_caret_5k","AGB","clusterMedium",16,25.5759150635825,NA,1,-1.70824599290841
"617","random_caret_5k","AGB","clusterMedium",17,25.6833794271461,NA,1,-1.60707782600722
"618","random_caret_5k","AGB","clusterMedium",18,27.0482727560055,NA,1,0.0641515467020994
"619","random_caret_5k","AGB","clusterMedium",19,26.2583954849586,NA,1,-0.735802452138238
"620","random_caret_5k","AGB","clusterMedium",20,27.394553163304,NA,1,0.636806606138691
"621","random_caret_5k","AGB","clusterMedium",21,27.3611416431066,NA,1,0.374123215635265
"622","random_caret_5k","AGB","clusterMedium",22,25.7934149546342,NA,1,-1.2246356292096
"623","random_caret_5k","AGB","clusterMedium",23,28.0933031985102,NA,1,1.50851852371616
"624","random_caret_5k","AGB","clusterMedium",24,27.2654349137017,NA,1,0.22528745396032
"625","random_caret_5k","AGB","clusterMedium",25,27.3659414187685,NA,1,0.452985148169297
"626","random_caret_5k","AGB","clusterMedium",26,27.2691971382872,NA,1,0.556797593833021
"627","random_caret_5k","AGB","clusterMedium",27,26.9138010587205,NA,1,-0.18359507136665
"628","random_caret_5k","AGB","clusterMedium",28,26.7731901500223,NA,1,0.0852815795552289
"629","random_caret_5k","AGB","clusterMedium",29,25.7322663962954,NA,1,-1.65472161317054
"630","random_caret_5k","AGB","clusterMedium",30,26.8293364021162,NA,1,-0.449846583540602
"631","random_caret_5k","AGB","clusterMedium",31,27.9084049518525,NA,1,0.523582649123458
"632","random_caret_5k","AGB","clusterMedium",32,29.1237283697514,NA,1,2.47884343012308
"633","random_caret_5k","AGB","clusterMedium",33,27.9273780987466,NA,1,1.01125642535645
"634","random_caret_5k","AGB","clusterMedium",34,28.0207460354499,NA,1,1.07108934579424
"635","random_caret_5k","AGB","clusterMedium",35,26.5566759158298,NA,1,0.0780128506712927
"636","random_caret_5k","AGB","clusterMedium",36,27.1512200736998,NA,1,0.380189249790149
"637","random_caret_5k","AGB","clusterMedium",37,26.5313815916599,NA,1,-0.449844521195555
"638","random_caret_5k","AGB","clusterMedium",38,27.4911165306304,NA,1,0.665208470753846
"639","random_caret_5k","AGB","clusterMedium",39,26.5705358662652,NA,1,-0.46604978233886
