"","method","variate","design","number","RMSE","k","methodID","rRMSE"
"640","random_caret_5k","AGB","clusterMedium",40,27.277153795906,NA,1,0.20897256236001
"641","random_caret_5k","AGB","clusterMedium",41,27.443210517304,NA,1,0.845872401486581
"642","random_caret_5k","AGB","clusterMedium",42,28.5761962843841,NA,1,1.49198864112693
"643","random_caret_5k","AGB","clusterMedium",43,27.6063359709497,NA,1,0.438770428139552
"644","random_caret_5k","AGB","clusterMedium",44,27.6721336561804,NA,1,0.686988373512026
"645","random_caret_5k","AGB","clusterMedium",45,27.6487159140578,NA,1,1.19326032361954
"646","random_caret_5k","AGB","clusterMedium",46,27.3304923109596,NA,1,0.455531123512568
"647","random_caret_5k","AGB","clusterMedium",47,27.533705714004,NA,1,1.1363867427119
"648","random_caret_5k","AGB","clusterMedium",48,25.441618395595,NA,1,-2.2684691088896
"649","random_caret_5k","AGB","clusterMedium",49,27.4833236893915,NA,1,0.784893529455523
"650","random_caret_5k","AGB","clusterMedium",50,26.5657895327363,NA,1,-0.507414814839631
"651","random_caret_5k","AGB","clusterMedium",51,25.5456923570468,NA,1,-1.78112227963573
"652","random_caret_5k","AGB","clusterMedium",52,26.2012306441898,NA,1,-0.908352690871766
"653","random_caret_5k","AGB","clusterMedium",53,26.7225244152071,NA,1,-0.372215874246141
"654","random_caret_5k","AGB","clusterMedium",54,26.5593604133694,NA,1,-0.647160600512798
"655","random_caret_5k","AGB","clusterMedium",55,28.5090294761539,NA,1,1.3915920761839
"656","random_caret_5k","AGB","clusterMedium",56,26.3423904272682,NA,1,-0.695735479703071
"657","random_caret_5k","AGB","clusterMedium",57,26.4376333616274,NA,1,-0.617955091370124
"658","random_caret_5k","AGB","clusterMedium",58,26.2676966224543,NA,1,-0.370652794377374
"659","random_caret_5k","AGB","clusterMedium",59,25.879464762578,NA,1,-0.973217611931311
"660","random_caret_5k","AGB","clusterMedium",60,26.7810016884002,NA,1,-0.197926197424081
"661","random_caret_5k","AGB","clusterMedium",61,26.5873628310848,NA,1,-0.726011398068749
"662","random_caret_5k","AGB","clusterMedium",62,26.7097515232596,NA,1,-0.268794380603474
"663","random_caret_5k","AGB","clusterMedium",63,27.1118564888004,NA,1,0.297033706286616
"664","random_caret_5k","AGB","clusterMedium",64,27.1420480174741,NA,1,-0.211375596308208
"665","random_caret_5k","AGB","clusterMedium",65,27.8102729800066,NA,1,0.960972997297695
"666","random_caret_5k","AGB","clusterMedium",66,26.1596274073235,NA,1,-1.38456271247095
"667","random_caret_5k","AGB","clusterMedium",67,25.9208299668211,NA,1,-1.6687826876616
"668","random_caret_5k","AGB","clusterMedium",68,26.990621720558,NA,1,0.293724485933822
"669","random_caret_5k","AGB","clusterMedium",69,28.3198399039177,NA,1,1.0682890233795
"670","random_caret_5k","AGB","clusterMedium",70,28.3978234392573,NA,1,1.38085652090717
"671","random_caret_5k","AGB","clusterMedium",71,27.4186787972089,NA,1,0.418349227729131
"672","random_caret_5k","AGB","clusterMedium",72,24.9457663965274,NA,1,-2.11167023595669
"673","random_caret_5k","AGB","clusterMedium",73,26.3886246531879,NA,1,-0.711433272837461
"674","random_caret_5k","AGB","clusterMedium",74,25.8157103803608,NA,1,-1.59784805045465
"675","random_caret_5k","AGB","clusterMedium",75,27.2103427068952,NA,1,0.155562222939363
"676","random_caret_5k","AGB","clusterMedium",76,27.4120823807283,NA,1,0.00890236282099366
"677","random_caret_5k","AGB","clusterMedium",77,26.6707855076733,NA,1,0.087591558955797
"678","random_caret_5k","AGB","clusterMedium",78,25.1685207525061,NA,1,-2.02998364119987
"679","random_caret_5k","AGB","clusterMedium",79,25.3767932438016,NA,1,-1.12562710709934
"680","random_caret_5k","AGB","clusterMedium",80,26.0735155681798,NA,1,-1.31985008671549
"681","random_caret_5k","AGB","clusterMedium",81,26.0850737520266,NA,1,-1.17218027461983
"682","random_caret_5k","AGB","clusterMedium",82,25.9048266027662,NA,1,-1.24268898874101
"683","random_caret_5k","AGB","clusterMedium",83,27.2512852612943,NA,1,0.683639214678479
"684","random_caret_5k","AGB","clusterMedium",84,27.082286127433,NA,1,0.253965217437845
"685","random_caret_5k","AGB","clusterMedium",85,26.8800109678323,NA,1,-0.261526706059598
"686","random_caret_5k","AGB","clusterMedium",86,26.0923390651717,NA,1,-1.03126612372801
"687","random_caret_5k","AGB","clusterMedium",87,25.5224020602967,NA,1,-1.47134988386765
"688","random_caret_5k","AGB","clusterMedium",88,26.8506211669463,NA,1,0.0464091427099582
"689","random_caret_5k","AGB","clusterMedium",89,27.2473717081143,NA,1,0.761545585305459
"690","random_caret_5k","AGB","clusterMedium",90,26.9421583317434,NA,1,-0.404287674003175
"691","random_caret_5k","AGB","clusterMedium",91,26.8804724298408,NA,1,-0.109669428196515
"692","random_caret_5k","AGB","clusterMedium",92,27.0992102001653,NA,1,0.274908489782401
"693","random_caret_5k","AGB","clusterMedium",93,25.3986793623917,NA,1,-2.26457975180609
"694","random_caret_5k","AGB","clusterMedium",94,26.5044347512355,NA,1,-0.559730030026579
"695","random_caret_5k","AGB","clusterMedium",95,26.9663889574472,NA,1,-0.272300494007897
"696","random_caret_5k","AGB","clusterMedium",96,26.8812972687459,NA,1,0.400614446515458
"697","random_caret_5k","AGB","clusterMedium",97,27.9878607674026,NA,1,1.52296852111409
"698","random_caret_5k","AGB","clusterMedium",98,26.8405749619309,NA,1,-0.356558156529026
"699","random_caret_5k","AGB","clusterMedium",99,26.5055499647468,NA,1,-0.743745898888648
"700","random_caret_5k","AGB","clusterMedium",100,26.6171732129196,NA,1,-0.262581343032018
"701","random_caret_5k","AGB","clusterStrong",1,20.4588207964719,NA,1,-9.90093786932345
"702","random_caret_5k","AGB","clusterStrong",2,27.8952524593859,NA,1,-0.272024244382248
"703","random_caret_5k","AGB","clusterStrong",3,24.7223986984026,NA,1,-4.80728018370015
"704","random_caret_5k","AGB","clusterStrong",4,21.2664485798842,NA,1,-7.86371538007489
"705","random_caret_5k","AGB","clusterStrong",5,23.7510644709399,NA,1,-6.64536786072104
"706","random_caret_5k","AGB","clusterStrong",6,25.4980331592166,NA,1,-3.14153082570691
"707","random_caret_5k","AGB","clusterStrong",7,22.2400347826323,NA,1,-7.15681833533172
"708","random_caret_5k","AGB","clusterStrong",8,25.6934388544873,NA,1,-3.31369923387517
"709","random_caret_5k","AGB","clusterStrong",9,26.4532818067111,NA,1,-2.98505847147398
"710","random_caret_5k","AGB","clusterStrong",10,23.7271321606041,NA,1,-6.19731294368561
"711","random_caret_5k","AGB","clusterStrong",11,24.6274563933857,NA,1,-4.95982800970824
"712","random_caret_5k","AGB","clusterStrong",12,20.4174809995098,NA,1,-9.85700619869632
"713","random_caret_5k","AGB","clusterStrong",13,25.7045985941916,NA,1,-2.78635241886822
"714","random_caret_5k","AGB","clusterStrong",14,22.9572892126661,NA,1,-5.61524366759194
"715","random_caret_5k","AGB","clusterStrong",15,22.4987058903592,NA,1,-7.57561852332421
"716","random_caret_5k","AGB","clusterStrong",16,27.1593786794682,NA,1,-2.09988002125597
"717","random_caret_5k","AGB","clusterStrong",17,23.3813324933011,NA,1,-6.61245682048921
"718","random_caret_5k","AGB","clusterStrong",18,24.3935280541299,NA,1,-4.4049870212679
"719","random_caret_5k","AGB","clusterStrong",19,22.0183351408954,NA,1,-7.0077287266006
"720","random_caret_5k","AGB","clusterStrong",20,24.2693638113637,NA,1,-6.29364292339436
"721","random_caret_5k","AGB","clusterStrong",21,24.490726517634,NA,1,-4.49348737877744
"722","random_caret_5k","AGB","clusterStrong",22,24.0041590557883,NA,1,-5.40702312503806
"723","random_caret_5k","AGB","clusterStrong",23,26.2492445965236,NA,1,-2.09135971035042
"724","random_caret_5k","AGB","clusterStrong",24,26.2984526233071,NA,1,-2.03579355761884
"725","random_caret_5k","AGB","clusterStrong",25,25.5673995827466,NA,1,-2.1672031868666
"726","random_caret_5k","AGB","clusterStrong",26,27.7925336209956,NA,1,-0.451293295936512
"727","random_caret_5k","AGB","clusterStrong",27,25.4693298204332,NA,1,-3.45353642064613
"728","random_caret_5k","AGB","clusterStrong",28,20.3292249615315,NA,1,-9.59493662018642
"729","random_caret_5k","AGB","clusterStrong",29,25.8473640538987,NA,1,-3.45104766714342
"730","random_caret_5k","AGB","clusterStrong",30,28.1633053901518,NA,1,-0.692811628352562
"731","random_caret_5k","AGB","clusterStrong",31,29.058780130709,NA,1,0.0892834276289847
"732","random_caret_5k","AGB","clusterStrong",32,27.5433961634754,NA,1,-0.731516810166699
"733","random_caret_5k","AGB","clusterStrong",33,24.4777515584971,NA,1,-5.49149628914236
"734","random_caret_5k","AGB","clusterStrong",34,26.9735482879161,NA,1,-1.99188383684356
"735","random_caret_5k","AGB","clusterStrong",35,24.2180213884041,NA,1,-4.91102404312931
"736","random_caret_5k","AGB","clusterStrong",36,25.924218622564,NA,1,-3.8012187881189
"737","random_caret_5k","AGB","clusterStrong",37,22.1622852447666,NA,1,-7.22253360268237
"738","random_caret_5k","AGB","clusterStrong",38,26.0754017312287,NA,1,-3.3100863339018
"739","random_caret_5k","AGB","clusterStrong",39,30.0659650117833,NA,1,1.59276859156634
"740","random_caret_5k","AGB","clusterStrong",40,24.948593647656,NA,1,-3.89129179177387
"741","random_caret_5k","AGB","clusterStrong",41,22.6728770963973,NA,1,-6.93097873027141
"742","random_caret_5k","AGB","clusterStrong",42,26.8414403888374,NA,1,-1.92601393994149
"743","random_caret_5k","AGB","clusterStrong",43,21.2861955547565,NA,1,-8.46528194173234
"744","random_caret_5k","AGB","clusterStrong",44,28.1552862734571,NA,1,0.588281789981409
"745","random_caret_5k","AGB","clusterStrong",45,24.8721081599156,NA,1,-3.91280954897301
"746","random_caret_5k","AGB","clusterStrong",46,28.8148823904707,NA,1,0.588861497796472
"747","random_caret_5k","AGB","clusterStrong",47,24.5726204159356,NA,1,-4.92521738563114
"748","random_caret_5k","AGB","clusterStrong",48,28.0813801811533,NA,1,-0.003015542162359
"749","random_caret_5k","AGB","clusterStrong",49,20.8311026204461,NA,1,-9.95757792257756
"750","random_caret_5k","AGB","clusterStrong",50,26.402113975719,NA,1,-2.00165366253562
"751","random_caret_5k","AGB","clusterStrong",51,27.0140409436233,NA,1,-1.488351807873
"752","random_caret_5k","AGB","clusterStrong",52,22.8756145142599,NA,1,-6.47973060334394
"753","random_caret_5k","AGB","clusterStrong",53,23.1243483618464,NA,1,-6.82044530853919
"754","random_caret_5k","AGB","clusterStrong",54,26.5318326713303,NA,1,-2.12085919731221
"755","random_caret_5k","AGB","clusterStrong",55,24.9624823238381,NA,1,-5.18205170291369
"756","random_caret_5k","AGB","clusterStrong",56,24.3927254643546,NA,1,-5.04730327986438
"757","random_caret_5k","AGB","clusterStrong",57,26.0036729796229,NA,1,-2.31595917726527
"758","random_caret_5k","AGB","clusterStrong",58,22.6196112642549,NA,1,-7.19091828125212
"759","random_caret_5k","AGB","clusterStrong",59,27.5254721568684,NA,1,-1.24083595180861
"760","random_caret_5k","AGB","clusterStrong",60,19.7722328867521,NA,1,-11.255956870655
"761","random_caret_5k","AGB","clusterStrong",61,25.0350388635096,NA,1,-4.51480256158267
"762","random_caret_5k","AGB","clusterStrong",62,24.971706594517,NA,1,-3.29978256719533
"763","random_caret_5k","AGB","clusterStrong",63,27.7996215896271,NA,1,-0.557661627315884
"764","random_caret_5k","AGB","clusterStrong",64,28.4005571684068,NA,1,0.0308933313418152
"765","random_caret_5k","AGB","clusterStrong",65,23.480207262396,NA,1,-6.0782910965757
"766","random_caret_5k","AGB","clusterStrong",66,26.5828632795408,NA,1,-2.504244301373
"767","random_caret_5k","AGB","clusterStrong",67,23.0207655860099,NA,1,-5.87487113000502
"768","random_caret_5k","AGB","clusterStrong",68,22.4582139642096,NA,1,-6.12668058321525
"769","random_caret_5k","AGB","clusterStrong",69,31.1500978043057,NA,1,2.88693954755183
"770","random_caret_5k","AGB","clusterStrong",70,25.2477191081126,NA,1,-2.95386252413036
"771","random_caret_5k","AGB","clusterStrong",71,19.5175723729588,NA,1,-10.551848082103
"772","random_caret_5k","AGB","clusterStrong",72,22.9532771491406,NA,1,-7.30939793645118
"773","random_caret_5k","AGB","clusterStrong",73,24.0227701669931,NA,1,-5.56879545222086
"774","random_caret_5k","AGB","clusterStrong",74,23.8897745041659,NA,1,-6.74557702253547
"775","random_caret_5k","AGB","clusterStrong",75,24.5695301996536,NA,1,-4.44591887868625
"776","random_caret_5k","AGB","clusterStrong",76,27.0845456229971,NA,1,-2.03459577046346
"777","random_caret_5k","AGB","clusterStrong",77,26.3243547873252,NA,1,-2.66430643751882
"778","random_caret_5k","AGB","clusterStrong",78,24.0715134274284,NA,1,-5.02380516956973
"779","random_caret_5k","AGB","clusterStrong",79,20.8522963434414,NA,1,-8.54057650603766
"780","random_caret_5k","AGB","clusterStrong",80,24.5911614295618,NA,1,-4.83451001444249
"781","random_caret_5k","AGB","clusterStrong",81,21.1830813929703,NA,1,-9.31666698981428
"782","random_caret_5k","AGB","clusterStrong",82,25.0922063620019,NA,1,-4.04595840289722
"783","random_caret_5k","AGB","clusterStrong",83,23.7089828114342,NA,1,NA
"784","random_caret_5k","AGB","clusterStrong",84,23.0130362157822,NA,1,-6.26955212737904
"785","random_caret_5k","AGB","clusterStrong",85,28.6364049440878,NA,1,0.053672830324615
"786","random_caret_5k","AGB","clusterStrong",86,23.628722733019,NA,1,-5.76573197230942
"787","random_caret_5k","AGB","clusterStrong",87,28.4152457539284,NA,1,-0.148950713137392
"788","random_caret_5k","AGB","clusterStrong",88,24.5158374181846,NA,1,-4.27254260660367
"789","random_caret_5k","AGB","clusterStrong",89,27.314393440334,NA,1,-0.895731177239416
"790","random_caret_5k","AGB","clusterStrong",90,26.1801013694104,NA,1,-2.60622417319784
"791","random_caret_5k","AGB","clusterStrong",91,27.5057219356481,NA,1,-0.541749514519385
"792","random_caret_5k","AGB","clusterStrong",92,22.2024359187556,NA,1,-7.94546514070509
"793","random_caret_5k","AGB","clusterStrong",93,22.4519920062461,NA,1,-7.16735532809697
"794","random_caret_5k","AGB","clusterStrong",94,22.096043658485,NA,1,-7.96098338766785
"795","random_caret_5k","AGB","clusterStrong",95,26.4673181980734,NA,1,-2.22041582620191
"796","random_caret_5k","AGB","clusterStrong",96,25.5214312625446,NA,1,-3.40535294079741
"797","random_caret_5k","AGB","clusterStrong",97,25.0752886260545,NA,1,-3.65850857703897
"798","random_caret_5k","AGB","clusterStrong",98,24.0534711549461,NA,1,-6.12965712573325
"799","random_caret_5k","AGB","clusterStrong",99,26.0812912435974,NA,1,-3.363616269823
"800","random_caret_5k","AGB","clusterStrong",100,24.2988897923388,NA,1,-4.6515458948117
"801","random_caret_5k","AGB","regular",1,27.151067669792,NA,1,0.0779436006127447
"802","random_caret_5k","AGB","regular",2,27.6712529399099,NA,1,1.11196566505622
"803","random_caret_5k","AGB","regular",3,27.0984382362867,NA,1,0.455772871111378
"804","random_caret_5k","AGB","regular",4,27.8844879529087,NA,1,1.16212947190927
"805","random_caret_5k","AGB","regular",5,27.3998577039318,NA,1,0.700286427098671
"806","random_caret_5k","AGB","regular",6,27.0821275563602,NA,1,0.742753407542178
"807","random_caret_5k","AGB","regular",7,26.6389891362039,NA,1,0.135819730489011
"808","random_caret_5k","AGB","regular",8,27.3417020849808,NA,1,0.84535458972324
"809","random_caret_5k","AGB","regular",9,26.9487820689199,NA,1,0.338384555346508
"810","random_caret_5k","AGB","regular",10,27.0947530723834,NA,1,0.442937661457115
"811","random_caret_5k","AGB","regular",11,27.0912873117857,NA,1,0.398358471334952
"812","random_caret_5k","AGB","regular",12,27.1336210730542,NA,1,0.39158850650707
"813","random_caret_5k","AGB","regular",13,26.8149092486978,NA,1,0.0624581257418022
"814","random_caret_5k","AGB","regular",14,26.9961027366866,NA,1,0.472920000597888
"815","random_caret_5k","AGB","regular",15,27.8801056275892,NA,1,1.38294467754312
"816","random_caret_5k","AGB","regular",16,26.6894284462378,NA,1,-0.0114064966835095
"817","random_caret_5k","AGB","regular",17,26.6317621625835,NA,1,-0.314797260706523
"818","random_caret_5k","AGB","regular",18,27.1237786157434,NA,1,0.310569435570329
"819","random_caret_5k","AGB","regular",19,27.4435583282909,NA,1,0.839815012383227
"820","random_caret_5k","AGB","regular",20,28.3601579241208,NA,1,1.43289591801202
"821","random_caret_5k","AGB","regular",21,26.9210227433804,NA,1,0.0460656285696253
"822","random_caret_5k","AGB","regular",22,27.7685546622079,NA,1,1.11652886573606
"823","random_caret_5k","AGB","regular",23,26.6783327284629,NA,1,0.0702371108255448
"824","random_caret_5k","AGB","regular",24,27.6013966976388,NA,1,0.813464091974339
"825","random_caret_5k","AGB","regular",25,27.265287340311,NA,1,0.775312331766102
"826","random_caret_5k","AGB","regular",26,28.1396804387184,NA,1,1.42807408691288
"827","random_caret_5k","AGB","regular",27,26.7400530640892,NA,1,0.00554426129946606
"828","random_caret_5k","AGB","regular",28,27.5247807973409,NA,1,0.612831602828678
"829","random_caret_5k","AGB","regular",29,26.9581357767013,NA,1,0.456288042537494
"830","random_caret_5k","AGB","regular",30,27.6934916878714,NA,1,1.1715968901178
"831","random_caret_5k","AGB","regular",31,27.5195378347857,NA,1,1.00402358973475
"832","random_caret_5k","AGB","regular",32,26.6899026181256,NA,1,0.224176874488048
"833","random_caret_5k","AGB","regular",33,27.0140345731579,NA,1,0.579106358144063
"834","random_caret_5k","AGB","regular",34,27.3023772721566,NA,1,0.480649680477075
"835","random_caret_5k","AGB","regular",35,26.8465694008915,NA,1,0.259560674901532
"836","random_caret_5k","AGB","regular",36,26.8373706657568,NA,1,0.171667556494803
"837","random_caret_5k","AGB","regular",37,27.195925106846,NA,1,0.676906001027518
"838","random_caret_5k","AGB","regular",38,26.800085068245,NA,1,-0.0192243155813685
"839","random_caret_5k","AGB","regular",39,27.5132246714983,NA,1,1.00072001000747
"840","random_caret_5k","AGB","regular",40,27.3886735357583,NA,1,0.905771889131209
"841","random_caret_5k","AGB","regular",41,27.8699458543317,NA,1,1.07351025351083
"842","random_caret_5k","AGB","regular",42,27.9737173526783,NA,1,1.57697685450272
"843","random_caret_5k","AGB","regular",43,27.5132246714983,NA,1,1.00072001000747
"844","random_caret_5k","AGB","regular",44,26.6032682996125,NA,1,-0.238567239175627
"845","random_caret_5k","AGB","regular",45,27.2080901932139,NA,1,0.258897159558142
"846","random_caret_5k","AGB","regular",46,27.3736800139956,NA,1,0.592791067899686
"847","random_caret_5k","AGB","regular",47,27.8924581310208,NA,1,1.54681717043902
"848","random_caret_5k","AGB","regular",48,27.1758350036415,NA,1,0.351190945560401
"849","random_caret_5k","AGB","regular",49,27.1551517851162,NA,1,0.384546466357811
"850","random_caret_5k","AGB","regular",50,27.2656819279172,NA,1,0.564478129455573
"851","random_caret_5k","AGB","regular",51,27.370412146841,NA,1,0.757933422616684
"852","random_caret_5k","AGB","regular",52,26.9492423715668,NA,1,0.567629659878097
"853","random_caret_5k","AGB","regular",53,26.9913474223121,NA,1,0.468071645122915
"854","random_caret_5k","AGB","regular",54,27.6119808935241,NA,1,0.910351645793668
"855","random_caret_5k","AGB","regular",55,27.6185908865875,NA,1,0.957639305684577
"856","random_caret_5k","AGB","regular",56,26.9576292142308,NA,1,0.482527036236849
"857","random_caret_5k","AGB","regular",57,27.4570763823568,NA,1,1.10336266943183
"858","random_caret_5k","AGB","regular",58,27.0817917480386,NA,1,0.406681256115252
"859","random_caret_5k","AGB","regular",59,27.7379430953514,NA,1,0.875776958651453
"860","random_caret_5k","AGB","regular",60,26.9069279096753,NA,1,0.230909035395843
"861","random_caret_5k","AGB","regular",61,26.5874609377741,NA,1,-0.0614639700685693
"862","random_caret_5k","AGB","regular",62,27.7490509445659,NA,1,1.05872451936275
"863","random_caret_5k","AGB","regular",63,27.4082500492788,NA,1,0.679742585748826
"864","random_caret_5k","AGB","regular",64,26.9261556099636,NA,1,0.248116967709876
"865","random_caret_5k","AGB","regular",65,27.4476151943093,NA,1,0.72337324891112
"866","random_caret_5k","AGB","regular",66,27.9107639921167,NA,1,1.4429297608806
"867","random_caret_5k","AGB","regular",67,26.7597269250694,NA,1,0.15463789720987
"868","random_caret_5k","AGB","regular",68,27.6898334863406,NA,1,0.998917428242905
"869","random_caret_5k","AGB","regular",69,27.5747970475708,NA,1,0.828185650255076
"870","random_caret_5k","AGB","regular",70,27.4904955864606,NA,1,0.625922760151752
"871","random_caret_5k","AGB","regular",71,27.5845759751933,NA,1,0.745024972775767
"872","random_caret_5k","AGB","regular",72,27.5325503730962,NA,1,1.00671021715891
"873","random_caret_5k","AGB","regular",73,27.1429559978923,NA,1,0.207136961433005
"874","random_caret_5k","AGB","regular",74,27.3811115934042,NA,1,0.813001109263972
"875","random_caret_5k","AGB","regular",75,27.0903489214574,NA,1,0.491097793715944
"876","random_caret_5k","AGB","regular",76,27.5243503956721,NA,1,0.999789308429378
"877","random_caret_5k","AGB","regular",77,27.2393360571511,NA,1,0.387044899107995
"878","random_caret_5k","AGB","regular",78,27.4824591988719,NA,1,1.07778000201704
"879","random_caret_5k","AGB","regular",79,27.3424149832888,NA,1,0.839758700289593
"880","random_caret_5k","AGB","regular",80,27.191885259643,NA,1,0.305446792365569
"881","random_caret_5k","AGB","regular",81,26.9721022091722,NA,1,0.359016144538138
"882","random_caret_5k","AGB","regular",82,27.8868018690949,NA,1,1.25609401060859
"883","random_caret_5k","AGB","regular",83,27.2560835786775,NA,1,0.428642707481096
"884","random_caret_5k","AGB","regular",84,26.8730927191143,NA,1,-0.0295644581169334
"885","random_caret_5k","AGB","regular",85,27.6941292376884,NA,1,1.22599271047392
"886","random_caret_5k","AGB","regular",86,27.4136536118846,NA,1,0.799118899291098
"887","random_caret_5k","AGB","regular",87,27.1218745659713,NA,1,0.294287009043302
"888","random_caret_5k","AGB","regular",88,26.9241955327729,NA,1,0.19483597771962
"889","random_caret_5k","AGB","regular",89,26.9261556099636,NA,1,0.248116967709876
"890","random_caret_5k","AGB","regular",90,27.2928921950236,NA,1,0.590008056744253
"891","random_caret_5k","AGB","regular",91,27.4098034615456,NA,1,1.01344358014809
"892","random_caret_5k","AGB","regular",92,26.8970908108153,NA,1,0.0338613443536033
"893","random_caret_5k","AGB","regular",93,26.8231899201455,NA,1,0.059619274745824
"894","random_caret_5k","AGB","regular",94,27.0308006619163,NA,1,0.205097736504033
"895","random_caret_5k","AGB","regular",95,27.1451809753042,NA,1,0.487615319504567
"896","random_caret_5k","AGB","regular",96,27.2240959048761,NA,1,0.480529454402802
"897","random_caret_5k","AGB","regular",97,27.2138269779831,NA,1,0.328924680661629
"898","random_caret_5k","AGB","regular",98,27.7192909979793,NA,1,1.11473051534655
"899","random_caret_5k","AGB","regular",99,26.9156799595094,NA,1,0.392136882068638
"900","random_caret_5k","AGB","regular",100,27.5088601321925,NA,1,1.13557202084097
"901","random_caret_5k","AGB","simpleRandom",1,26.5618477555439,NA,1,-0.233318698818056
"902","random_caret_5k","AGB","simpleRandom",2,26.4941420957717,NA,1,-0.458835349907623
"903","random_caret_5k","AGB","simpleRandom",3,26.7198180792968,NA,1,0.22862177799778
"904","random_caret_5k","AGB","simpleRandom",4,27.2668520824412,NA,1,0.542712161881298
"905","random_caret_5k","AGB","simpleRandom",5,26.7854161672273,NA,1,-0.122348719858731
"906","random_caret_5k","AGB","simpleRandom",6,27.7974091699189,NA,1,0.714894463486896
"907","random_caret_5k","AGB","simpleRandom",7,27.3877373963636,NA,1,0.72605832667411
"908","random_caret_5k","AGB","simpleRandom",8,27.2430383002544,NA,1,0.631735105730336
"909","random_caret_5k","AGB","simpleRandom",9,26.3707948861909,NA,1,-0.34454844100652
"910","random_caret_5k","AGB","simpleRandom",10,26.8447316635481,NA,1,0.100458652566093
"911","random_caret_5k","AGB","simpleRandom",11,26.3877820141705,NA,1,-0.586592541641483
"912","random_caret_5k","AGB","simpleRandom",12,26.9483342639712,NA,1,-0.402793167918482
"913","random_caret_5k","AGB","simpleRandom",13,26.5993848290695,NA,1,-0.108446790493868
"914","random_caret_5k","AGB","simpleRandom",14,27.0895379717725,NA,1,0.389390945415894
"915","random_caret_5k","AGB","simpleRandom",15,26.8375893061091,NA,1,-0.313676580987782
"916","random_caret_5k","AGB","simpleRandom",16,26.641290229612,NA,1,-0.356644564896577
"917","random_caret_5k","AGB","simpleRandom",17,26.7492876418739,NA,1,-0.22732690125617
"918","random_caret_5k","AGB","simpleRandom",18,26.7833816064249,NA,1,0.023451340164268
"919","random_caret_5k","AGB","simpleRandom",19,27.7887979141543,NA,1,0.666175679843775
"920","random_caret_5k","AGB","simpleRandom",20,26.3978917758116,NA,1,-0.737150712016177
"921","random_caret_5k","AGB","simpleRandom",21,26.4256345985946,NA,1,-0.302410469893783
"922","random_caret_5k","AGB","simpleRandom",22,26.3212435453696,NA,1,-0.464578141675087
"923","random_caret_5k","AGB","simpleRandom",23,28.8216239446036,NA,1,2.41844851710229
"924","random_caret_5k","AGB","simpleRandom",24,26.9401032144208,NA,1,0.0656171868265929
"925","random_caret_5k","AGB","simpleRandom",25,27.7957406586636,NA,1,1.3972216488471
"926","random_caret_5k","AGB","simpleRandom",26,27.1927757453587,NA,1,0.774145687575185
"927","random_caret_5k","AGB","simpleRandom",27,27.2377709806658,NA,1,0.502446314659355
"928","random_caret_5k","AGB","simpleRandom",28,26.323938910343,NA,1,-0.679109370259059
"929","random_caret_5k","AGB","simpleRandom",29,27.6812780767581,NA,1,1.03958412127158
"930","random_caret_5k","AGB","simpleRandom",30,27.4929717508522,NA,1,0.901011670738292
"931","random_caret_5k","AGB","simpleRandom",31,26.6193127707345,NA,1,-0.276326149030275
"932","random_caret_5k","AGB","simpleRandom",32,27.0967700446393,NA,1,0.286485544402314
"933","random_caret_5k","AGB","simpleRandom",33,27.1349061329656,NA,1,0.351290602923633
"934","random_caret_5k","AGB","simpleRandom",34,27.4336073145706,NA,1,0.728208711101999
"935","random_caret_5k","AGB","simpleRandom",35,27.163627891343,NA,1,0.312745916220859
"936","random_caret_5k","AGB","simpleRandom",36,27.9618229229819,NA,1,1.39703443942155
"937","random_caret_5k","AGB","simpleRandom",37,27.3891128962249,NA,1,0.771236419807671
"938","random_caret_5k","AGB","simpleRandom",38,28.1218893418878,NA,1,1.53057177091649
"939","random_caret_5k","AGB","simpleRandom",39,27.4837170461644,NA,1,0.830202795218884
"940","random_caret_5k","AGB","simpleRandom",40,26.7648848245202,NA,1,0.0764919998995879
"941","random_caret_5k","AGB","simpleRandom",41,26.5370456129396,NA,1,-0.0159517205757638
"942","random_caret_5k","AGB","simpleRandom",42,27.0170470300948,NA,1,0.289276686122427
"943","random_caret_5k","AGB","simpleRandom",43,27.6465927964739,NA,1,0.860153327131158
"944","random_caret_5k","AGB","simpleRandom",44,27.1625850663754,NA,1,0.907840101059044
"945","random_caret_5k","AGB","simpleRandom",45,27.2365118344507,NA,1,0.435428758447802
"946","random_caret_5k","AGB","simpleRandom",46,27.2772209862229,NA,1,0.335012101420684
"947","random_caret_5k","AGB","simpleRandom",47,27.82201018973,NA,1,0.899869007053908
"948","random_caret_5k","AGB","simpleRandom",48,27.6841681031186,NA,1,0.601079283098379
"949","random_caret_5k","AGB","simpleRandom",49,26.4453345509579,NA,1,-0.220199185782484
"950","random_caret_5k","AGB","simpleRandom",50,27.0911170962578,NA,1,0.159716315713393
"951","random_caret_5k","AGB","simpleRandom",51,27.2988877539761,NA,1,0.0998157053936701
"952","random_caret_5k","AGB","simpleRandom",52,26.0036329620694,NA,1,-0.714663544915354
"953","random_caret_5k","AGB","simpleRandom",53,26.7285118540141,NA,1,0.0423571906697298
"954","random_caret_5k","AGB","simpleRandom",54,26.7218895747242,NA,1,-0.0154959541546482
"955","random_caret_5k","AGB","simpleRandom",55,27.1979790925316,NA,1,0.207299438665064
