dsample,RMSE_surf,R2_surf,MAE_surf,RMSE_kndm,R2_kndm,MAE_kndm,WS
sregular,0.09138218285180415,0.8903970362619258,0.07104921164710269,0.09914584623132337,0.8247315609994247,0.07440463503463814,17719.904038065553
wregular,0.08693766125175853,0.8797263434107996,0.06655336327630172,0.09269338134936016,0.8766799419883446,0.07024513153546777,8800.63155356854
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.13646964783567095,0.4991568953016839,0.10814308461579185,78033.0512169261
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.12913870102265412,0.5683434238954722,0.1033382608002921,70164.08711823757
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.1262949691919514,0.5843674121092679,0.1010936585724354,71323.16323327424
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.13104682543770355,0.5320678561347983,0.10443443195956446,64827.663970521935
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.12481843474908069,0.5948956919591675,0.10222924770832062,60260.82046739853
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.1316183163062865,0.53722642813201,0.10766809595637021,64134.44826767748
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.1292223461887261,0.5512413023469723,0.10271899236599605,53086.65065601262
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.1283357707783225,0.5789508064472393,0.10438528432053826,61222.29890051697
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.1235068913590243,0.5988501858045572,0.09856495561651887,55766.37108484316
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.11558492831794746,0.6903539827043587,0.0960042660527428,46104.11962333122
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.12874517714600495,0.5614092732318718,0.10561578290527066,51843.7400766736
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.11594025950503817,0.6820952085294502,0.09527495637665193,52116.52389087228
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.12403763703671825,0.6062162669392572,0.09853947092431288,41962.10772043496
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.1137371440785595,0.6999494941486687,0.09311007046843568,43784.273714841496
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.11895519707092357,0.660199946779384,0.09645508835842213,45208.644983211794
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.12403720410788681,0.601809507011733,0.099617626108105,40845.24294257797
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.12426677007521332,0.6096814083128208,0.09977531119873125,41845.694240438075
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.12003090040966531,0.647078198478439,0.09594633922405542,42783.14519264124
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.10712957503534722,0.7659092589078312,0.08892637597776948,35928.208412330816
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.12265599751364156,0.6240708332005922,0.09846744321728747,34778.56849109092
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.12355108601741656,0.6041678327266982,0.09647585485361516,36993.83783165916
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.11999544451782371,0.6788100277997692,0.09692199201270937,29690.849363956284
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.10979288326066021,0.7175845090985474,0.09104331621398526,28315.74491789896
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.11182198053566061,0.7135606332776746,0.09256808725275101,33334.40883952606
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.11167066204109591,0.7138085004972315,0.09274570812145869,29575.037074725748
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.12209610198831813,0.6066938836689675,0.09791523546472192,34535.15474876107
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.11069001123639305,0.7116126817963453,0.09151105522319675,27950.013926362113
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.11307467794210914,0.6926328280231039,0.09413272776685656,26566.20673724008
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.10212659742840148,0.7818077003423485,0.08468479374517998,26202.62042326381
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.11076463501608076,0.7140784432840529,0.09160137689185642,25785.740485881222
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.10658300246670543,0.748884593503008,0.08597510586077968,26122.456578807916
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.12407886062374081,0.5940660406305959,0.09827054420091211,25413.977632614373
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.11505158549155532,0.6692402926070158,0.08816061686396597,22193.525263666128
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.1041071455016618,0.7547237284429031,0.0851008381315569,22714.503646211764
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.1106184953846591,0.7037691485550704,0.08809898287236692,20848.809729043547
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.10678205802112666,0.7336298716731827,0.08776164333117505,21584.401018493518
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.10811157453800874,0.717829709775551,0.08643985338903966,20517.773804158493
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.10636556123035609,0.7478826849597638,0.08693633503707747,18705.113163116606
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.09657430904196067,0.7930123553471613,0.08011532786068817,19994.25133775627
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.10505210529199395,0.7516086948416821,0.08659427711275715,15532.849650072383
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.10462488350762165,0.7480237275509082,0.08551483645024398,19117.427722242843
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.1006717050823732,0.7816741544927115,0.08379957872567076,19855.364504953835
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.10900480339370752,0.7055808478024226,0.08274690028332174,19465.01949358472
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.0929090586107862,0.8145037139284904,0.07683463132341703,16630.586282244873
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.09521894311131184,0.8114509957187286,0.07847622448695202,15027.568197193968
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.10565135779308034,0.7334308933556007,0.08508764190874996,15104.046630650952
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.09789690702081834,0.7904241091520855,0.0796125213816762,14687.355610713186
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.10073618476492438,0.7696563064362976,0.08288894912399351,13008.09550428805
random,0.0979289475600962,0.8996393740821256,0.0749386998773287,0.09610358964155302,0.8172907977180079,0.07896600787927709,13999.533425561833
