dsample,RMSE_rand,MAE_rand,R2_rand,RMSE_surf,MAE_surf,R2_surf,RMSE_spatial,MAE_spatial,R2_spatial,RMSE_kndm,MAE_kndm,R2_kndm,RMSE_nndm,MAE_nndm,R2_nndm
wclust,0.08843269843563512,0.06503519347615541,0.8833397867903839,0.10339999629120769,0.07623989330961517,0.8206173475149832,0.17693749360146294,0.13066929457879314,0.4608145352195027,0.09324753870142789,0.07451993473242348,0.9005713251532097,0.09475477652341384,0.06963501916270703,0.8642969978839797
sclust,0.07307026087507545,0.04839737717629721,0.8939941695853197,0.11595903759037192,0.08318495438197464,0.7694131248232113,0.16743648344578926,0.12329807419596082,0.5230871733021174,0.16217876393197164,0.11069910200752009,0.5293049544274748,0.12412355504575043,0.08252878442037852,0.7105639634747118
sregular,0.09807242454335281,0.07580442478685787,0.8480397843470749,0.09286267339579228,0.06842130053143489,0.8822584304111528,0.12789103043007086,0.10555458498207636,0.711258664174984,0.10370650698954352,0.07876393788409591,0.8199991113224755,0.0993227146490614,0.07489738881995357,0.8317220022187226
wregular,0.0864381088182032,0.06512870255701864,0.8582796192197503,0.0960461970835738,0.07082137069471044,0.8600820332598084,0.13227044539503732,0.10197071645459163,0.655467946664889,0.08829204922507544,0.07052912134546785,0.8684780677395789,0.08395070235890026,0.06493629797927417,0.8826801896059869
random,0.0894694037479821,0.06657310821121869,0.8702744325423769,0.09758897592733787,0.07170245028345072,0.8381318386398908,0.11177657039863713,0.09012664510059791,0.816908297411274,0.09884652627380935,0.07456873083762203,0.8411708061534713,0.09190983525765284,0.06787722067615018,0.866175807284762
wclust,0.0822440088638421,0.05717197142404194,0.8253998021656029,0.1254089639914025,0.08987965363456821,0.7283002690692536,0.1304657556946055,0.09532555941294878,0.5526243710246979,0.08896852239674713,0.06435069193580498,0.7991369463224763,0.09833321506988357,0.0651378551956763,0.7356545176859819
sclust,0.08432651367509628,0.05717044807697957,0.9259084560512361,0.10162162841689265,0.0771069392331357,0.822793999823977,0.17370803920571268,0.13876019274075205,0.6047853768437661,0.14577321646592065,0.1104618532932798,0.7282148416193209,0.14606240773301377,0.10220764800930396,0.7119865566285543
sregular,0.09429325108833325,0.07532388660981998,0.8414969553869588,0.09367536221837149,0.07049758610257524,0.8777100111854964,0.11806130933960507,0.09679474391115411,0.7659875721708957,0.09600092378342119,0.07643739521903856,0.8510312817299459,0.0921220790351149,0.07477554259170481,0.8722694908503235
wregular,0.10790805338974052,0.07917365739156457,0.7915805883568051,0.09427508906289193,0.07035240316150931,0.8563158753347435,0.12933260725294354,0.10342361813952083,0.737686762639459,0.10918439277589788,0.08322710994941492,0.7875433694617351,0.10568478139410253,0.0785040889011616,0.8020509841281449
random,0.1033416914677291,0.07466721851890908,0.804435354349449,0.09687566597085168,0.07265000555156102,0.8415398111454655,0.13881070215651306,0.10559215941486878,0.6743919037473639,0.10975249275071793,0.08081187475139898,0.8009475992315028,0.10234632950216789,0.07563509826681887,0.8052868063611177
wclust,0.09223678406543387,0.0631835430901335,0.8286657431855069,0.10525482570244717,0.08163743617571861,0.8512038556244017,0.14207584213849728,0.10940258994525508,0.539038783686452,0.11081184611302348,0.0823224066609309,0.7674262460257861,0.10484346125526846,0.07607180362812685,0.7808741755388237
sclust,0.08008283805831841,0.05798455776075523,0.8648669334270727,0.13314740860883498,0.10076944623588717,0.7626229570461796,0.14816668066174743,0.12070639786802233,0.5174891236381995,0.1462994206790862,0.10984346497446297,0.5048150209191129,0.13693205671818312,0.10298081232751408,0.5796581609447287
sregular,0.09500788546952225,0.0714399270774277,0.8602447994490978,0.08722856616831107,0.06784090533100492,0.8882274174247468,0.15069682100758547,0.11163778257178664,0.5583433934645619,0.1031687368269004,0.07685274060389825,0.8342348848853289,0.09687225330332108,0.07303676536766698,0.8541013161952851
wregular,0.0916701686523506,0.06648663579940797,0.8623770219829291,0.09252486573610624,0.07036326105005064,0.8874300940625357,0.13660464789506188,0.10367456167622158,0.6920006124694564,0.09349437592093585,0.07004644080812734,0.8594009475625104,0.0975803820576727,0.07189194861090432,0.8469609078736899
random,0.10163209802009067,0.07003354215816265,0.830585555822623,0.09520214404976735,0.07361275170603071,0.8794143066029654,0.13133993661623375,0.10517682559047167,0.7284175449517615,0.10270450892747136,0.07458732627718825,0.8413123226421949,0.10278313100836727,0.07412561660316135,0.8275074290239344
wclust,0.09945276612632703,0.06768132137087174,0.8331939027339527,0.10753835241851759,0.08195437964387081,0.8043600452760867,0.15517350474511127,0.11801459259628004,0.5118763245681717,0.09913940672058304,0.0713638267041836,0.8590248246282861,0.11560815372238524,0.07895191255109694,0.7746450361834644
sclust,0.07579868308913931,0.04962123228535058,0.8080223733349778,0.1524065534876772,0.11356481323054148,0.6216838732086652,0.14789845039008997,0.11302973313100638,0.31197883490959527,0.11938513688090562,0.0949222311196228,0.4996293000684364,0.1161857663613634,0.08796125310383736,0.5342629685773548
sregular,0.09577694658205403,0.07163641345495977,0.8462095599015678,0.08967347938185335,0.06822114203722195,0.8746015435572592,0.13134237015226477,0.10498609356259306,0.7390937011358679,0.10624859890345559,0.07892802131303896,0.8242284213279458,0.09634387664013469,0.0735238377507652,0.8485108411654889
wregular,0.09582165294661464,0.0750087908823602,0.8684863709131433,0.07786210522578493,0.06091892348502966,0.9091381598247781,0.16017309203660843,0.11835851736237607,0.5754183664557053,0.09863633884616711,0.07792814282429095,0.859040487846034,0.09856445619345061,0.07710404811585943,0.8528420688248088
random,0.08924557853252461,0.0696739042973736,0.8536461548745409,0.10806288135874817,0.075511805206920607,0.8141374774806345,0.13232610981696355,0.10281272307035198,0.6393691518858828,0.09373240964628907,0.07422432070139566,0.8536245518182173,0.08967410273723951,0.06918777326848785,0.8458743456439417
wclust,0.08147473168144963,0.05904255584359169,0.8544853721921296,0.1083760413632117,0.08159280488549252,0.8448382573622774,0.14871034892895119,0.1141241930535808,0.37676916512957864,0.1137646336686197,0.0833158637189989,0.6757686101430956,0.10695172938955787,0.07895662795015922,0.6972524438740914
sclust,0.07599160007572141,0.0565895432019156,0.908735731031868,0.1274884906617274,0.0940365715781411,0.7271356987963242,0.1403485979350992,0.11215699178807902,0.6123727806668825,0.12361238334346698,0.09650696063701374,0.7209511841969583,0.11744005424239572,0.09093165943375169,0.7443993144104469
sregular,0.10363983351762608,0.0753757419895135,0.8432126677023061,0.08459719864161316,0.06556173887391299,0.898707950810029,0.13569504357311554,0.10089634423958231,0.7503050609140797,0.10971564998831534,0.08259839714981472,0.8414026675876622,0.10234043230961469,0.07465883498609346,0.8700012544251942
wregular,0.08501025010990684,0.06546116768761165,0.8693528840718348,0.09274441305268284,0.0701674125732782,0.8767169055277232,0.1165389096870373,0.09290412111494309,0.7314094699024936,0.08910407844804014,0.06796392022868734,0.8595660974527172,0.0870684584145157,0.06702911727689821,0.8629709880844929
random,0.10585504420866099,0.07483189679715782,0.8080284250859404,0.09161907509913922,0.0708501235320267,0.892093026344959,0.13021949611078484,0.10056789399581031,0.6821374552909658,0.11006067826800282,0.07797945198471967,0.7963176778994062,0.10651475613067694,0.07690586107321705,0.7874879216480728
wclust,0.08657384566714853,0.06225737348129971,0.8439191254847564,0.11059977140851318,0.08304597948606722,0.834744352149431,0.1514811776374914,0.11909075580945859,0.4560325041770394,0.13266134928490847,0.09628645474238322,0.599445381217965,0.11531909126147703,0.08169656431113059,0.6897423116355128
sclust,0.07208717555736373,0.04997859932412395,0.8926398221571745,0.1325986381788969,0.09322164549528834,0.6721643165553822,0.14940956342962197,0.10775476912021016,0.5725326772923369,0.1344291601093723,0.09516514616254718,0.6074408862804567,0.12306414234583807,0.08474990771986232,0.6677425975972378
sregular,0.09767640502843195,0.07740523983984941,0.8371147318449954,0.07789313939342161,0.06112456460076763,0.918382176489576,0.13433762622595138,0.10738036635502249,0.694666776735803,0.10403915178728818,0.08025536069191165,0.8116031805084831,0.102387524309954,0.07936034968699897,0.801731236118634
wregular,0.09534264132202046,0.07400983274637925,0.8395832480938802,0.08944869469209693,0.06747138827809566,0.8746223197829907,0.1356575605281507,0.10790667004478224,0.6499616635569386,0.10190797735281938,0.0813346527927305,0.8178330319816803,0.09574355438193463,0.07496988999651909,0.8392533090442301
random,0.09284443496492033,0.06501164032449325,0.8385877037143838,0.09455103122770493,0.07348311663754795,0.8743026189966755,0.12276373210198556,0.09380571072587743,0.7198425600365385,0.10312636875132196,0.07096303707077477,0.7976373288176694,0.09500436490285846,0.06766239596240844,0.8298708507286499
wclust,0.08944212943753331,0.06161335696298524,0.8424882016156424,0.1154421680403623,0.08072878937903316,0.7737086922188124,0.1440831835767061,0.11340506036474216,0.5700708973264053,0.09972637054242178,0.07547040925744983,0.8095395982077019,0.09819947704878719,0.07025203914477257,0.8096824479814648
sclust,0.06459388820364416,0.042219346042467895,0.9263097462313866,0.13746592487625983,0.09821070253192361,0.7082543231346617,0.14234077451674523,0.11878547803450684,0.7111560112451647,0.1352681427077435,0.11120925843504105,0.6973726261220249,0.11774176603026447,0.09155153876730862,0.7558113616264225
sregular,0.09980913134938356,0.06943544565556262,0.8140954937189382,0.08948336386593114,0.0662173244419655,0.8809609850057836,0.11693790735973901,0.08907765327445386,0.7567366300743789,0.09677963566605663,0.07066436371989393,0.8333857341633802,0.09997233951750197,0.06857209453492426,0.8102531631889178
wregular,0.10205962469373568,0.07742563082195203,0.8208237089376557,0.08833712597323337,0.06859563364942314,0.8896704737866289,0.13647213228272015,0.10647733375762951,0.6950671594943805,0.11010246809165354,0.08168412586611366,0.7897526645146487,0.10017182647558633,0.07534537400114526,0.8343194479585632
random,0.09258469253448445,0.06946578427356204,0.811662141989439,0.09912061241800607,0.0728630912338924,0.8567618512502588,0.1389513423362384,0.1073444813805648,0.5204936140937939,0.1002862087596464,0.07574800618997156,0.8052476145835211,0.0946812376567641,0.07107976745406167,0.8033318331235628
wclust,0.09049885013931085,0.0633120062282045,0.8995702656996436,0.09450874980829745,0.06949561131276352,0.8364097131626954,0.17540251145016156,0.1402935925717466,0.6240384155201967,0.09877037751347686,0.06804686605349183,0.8814306095855253,0.10905476112990947,0.07849443307051436,0.8577710134785513
sclust,0.06930947275212737,0.05286027150104133,0.9286438227861501,0.13083639956859613,0.0989866130284014,0.7339528851834465,0.13678843579437044,0.11137754437535069,0.6698296071136086,0.14951767883831546,0.1261352909632679,0.5886588283990847,0.13445027745130256,0.10670485918283462,0.6784627544967723
sregular,0.09936975281687732,0.08015917622567358,0.8721350612357563,0.08348989058397933,0.06539167703525899,0.9084210831000722,0.12252347911026953,0.09746366621646724,0.7838022741115123,0.10475364709884244,0.0846123107428985,0.8559805720038717,0.09661719613501987,0.07770667068489821,0.8751802383806203
wregular,0.08835311042733254,0.07028553212502477,0.8478550922857562,0.1061534595741897,0.07704935003195573,0.8445643028741381,0.13857076831003584,0.11587734262097854,0.5775929946277686,0.0910941309971199,0.0714885106105991,0.8318144252366619,0.08865843987113416,0.069700632749024,0.8509839308918068
random,0.09037131638880418,0.06700912757792198,0.8499207865525464,0.08728254793903507,0.06624754254938342,0.8878242569527093,0.1475668748001288,0.11112107658776764,0.531565279079181,0.09655446321242066,0.07228157272731886,0.8583915978085054,0.09142831850593267,0.06617539163970078,0.8539878458817706
wclust,0.07192456474408726,0.05190026286964615,0.9049710715975923,0.14065090870526792,0.10074623795644001,0.7347962843314134,0.14002858192793893,0.11718684170700609,0.5495327019403877,0.10379412416206196,0.07336875433656075,0.7758337609176595,0.09143862895667357,0.06605127999812366,0.8346021666375916
sclust,0.0670833359858905,0.05077877797956734,0.9475078661974187,0.11877627918685528,0.08836742506929696,0.7848822808521259,0.22158595411814164,0.15367782334275545,0.4125010068013577,0.15125212649574246,0.11556205476776851,0.7498347260397842,0.12985042211046818,0.08999447016931915,0.7724304467307535
sregular,0.09620052185887025,0.07730258516789543,0.8767853691738698,0.0915932979465167,0.06958790034066921,0.8801931079901285,0.13522763663464965,0.10753566746292104,0.7171568611944376,0.10183049421164592,0.08118185142906371,0.8522236468550778,0.09884415121190596,0.07667874213030523,0.8353289456201485
wregular,0.09542039985431783,0.07042954188657015,0.8145126475683717,0.10385048437594831,0.07449778252417638,0.828807695354485,0.13384405267768618,0.10235850218250069,0.5972244001049664,0.09795593188831575,0.0737533992638474,0.8134862702748114,0.09536245535561905,0.06968194764501694,0.8183678815312052
random,0.09097799063134261,0.06768833041012288,0.8564063652456306,0.09284974774474358,0.06907227086359458,0.8810700947247502,0.13592324291963007,0.11043883968966703,0.6686480607705977,0.09292329419891697,0.06904276399595041,0.8379346795518309,0.08998156736265077,0.06704463000190757,0.8489373604632628
wclust,0.09948694897678015,0.07589745480254291,0.8659087161750684,0.10190184833358194,0.07892678469236304,0.8727396394913682,0.1670949018579076,0.13780896164052808,0.5147483726262361,0.1472834264872675,0.11504977776026974,0.6173940297154125,0.12210732917538507,0.09565422838777923,0.7585152895428555
sclust,0.06434743949650505,0.05046667515921406,0.925948587551178,0.1222988589122473,0.09035071307220553,0.7429431962405952,0.12071752536738506,0.10284476882201621,0.763231003813423,0.09950473982762546,0.08315001918597459,0.8642165650016719,0.0958004200004131,0.07441205092334498,0.839695126542112
sregular,0.10717508492361695,0.0814287026048017,0.8185054205532045,0.07852375670770588,0.06108113907359875,0.9222974406736976,0.1341095554869557,0.10962929797840612,0.7549435798201737,0.11191728332701495,0.08724619593447694,0.8204187626606653,0.1087017097344139,0.08149942619622373,0.8150029489623288
wregular,0.09178150509346633,0.07032196712792542,0.8388815838172956,0.09508516056947175,0.07136546373442693,0.8576006811393049,0.12102339815033887,0.09875657300012806,0.673682642646985,0.10327675477018373,0.08113107534687963,0.7902946780307575,0.09146630189622804,0.07021157865864537,0.8384851339499788
random,0.09748845501490999,0.07224318424813449,0.8403367065953156,0.10307281891682343,0.07748854992073884,0.8422229258844486,0.1266516100802345,0.09723663780397424,0.6817825047000501,0.10181685580894832,0.07398696988822272,0.8197345051427872,0.09408762703203537,0.07298114293379088,0.847486812777664
wclust,0.07783022135290615,0.058632564094401894,0.8544987610217691,0.11956529935125725,0.08819534185496893,0.7948017021410587,0.13121563494857932,0.10053528129126875,0.5177871230809804,0.12008418286445104,0.09177063452504575,0.6251381377397353,0.10064494289860762,0.07637911744362365,0.723815483703096
sclust,0.06833905939623672,0.05070594841703151,0.9400969448071904,0.11542953225920452,0.09166346639318802,0.8321406772193228,0.19130867880393737,0.1457611591987188,0.4303173420870681,0.1826047839838216,0.1381472295272226,0.46347203862288733,0.17165947144540752,0.12406306559499354,0.528465169901087
sregular,0.10095946059053958,0.0779370362546486,0.8661403409642934,0.08388970839967802,0.06589182766228903,0.9184653501656804,0.1257995487546272,0.09882129595264841,0.7798648866648435,0.11012967935708395,0.08276432963397692,0.7955902064555885,0.10268349577068245,0.07733924471368135,0.835266667834237
wregular,0.09712740017072181,0.07621776395148779,0.8599682324252707,0.08306533676083605,0.06317926735137493,0.8952205066817949,0.14945641478505686,0.11595827948441573,0.6691507729160686,0.09745937376580784,0.07712193520791005,0.8604137933181681,0.09098225833310174,0.07237218801046201,0.8961603106382263
random,0.10104298824855541,0.07362283684133863,0.8665757092137552,0.09055100917175408,0.06692147152490126,0.8559204680102255,0.1439371469829286,0.1110724307733774,0.7284773952687965,0.09855156350651136,0.07438184399698859,0.8738603958763481,0.09901556670663343,0.07436286131260605,0.8731250212623608
wclust,0.08443304583484113,0.06526711620114742,0.8770626228792798,0.1128842380424095,0.0820861216329003,0.7889612603161276,0.11029752879951887,0.08494718904913093,0.7685658931646844,0.10226672276564162,0.07384702717461313,0.8016729021697018,0.09448935690743154,0.07213928509291884,0.8416509261576861
sclust,0.0674233318713912,0.047904152346247196,0.8787681008763563,0.133642533566744,0.10027117489914886,0.719608192996074,0.11132470490184809,0.08766806892026835,0.6405797213361482,0.09597667441880268,0.07355914196819686,0.7526613497010842,0.09776866124649199,0.07270189610930161,0.7219482099044121
sregular,0.09382290471754652,0.06787322389060935,0.8374106353001685,0.08743706748046265,0.0658874077275676,0.9032488974633996,0.12850999363857352,0.099595723848835,0.6922918036232888,0.09824795302442897,0.07559940434882025,0.8402570125119588,0.09379986774131086,0.06929867744642196,0.8349277794772938
wregular,0.1008325351884536,0.08036315181036922,0.8462961329018707,0.09062690078046619,0.06884273414959848,0.8881908439421031,0.13553004576008904,0.11393853929378032,0.6979753010056619,0.10766240685839952,0.0819828461831899,0.8119548042462345,0.10196369031071821,0.07741819707985893,0.8285412303263737
random,0.07794818755359514,0.059262522201205904,0.8846597164969491,0.10847604672325113,0.08066428758905798,0.7958804811239054,0.1260021397595486,0.08959806109556617,0.6840922730040124,0.08704760086491148,0.06498263942709347,0.8541394888095015,0.07997406152214136,0.06158606423485715,0.8759542694835518
wclust,0.08638200190588961,0.06626816537991166,0.8517146321303969,0.1331752848002596,0.09520833337454292,0.6964274555417899,0.1292844476253207,0.10650089824914932,0.6391931467530542,0.10046366587213697,0.08110152152908348,0.8051077191528259,0.10179431242209012,0.07941201882444321,0.7846079769748832
sclust,0.08891314947800186,0.05819060027902323,0.8212053376083789,0.15814547957035874,0.12130958781724135,0.7911491896704893,0.1553761646550453,0.11659271500900391,0.45867227840517855,0.15153507285392287,0.11684754226068658,0.4210481018529864,0.13242290342793056,0.09525164437105257,0.5621314214093841
sregular,0.1006525493395755,0.0762655937764179,0.8545672941411454,0.08550459439495041,0.06326382287073323,0.8815980485059064,0.12403489287303672,0.09761346545145097,0.7598677913201798,0.10257698223218081,0.07944296185201395,0.8724415761770027,0.10346757767210206,0.07659396384196915,0.8405892113827301
wregular,0.09761009561553942,0.07244077099398487,0.7978086226608703,0.11220269192526736,0.08578409447026612,0.8598239590761267,0.15239808046231829,0.11837705509544534,0.41385364213057607,0.09898277712828117,0.07248697803896807,0.7592049960128183,0.0969182276759146,0.0708546803761654,0.7801278183842243
random,0.08667720736739744,0.06419038436288635,0.8550538114878427,0.11011603126833468,0.08174231813970646,0.8427170710078717,0.1341706081843202,0.09927820285225906,0.6510753499181274,0.09423989845238043,0.06646252255074678,0.8243903492888729,0.08883022827140016,0.06562152651439111,0.84341281365668
wclust,0.08268766013736023,0.058315404508647826,0.8839859337893455,0.11448771523602554,0.08627068108984252,0.7893243180951105,0.1379042259024864,0.10581040801358098,0.7357899299010038,0.13106783571217057,0.09497617687841568,0.7036873623964196,0.10725662029971214,0.07245994175244742,0.7726278282769734
sclust,0.07480004825345837,0.052689054646660426,0.8703747953196099,0.13206260531126407,0.09633698697235336,0.7566162795343386,0.14044135013260758,0.10439414730443075,0.574670864722773,0.10054684957783308,0.07293992656186146,0.7420197996399475,0.10807981760752008,0.07703770025396953,0.6789700540410789
sregular,0.10099902177490448,0.07172875337488342,0.8512924389815453,0.07883721151430466,0.05935270392333007,0.9031655808343186,0.1383901985077783,0.11044615006935629,0.7325275006284778,0.10872362434458373,0.07706146646715896,0.8202474795069381,0.10450924320774667,0.07338549149688942,0.8398629798216135
wregular,0.10162400222549446,0.07699729668172697,0.7833907031184152,0.09754884747953983,0.07017381150752425,0.8625234269878748,0.12550656488644024,0.10277775953007241,0.6621521179848906,0.09885453633258769,0.07530967375477156,0.8020901048917823,0.10274864229867996,0.0773818855797251,0.7799142233215005
random,0.1057511224619035,0.07545085955787759,0.813690269763923,0.09004307545396917,0.06869790573729996,0.8911969132742896,0.13841904397247443,0.10287196103013743,0.6743590546256358,0.10648097739495627,0.07646477331600153,0.8322737117942419,0.10693159011852177,0.07721693295697993,0.8527488125864844
wclust,0.07936152548254057,0.05665892370019729,0.9056543722752708,0.0995845951053191,0.07570050840117709,0.8505966291285237,0.16475179454869682,0.12585269191271317,0.6295686531907989,0.11559225112486216,0.08729446055872055,0.8033669902166907,0.12596285369189975,0.0844570926310836,0.7399491474255241
sclust,0.06092104344328224,0.04527515728443242,0.9278400200049474,0.13156856142251555,0.10187313560012153,0.6982720877896782,0.140644754297729,0.10386865689879901,0.5808918444834414,0.1111134735107099,0.08240947037551553,0.7565085650345035,0.09629851956142413,0.0707663831212558,0.807486713684803
sregular,0.09842668179559293,0.07797574154482535,0.8837525564568144,0.0931531310495215,0.06986714194682875,0.8834070513553097,0.13501262814245943,0.10874598550080321,0.7625538234650714,0.10174101641236744,0.07966367945563668,0.8786036183014077,0.10033065416370711,0.0776467929899413,0.8567602778976015
wregular,0.09370319406518147,0.06868441219688064,0.8622922839877247,0.09002956234041073,0.06763884058132826,0.88193234982130575,0.13280486602140365,0.10375690754133932,0.6977230879036659,0.10082476688797211,0.07879990198546302,0.8762789746396235,0.09865745828743172,0.07159448139097929,0.8449379556242699
random,0.10016524725746523,0.07615724507289628,0.8415581419874504,0.10033100759140896,0.07651815005950763,0.8868712865675695,0.1338029084131482,0.10562307251310595,0.6556695706616432,0.10333775743843632,0.07829611518342047,0.8167022622007803,0.09997189279387232,0.07684985164374114,0.8493690028310982
wclust,0.08021111051276626,0.05717667641964741,0.8965429265504546,0.11998693538399383,0.092492865278774955,0.7818821039456769,0.16389987101468415,0.12559315626112433,0.4836076675581919,0.11565126647535927,0.09025439523589178,0.781286532814799,0.1064946568983885,0.07749844499944088,0.8011606514982865
sclust,0.0590242321030373,0.04477876024852194,0.9198264505830491,0.160555119996249,0.11548051276023723,0.5809048971825905,0.1245526367445713,0.09836792862214148,0.6117101949040116,0.11786054263115593,0.09149444346616666,0.663011332410664,0.11088611163417246,0.08013090761067967,0.6933953609632427
sregular,0.102230209605803,0.079144591652581,0.8224102012161697,0.09036155636971967,0.06739580329366456,0.8806166939382319,0.13607584610827192,0.10730860996348086,0.7245392527915234,0.10907201467868988,0.08696295567504907,0.8308331800044836,0.09760831348561602,0.0775442394799646,0.8422253746976467
wregular,0.10148781015260477,0.07587807748706145,0.837590775036144,0.08278766980587174,0.0629884532984949,0.8926549730347382,0.13774197556709702,0.10597770760441982,0.7291063518598386,0.11159327540618093,0.08283266190689541,0.8082578765116784,0.10267403873515013,0.07814525826277388,0.8349837125248988
random,0.10019499087520951,0.07568092003745336,0.8361715228832762,0.09713836133383716,0.07474059087294432,0.8758939646211147,0.12520721420036285,0.0977372578573413,0.7208499548964656,0.09868042270949258,0.07655730039812002,0.8479839452653851,0.09877072233976157,0.07496011714144832,0.8449999595231669
wclust,0.08889122250753613,0.06627669306691114,0.8594401387200115,0.10620685209523369,0.08212386851088711,0.8251151038243911,0.14790594619677008,0.11305689037504918,0.6208810356512103,0.11330502230991002,0.08832514869606745,0.7691400816901326,0.10253191097926735,0.07564063387821739,0.806494470966073
sclust,0.05576917756560555,0.039271643693571306,0.9046799135841619,0.16639635591443355,0.12182178914526542,0.5895072407900533,0.10854969799192216,0.07781145334442457,0.6149754611131719,0.0798672093287102,0.05962655441828069,0.8013612860460068,0.10223478968980937,0.07174888573442895,0.6525641925562361
sregular,0.09349653205452003,0.0752387175943268,0.8407220261876869,0.10068347425464637,0.0741609040476559,0.8564569839302547,0.12791651298055634,0.10267159079783907,0.6926029459081772,0.091919679025043,0.07304745241994039,0.8545599355519842,0.0910078438918785,0.07259684479245918,0.839506014601088
wregular,0.09364802500991347,0.0695322007854416,0.8366733052782497,0.1019504381781183,0.07314224548799365,0.8366194402925005,0.1352976053404637,0.10779372451126401,0.633182718295251,0.09354472020377952,0.06964091063214949,0.8427774681516982,0.08997847230465308,0.06639650386877935,0.8559994113904178
random,0.10403388682060039,0.07588134274402479,0.8338843500927573,0.08437570585329564,0.06563983866159338,0.8874530625083361,0.14077379151074626,0.11432564679893044,0.7686683176362741,0.10441998823217681,0.0780960323872169,0.8423762897101725,0.10607901857484316,0.07828062742737586,0.8294539432925906
wclust,0.07825782786935954,0.05827556213249451,0.9128085339975738,0.11907833892720975,0.08472671881162225,0.7793018757202588,0.16745669336529775,0.11935895835070251,0.5000782523799424,0.11760871823705671,0.08872745908311881,0.7626723313669103,0.10935435378382528,0.07713557446938939,0.7976700459610947
sclust,0.0780034925679155,0.05652184510026593,0.8950131843741288,0.14544688843618592,0.10601275497249857,0.6227678489372109,0.15827690323398114,0.12413499594179758,0.5378284538631344,0.15988128519376754,0.12384401098980026,0.5243335544947916,0.14861757257107286,0.10571603954398229,0.5816823060476208
sregular,0.10131804894819597,0.07520203507682527,0.7964062162487365,0.09812508493342648,0.07240159126661666,0.850576784727409,0.11713724727736709,0.0921738080684729,0.7739024291100803,0.10593059714430587,0.07761444473474817,0.774856295781553,0.10218682593675141,0.07483378350146754,0.790340144139167
wregular,0.09755254444813259,0.07261585346614273,0.8273608093468752,0.09261091056019845,0.0708951139127106,0.8767498502355848,0.13832626080724694,0.10637828990754367,0.6244006384253339,0.09690109202802011,0.07099465082944816,0.8337635190527143,0.09820872548602873,0.07280016680030464,0.8219136530962936
random,0.09606660382469791,0.07133390245718882,0.8542748417136822,0.08787119680584562,0.06777426647502806,0.8770059236490824,0.16320307955723962,0.11863601959116135,0.5108226886710309,0.09685444822808657,0.07298471207702532,0.8598182876012325,0.09677345694010052,0.0699756681740346,0.8549554421507617
wclust,0.08812953551799953,0.06698917140033095,0.8700787522668113,0.10791268872483437,0.08281687430589703,0.8654822366723461,0.14957282851518655,0.10801000409593182,0.4643458716030176,0.11500897218928645,0.08387133259701232,0.7509269428349483,0.10373388511237387,0.07660517600975929,0.8389820690838133
sclust,0.07325241357820145,0.05057615514551056,0.9077942915093338,0.1438694455402504,0.10838148996191788,0.6169553082845355,0.1230547889084999,0.09992085088048275,0.7745426895657513,0.1185827832448724,0.09273364515377658,0.7864666064952285,0.10390036138051827,0.07752238803723974,0.8161812982655423
sregular,0.09917239896393437,0.07227121797129259,0.7886792424720873,0.09274934236806107,0.06990815405098146,0.8859863031762241,0.1257901755665353,0.09622067915978935,0.6737949001717168,0.09917621154597021,0.07507228272477938,0.7942437789917678,0.0964107662564253,0.07154473985131628,0.8070052089332087
wregular,0.09782786489799919,0.07188183054539066,0.785479515989047,0.11198121198972368,0.08355335626194582,0.8166903790386447,0.1375525990677373,0.11187965228900315,0.5693086726688882,0.09833902191389796,0.07284045927648743,0.787913734888118,0.09720818108975014,0.07138982216479878,0.7900765912853377
random,0.09244775190443505,0.07059571298225473,0.8386358396468545,0.11506137155077245,0.08183567948162178,0.760642702133711,0.12836649414447807,0.10307368505445619,0.7111941814149155,0.09350380217464592,0.07606084918621309,0.8441266544642467,0.08909070713666503,0.06948497248095152,0.8504003944986485
wclust,0.08997523425114534,0.06417344953833147,0.8823682471778385,0.09668965215457595,0.07303901854294657,0.8381197841433169,0.1357701860135074,0.10596333998091209,0.7661464401988607,0.11092965641298069,0.08077474635995302,0.8172119346823602,0.09943348764281623,0.07459453082035296,0.8518082320476652
sclust,0.06844114297735066,0.04458046195040145,0.8827956846127947,0.19116735419320757,0.13235244534558863,0.45446677291640086,0.14517122009390832,0.09696812611714005,0.5007719146234063,0.15561503091446227,0.10814954447751243,0.39348163973688616,0.15355869008016154,0.11375002053166429,0.39606225382840915
sregular,0.10132233257828113,0.07560783253529622,0.8291683829614849,0.08416473710859466,0.0658555281577972,0.9180685520643393,0.15217371561674226,0.11525957110503326,0.5167847948489892,0.10437299436568877,0.07897364113292021,0.8149168122392685,0.10177769817906075,0.07551229019985324,0.8253119435070253
wregular,0.07909871301557592,0.06257464101359247,0.9086284637417387,0.09199818570951117,0.0666277418572935,0.8549937659507493,0.16744705468382912,0.11760683144517242,0.4705492687268348,0.09274068226538063,0.07290254233505578,0.867119232830485,0.08430287066442027,0.06578960085413108,0.90030440460689
random,0.09297578970170253,0.069959389855545,0.8675939371090515,0.08699889557209607,0.06573303801940956,0.8830322519649513,0.14347209289966112,0.1167326338555819,0.6743589621448942,0.09229374645178229,0.06746091616633194,0.8731288913945369,0.0913351879759453,0.06940912165198318,0.8753618856787205
