dsample,RMSE_rand,MAE_rand,R2_rand,RMSE_surf,MAE_surf,R2_surf,RMSE_spatial,MAE_spatial,R2_spatial,RMSE_kndm,MAE_kndm,R2_kndm,RMSE_nndm,MAE_nndm,R2_nndm
sclust,0.0643307674201746,0.04957079131570954,0.8747458108385429,0.23656006903823637,0.15786069322363597,0.20360757229024753,0.13783202567675956,0.10046423244210582,0.37483434956013695,0.14276588625738196,0.10939209324580926,0.3235756665522555,0.11401367987402365,0.0858197337821126,0.5712657540660983
sregular,0.10425673082985752,0.08016076958309028,0.8591573622271593,0.0858945163393373,0.06802522000700462,0.9146217178667037,0.12806513805587896,0.10288621608542337,0.7620007750834958,0.10309418495344576,0.07802778595311316,0.8330661847780033,0.10349569803020263,0.07907799150495405,0.8600665729692174
wregular,0.09579572014588483,0.07342623879870597,0.8730482552348169,0.0854023867350614,0.06791362900396673,0.889547334952907,0.1454299165276154,0.10846573236905986,0.6480382386647321,0.11181356635739478,0.08210538843557033,0.7963503862715052,0.11277888252822142,0.08122952218911902,0.800716088216739
random,0.10306604674710715,0.06974581524468958,0.795585639346104,0.09465261398296197,0.07335128695790495,0.8712228035027477,0.12830667776491683,0.09685567944272111,0.6671296544790625,0.09649489636211644,0.06849854186364762,0.8365937134717418,0.09739085545083744,0.07160308369364589,0.8236943417787357
wclust,0.08890629735054649,0.06126123262760696,0.8353181558303995,0.12875883867124932,0.0948900920355474,0.7393514229245163,0.1462383097298403,0.1121466333280116,0.5244339500711885,0.13692850205853835,0.0993217767008503,0.5448644190550167,0.11393397636206115,0.0784482373392768,0.70055735750763
sclust,0.08391982569584694,0.055685103269641587,0.8600662890843426,0.1118167438688971,0.08443239655565674,0.816633284227917,0.15723186949372522,0.12593475285252556,0.47029714256894967,0.1549665408344043,0.12347751436591457,0.48684110298165617,0.13985389462182568,0.10201915477919082,0.5894744805850015
sregular,0.10387427884338099,0.08180332808523291,0.848501704995531,0.09118537152176262,0.07312045109718916,0.8961498336873337,0.1341205306258335,0.105781955157993,0.6922599425854787,0.10533325810256038,0.08202590137700666,0.8063483975781024,0.10338691279735654,0.07926547030831439,0.8451982077233039
wregular,0.0963267430127997,0.07261502927735972,0.8334133515017158,0.10329502849108335,0.07965276737800552,0.872151160150459,0.132482126086763,0.09811639951705275,0.6381133949761333,0.09653606201437444,0.0694047095081377,0.8002763378980302,0.09315269679625832,0.06901568967609875,0.8187749786690532
random,0.09120564142694901,0.06897122989432265,0.8629266531312936,0.09557681359351702,0.07425352534288565,0.8674681243438677,0.15319013332318734,0.11684902719223252,0.5350410068776835,0.0937530701039762,0.0730810247137149,0.8672424041456037,0.0908841248855569,0.0700899310289696,0.8680954594750503
wclust,0.06908059599057542,0.04992472526364649,0.8581244891459662,0.15153983621016864,0.10634247616022892,0.6060827521449975,0.10371863666120952,0.08341980608770622,0.7261778190658076,0.08170695333455051,0.06554913079030192,0.8153587368556141,0.08117144244601844,0.06375084801280248,0.8086306517187151
sclust,0.08304376132232485,0.05982124154510596,0.8699771675284541,0.1386630743896096,0.09713858862928187,0.6419925072353213,0.12874208728595374,0.10680875943884097,0.7451958430910733,0.11439170357796283,0.09531536029496075,0.7818467650872744,0.10735887458807074,0.08230304308339643,0.7683869484719544
sregular,0.09671635463128278,0.07243770035974605,0.8111436152628947,0.09957224869240197,0.07465431732015824,0.8547583798697937,0.12191348519086545,0.09545064665364336,0.6930272438830555,0.09430205814746409,0.07259881485038504,0.8302858277159281,0.0940602934219121,0.07147633457195358,0.8513317893287488
wregular,0.09634637500611559,0.07355156684347025,0.877931923975491,0.09102374154766531,0.06983683327793087,0.8909433840858981,0.13000855673301828,0.10145248456844928,0.7773599149292686,0.1004887752303007,0.07562305920202324,0.859362033311376,0.09516516216175654,0.07097345831152052,0.8576076548333316
random,0.09290318825022213,0.06652830075580626,0.8538296830163401,0.0957129493955204,0.06931881493738534,0.8416003412544141,0.11586924270280144,0.09023309227814276,0.7755634097259781,0.09464596858295093,0.0668976357295302,0.8476001414834419,0.09430479720259433,0.06717415360419701,0.8498219820020473
wclust,0.08797902541370636,0.06193910202038786,0.7778744989728258,0.11925789325574418,0.08680887157478402,0.8320537140341463,0.12860650047256264,0.10039771984198442,0.4251718826684206,0.09816621344747242,0.07246057839451979,0.7434530258593579,0.10450639897607057,0.07242143164607386,0.652934062739634
sclust,0.08261627463945832,0.06261820510389282,0.9070666381454109,0.14098497583723898,0.10922648314505061,0.7423317337642128,0.1595567739181786,0.11447327210819039,0.6303327126740775,0.12974244331081328,0.09976829008722678,0.8267401984623712,0.16497937282814293,0.11333210974480956,0.4935254193589316
sregular,0.0915618164878478,0.06948549149423061,0.8544464741592577,0.08728007305348255,0.06489537949753847,0.8765146046369299,0.12803529034276248,0.10105375316357239,0.6851112239862128,0.09359270233042176,0.07176223838029427,0.8558528812710198,0.09142247277198408,0.06889548635659119,0.8602015114492282
wregular,0.09155805586252595,0.07093440199814466,0.8714407948604579,0.08911345790659415,0.06843779710075579,0.8917446581807891,0.15396876662536332,0.11439721325293746,0.5754214469320477,0.09519023391207039,0.07483117721283052,0.863763220431643,0.0902979568580763,0.0702155378560241,0.8711362490016473
random,0.09953119828469252,0.0737380932907013,0.7909989416839024,0.11372387401340159,0.08259954764303276,0.8053236288871912,0.13557392601720955,0.10795447323070857,0.58034567556062,0.10360143186776478,0.07578849009671734,0.7621932485902215,0.09978266659480647,0.07454732637010845,0.8218851669208929
wclust,0.08732438894000813,0.06463256203656395,0.8997116662359075,0.11477249365657494,0.08538477702879457,0.8196917245059444,0.14241373645852787,0.11186077243190258,0.6014746177666115,0.12571673975068964,0.08728975415957471,0.6570732133495637,0.11707314878591159,0.0822456995568052,0.7266182059878363
sclust,0.06260055282089755,0.046601931147350305,0.932148635204619,0.15040268051298555,0.1081623917775136,0.616590820607805,0.12751595857304687,0.10246342183216474,0.7103230047269861,0.1276566887645042,0.1001075472077898,0.7056274693405624,0.11685396161725888,0.0851582595753918,0.7642363514209175
sregular,0.10505306791149328,0.08314128497598551,0.8148734884784411,0.08002883659579062,0.06131088693820062,0.9088848126609451,0.12443048196656382,0.09897428513897687,0.7545486154974025,0.09955544014872898,0.07762108348337347,0.8315571175119493,0.10317682152627435,0.07935438925248382,0.853738246014724
wregular,0.0895714633460587,0.07047427354242904,0.8721452582948985,0.09250163500225106,0.06892704839018585,0.869005077277625,0.1285056653203716,0.10349486575536461,0.7136294589650588,0.09345155427409398,0.07417091626599381,0.8450656027436331,0.09389097993240185,0.07345175078715503,0.8545048284694104
random,0.1003140901418177,0.07497191536441533,0.8094340666769209,0.08963423886697135,0.06808745989919344,0.8886478631456981,0.13138948108159937,0.10208918127646147,0.69976721629582,0.10661895444680708,0.07830806166224677,0.7762079894289928,0.1051209406360251,0.0785136511557069,0.8079118224951293
wclust,0.0908509680004747,0.06686099938248129,0.8406009213869768,0.10389827049371048,0.08059637088732703,0.8341826329012313,0.13108694885946198,0.10713867486250275,0.630314275029206,0.10769875785629474,0.0850428642378437,0.7840684521158309,0.10238262196463896,0.07469827970611709,0.7852335031146978
sclust,0.07873124030223301,0.05909301696103066,0.9052842338472485,0.10620690936222345,0.07988372828862166,0.80662918715091525,0.17651911382796778,0.13906788088926422,0.4764992265656538,0.17583889457931856,0.1349829253044538,0.4632696533721446,0.1443325795786831,0.10840061832371477,0.6500767903566861
sregular,0.09276519005147037,0.07135472262798423,0.8474860007952211,0.09995739902294294,0.06956613707751837,0.8270309132413428,0.12143170427220404,0.09619702793240095,0.7296043811420453,0.10157326710079269,0.07797696790585189,0.820799803153904,0.09496693436727521,0.07004600460974103,0.8363389842296326
wregular,0.097838800463577,0.07556719153901867,0.8673613291741509,0.09625973770687833,0.07607774054268789,0.8785744748214446,0.1328762487601375,0.10225530771144135,0.7115726854596752,0.10216768519671482,0.07822649517374407,0.8312438234802563,0.09842742404042912,0.07398511338178759,0.8440626430218487
random,0.09949630628885693,0.07508364238040911,0.8643210777563382,0.08369370444532398,0.06407771688378362,0.8760480801814313,0.15168864000448007,0.1225679741036077,0.7144386972513489,0.10153098207424725,0.07645615932822694,0.8675487113244622,0.1032573639666079,0.07735540743756418,0.8534184111359407
wclust,0.07523601390205371,0.05136817374946548,0.8883326561637198,0.133923703197775,0.09371575242093784,0.6958483902498861,0.17573245027521242,0.11853843068944289,0.3822771519790717,0.12678948152237512,0.0892164265935154,0.6856553848261233,0.11254317947292486,0.07261067755412311,0.7371740619711978
sclust,0.07340861075330218,0.052023389124802,0.853312154264332,0.13214648928757664,0.09876470081274102,0.7309273846583475,0.1358635527763947,0.10377599025654297,0.532374328299072,0.1227532469824499,0.08402447766436885,0.5899934509536802,0.11907445432228278,0.08503116794532962,0.5957706970299357
sregular,0.10373265479530973,0.07864066108041752,0.7939051402443859,0.08961602169037505,0.06954199690964237,0.886382026706602,0.15026657137922245,0.11467525765465575,0.5359436899920943,0.0990281586629573,0.07379600957014909,0.8202116206866532,0.10091818704536343,0.07533287894990294,0.8042931765484833
wregular,0.10274085018321656,0.07665913133223476,0.7898044322163129,0.09208088953214115,0.07086490905316055,0.8766522595675063,0.1308430931801918,0.10667543468285692,0.6968901252349822,0.10653220158300603,0.07831815624800872,0.7862856028265354,0.10249399384498893,0.07685373792137563,0.7905501379250113
random,0.09298891671311657,0.07451343838466955,0.8524314309226599,0.09212376088154325,0.07087905744666552,0.8772520463562472,0.1400397693682333,0.11488710188189986,0.6634852117525872,0.09954314277927838,0.07645898621512655,0.8379407015978556,0.09239525852604924,0.07317949498255814,0.8707384895720575
wclust,0.08595227348757425,0.0633408980295811,0.8491306736214661,0.10651729326635583,0.07943486541724291,0.8613089917067333,0.16020933594790138,0.1145255663802921,0.28018490683779645,0.10966204894960814,0.08305796602986289,0.7411088347131348,0.10888576187982946,0.0766647992586915,0.7002089303328891
sclust,0.06715382275288244,0.04623252352523752,0.905119478958676,0.14178061109130471,0.10132864391117001,0.6815289443980135,0.1251629833683922,0.09410966853648076,0.677175155676832,0.12231321177379081,0.08979355691012463,0.6913865765671938,0.11002483534586821,0.07833618960567246,0.7265656298114455
sregular,0.10453713005275629,0.07763800493518523,0.8006464736720511,0.08683358255581329,0.06569802966469925,0.8850240012503603,0.12641950465746937,0.09406518871326221,0.7238973625287295,0.10353963400890275,0.08039439028169157,0.795152566823777,0.09769368075300953,0.07429308887156263,0.8234765416221119
wregular,0.10678776294612118,0.07998873324239897,0.81039409773755,0.09589792462313862,0.07446378185556246,0.8774107533951208,0.13388244199415386,0.10240165896395277,0.6676147039419302,0.11428949814538127,0.0819097310783584,0.7637915974041916,0.10354764764951335,0.07617633853384546,0.8042125438392842
random,0.09450185310095123,0.06903044722999756,0.8073185899315062,0.10644596638844044,0.0806349921940485,0.8404337285210014,0.15585511913806482,0.11789706941479197,0.45535248899406566,0.09514453150173793,0.06779516479680936,0.8044309084564625,0.09758424061618277,0.06867974010899662,0.7917811760609349
wclust,0.07017725364806263,0.04952738231951915,0.9151645253274406,0.13012704658405488,0.08845040131126194,0.7149832227067786,0.15280586342890579,0.10874806015638208,0.6049785713639931,0.11207576619207624,0.08089490989639675,0.7995118408699478,0.10312725045209442,0.06681514399640513,0.8150323685428653
sclust,0.06937969441194206,0.051775407422954826,0.9158607183730978,0.1305709817018277,0.09591756104418382,0.7040084128021944,0.15878527057074462,0.12612793349001247,0.5083939768013598,0.12499883667990311,0.0933773652100439,0.7192956752961388,0.11632294791572319,0.08304242015416424,0.7264051963632079
sregular,0.1007414317783863,0.07703028140837949,0.8189519299108248,0.08495121018719527,0.06608881406762705,0.8919760112077112,0.13510556755653655,0.10623231879125652,0.6683918754575454,0.10457061013532327,0.07947519806848698,0.7972935278308054,0.09644532986273738,0.07341643859258555,0.8390622433755246
wregular,0.10061582117386017,0.07889671146029778,0.8455211597309296,0.08593679374401322,0.06700685045467283,0.897129645046816,0.14157636292097853,0.10996796942930949,0.6728900899004698,0.09760428918203366,0.07720242638957396,0.8535706314820037,0.09971299466675862,0.07676645932579079,0.8447559939257028
random,0.09088024750953179,0.0638487033503288,0.8464843438660713,0.11353549004457432,0.07996526029568395,0.8026791071707908,0.12473614623836249,0.09857386250245848,0.7339332819266595,0.08911545622859486,0.06211796119886001,0.8438836469480526,0.09077486770010297,0.0642961860100849,0.8434857593900535
wclust,0.090498305648522,0.07001823940239031,0.8702047697099999,0.09822185839323243,0.07589200206279888,0.8816930793153025,0.13357731814736573,0.10881086035024258,0.7265473387262238,0.13542839746102528,0.10257851908677025,0.6347929549939922,0.13157054106444782,0.08679762702172233,0.6368915466875565
sclust,0.08640878209323304,0.06480111643885575,0.8848638332978359,0.10213072413975005,0.07877765841576348,0.8645563199804099,0.1828186244764457,0.14361010530116658,0.4001772611383855,0.13647562337005079,0.10935918864630163,0.6973723460509105,0.1290069891055314,0.09584952397085726,0.711867371203143
sregular,0.10083176985440755,0.07948773450164834,0.8167893879549251,0.09658000967728489,0.07455423592333735,0.9165452663259357,0.124123122813088,0.09916555733005405,0.6590996406655143,0.1023191373226788,0.07891847837081661,0.7859566338152668,0.09860898800600237,0.07658793626274124,0.8044919616427846
wregular,0.09267734046505793,0.0689873833635889,0.8024339278821327,0.11921527342780702,0.08948870475440097,0.8509302658626181,0.12298600819443065,0.0893301906642912,0.5625318234906223,0.09630189130770511,0.07116304068605178,0.7877217917493179,0.09205384379452887,0.06781058878628415,0.8082269773582805
random,0.09291468113949408,0.0659255383352004,0.8651139473636958,0.09665589212606097,0.07333576561463231,0.8742141172263658,0.16409493288855,0.12586442890220945,0.5377822842074006,0.09704693802664949,0.06784342274549417,0.8332116126732919,0.09539543419203811,0.06750258550257113,0.8344482022327201
wclust,0.08254176749326837,0.06013574523463846,0.8503441498750274,0.11390232513713001,0.08522618753165576,0.8339329112760956,0.13223466318786128,0.1056092359875515,0.601707308496464,0.11053407262345154,0.08143950449849169,0.7347045793153427,0.10548147047321377,0.07482840789878119,0.719674795289562
sclust,0.060930924598388655,0.04587561840851325,0.8954230565606888,0.14303594434989705,0.1036163045702963,0.6685971897564752,0.1295483016722062,0.09523390101914601,0.41019193535658716,0.12949569739844236,0.09505485382027613,0.3971668364952131,0.10371327038620129,0.07600916002071308,0.6431135806327705
sregular,0.09825312585300779,0.0770074557974469,0.868703910307995,0.07954323483161889,0.062274894968226024,0.9132089551529778,0.1357089677290008,0.10713287838625721,0.7250483496080341,0.09928771909388556,0.07801771229518266,0.8851590023942018,0.09636961388201182,0.07600767115669324,0.8927964339879444
wregular,0.09568145775887223,0.06676435351429508,0.82611123888137,0.08630307966954365,0.06564613283590978,0.8935842588684995,0.14932413964832664,0.11241053767171534,0.5090547740426674,0.10163538286051649,0.0706705727308135,0.8014750839933992,0.09919914013374738,0.06973470482913778,0.8151378585877255
random,0.09611040230980429,0.07477062194993099,0.8285452033610584,0.0905601723117598,0.06864293584579971,0.8709554626570954,0.1356712032949834,0.10617322786213211,0.6566014157108312,0.1007308511895143,0.07850436198318998,0.8435129104651944,0.09425636586052158,0.07380895305395747,0.8377789793265934
wclust,0.0912168841091902,0.067740551616487385,0.8450366089995771,0.11398655001761505,0.08627916121319858,0.8190807188597911,0.1444157061456408,0.1147906118611743,0.5651042604193905,0.11795922759924757,0.09300759267350038,0.7308343515043149,0.11354079155195732,0.08692588154246408,0.7424368672729866
sclust,0.06845307396075832,0.04490929346655806,0.9042891036168448,0.22939536517270734,0.1815655870390376,0.35501761101798746,0.10509341174391122,0.08132162408615157,0.7596038398750891,0.10965494773585616,0.08583708135426048,0.7411539851732485,0.15442764523804384,0.1133075668404003,0.4664794793758265
sregular,0.10207892963866234,0.07621498301627133,0.8097112821273321,0.08890952330423435,0.06871720044109232,0.8859002452232578,0.129052578512012,0.1020715424798128,0.7187729204226265,0.10607474999904035,0.07760658852146116,0.8013484488890545,0.10582281615794015,0.07674012447255807,0.7775096839628789
wregular,0.09760760501952996,0.07331235343065733,0.8318600438138317,0.09035762741271157,0.06869559892759507,0.8804812050743761,0.12942701700117046,0.10165339566134537,0.7345237973829889,0.09598828221388316,0.07288388538037116,0.8670097616982714,0.0991036544976806,0.07166928065112482,0.8209781200558399
random,0.09943823549747681,0.07623147406358892,0.8614588810342771,0.0916984013727032,0.07164194005469014,0.9004995093557102,0.12438343354986145,0.10236511833508807,0.7501401007211095,0.10038164624470587,0.07536611513091872,0.8308349661665863,0.0946777445253549,0.07272615907443689,0.8797970489595284
wclust,0.08653780054767686,0.06595671877133039,0.8582853359523448,0.1226596408239144,0.09125851778183725,0.7521044749959215,0.11786241098772181,0.09573679456315312,0.7252546739327973,0.10059757430473196,0.07731639711555091,0.7984490632108693,0.09184481813400451,0.07043329787334117,0.8440233121148077
sclust,0.07920868173930183,0.054665203761906526,0.84231417706891,0.12633685281055004,0.0962324865316649,0.7737477543503295,0.14478583502986273,0.11304470567309557,0.431084323217366,0.12495580599648934,0.08890759437560584,0.5620425489150596,0.110676188193212,0.08047926083917269,0.6652936480044016
sregular,0.09199854970166506,0.07155024297770858,0.862606865295695,0.0824753338608483,0.061584610210202735,0.8984359253789841,0.1300820349251029,0.10842714120387704,0.739797316787081,0.09727588334706314,0.07586613264475205,0.8498834548445302,0.09512193481246203,0.07244128592050812,0.847663246758578
wregular,0.1031558333822665,0.07587395359689526,0.8368799272419611,0.08506923119545488,0.0661416613364684,0.895512889216177,0.1415419778317317,0.10063563340553393,0.6235267853083083,0.10748612770926191,0.07737400732732222,0.8169693552460249,0.10362167604691026,0.07539988177991007,0.8266270274525712
random,0.09812343319084711,0.07546693800830825,0.8506144886530814,0.08557811705848761,0.06459707317155179,0.9126642255486409,0.14061213075132728,0.11282668296666816,0.6874317276073667,0.09993958788670891,0.07658990683273334,0.8457027729201506,0.09946817467352553,0.07615328758790701,0.852656214073439
wclust,0.08952458516497623,0.06132488254232564,0.8261575830370113,0.11461373447792561,0.08402231491767703,0.7697606513655512,0.143448219126026,0.1073592847173304,0.5308529161587215,0.11783871528151521,0.08998012736806414,0.6855618636052484,0.10446006401569176,0.0714862355674617,0.7611376771387279
sclust,0.07548867240735047,0.05621855010210224,0.8953915743455267,0.12396460516026982,0.08695637551544873,0.7396667030657481,0.15050734185540302,0.12074732677642253,0.6473499202239931,0.1288885265934878,0.1044294601959114,0.7337499547799899,0.12061454851771436,0.08912443509316693,0.7076357699653476
sregular,0.09126133962489831,0.07081692300815283,0.8664669800956324,0.09270276705086324,0.06792749199026174,0.8587108375347404,0.10694274220779969,0.08495637696400814,0.7930922616406741,0.0913674353518263,0.07061154170241514,0.867183242418824,0.09129883464299769,0.07113781806582235,0.8686208613493186
wregular,0.10699359056650658,0.0839874595090862,0.8308188754583377,0.08859409474528125,0.06984101107379752,0.9253882188146034,0.1435735027980188,0.11626033632683205,0.6147487689657238,0.10838065565885142,0.08414946199880587,0.8138815334765175,0.10502539469789328,0.0827819490323541,0.8388485814910335
random,0.08588097459647666,0.06280250843270682,0.8719932935890973,0.12353062818144593,0.0851889546141342,0.7145781222673675,0.1311672403858099,0.10871853762708915,0.7087057540262381,0.08510855735770234,0.06449165949999044,0.8827349723644554,0.09317757644057324,0.06890235494577326,0.8500344043628829
wclust,0.08244888882291526,0.060565196840568,0.8320916849275691,0.11840565519640231,0.0867251012163395,0.7986619375448157,0.10942144602838537,0.08867376037765483,0.7211736009612798,0.0989584691601438,0.07760307580302311,0.7442735638368541,0.09665693148553371,0.07348294046532215,0.785228802377321
sclust,0.07143404793394072,0.048098801676848275,0.9178432367419265,0.14202774178710256,0.09901638054337364,0.6338288734863233,0.18322267571913545,0.13432556781210933,0.5063414144322104,0.17133583054300386,0.1215876662781012,0.5961917068718174,0.13464183469376406,0.09358596237388596,0.7045298140152936
sregular,0.0960636679233598,0.07494111035277347,0.8173448681012044,0.09837128249103555,0.07176699976822806,0.8597519654669936,0.1254001118262469,0.09894422373674784,0.6618214493752328,0.10409601243084426,0.08194435873035061,0.7731514902218004,0.09533914236317015,0.07448128545881792,0.8176681239857793
wregular,0.09927226375713608,0.07651096624144564,0.8374346914566717,0.09247040440656065,0.07119977112453389,0.8748660225254926,0.12675078400589973,0.10408655014508313,0.7223719882709612,0.10862193880385991,0.08296251504612522,0.8309908164231881,0.09711698889291852,0.07383800259032214,0.8698077674598373
random,0.09206523501178762,0.06613460655535262,0.7957774215957988,0.11094376117543514,0.08156118739660485,0.812243094856781,0.1441833414019078,0.1086091234597067,0.457500256684312,0.09136546260690334,0.06631876871402065,0.8114058784261028,0.09429897943975596,0.06760459087113539,0.7879402431381713
