dsample,k,RMSE_surf,MAE_surf,R2_surf,RMSE_knndm,MAE_knndm,R2_knndm,W_knndmCV
random,4,0.10323716582084336,0.07652086309481315,0.8285731628683892,0.10087418987550388,0.07890378360333468,0.7942166257316662,13688.08276630384
random,6,0.10002269207500294,0.07509925789700517,0.8388530175729124,0.09526634095705533,0.07279008127334943,0.814811400284717,7788.039503392943
random,8,0.10175732866208552,0.07538412428759328,0.8286923760991208,0.09529058282451791,0.07342592381427171,0.8224545551682427,7041.734547390238
random,10,0.10097303624349765,0.07526751445225219,0.8340932272781286,0.09202595633758222,0.07142114097412167,0.8348536430178042,7030.113093389321
random,12,0.10726276418740985,0.0774831040886186,0.8030543386945153,0.09620615485440927,0.07283917343508294,0.8109746333567264,5131.06171973972
random,14,0.09929084440424601,0.0762546649199952,0.8444573641974998,0.096598846683073,0.07157746812195298,0.8153114983681663,5196.026225953364
random,16,0.10322761204697188,0.07550835913096829,0.8287103562362325,0.09410749513801164,0.07260143464250743,0.8221706132755277,5284.816671311666
random,18,0.10280205379551512,0.07520278983804939,0.8295709255230747,0.09317949643728766,0.06960957642743155,0.8268236497403583,5771.432586105591
random,20,0.10260495310646352,0.07572988895219586,0.8289743768549037,0.09065180709471186,0.07014920941150744,0.8384604211761184,4903.183893247019
random,2,0.08890487535308565,0.06856461594876635,0.8728851109114903,0.1481006747611011,0.11024581937890808,0.6106923183585208,14729.49973625892
random,4,0.09247542420659564,0.07060762192269578,0.8612893168974417,0.11106647410389119,0.0833305557306142,0.7995113841965023,3212.1803492364584
random,6,0.09081956737007532,0.06939751201239729,0.8670314449901743,0.11377975146796035,0.08124512687686831,0.7861652592574323,2408.592697344927
random,8,0.09106768283207403,0.06938029151871422,0.8615712329412082,0.10521907782068865,0.07782909754534874,0.8276426941481375,2267.9121181575906
random,10,0.09007039245485399,0.06910524987230772,0.8678128435352414,0.10168159639420492,0.0739602418380386,0.8396807372665022,2875.9824163934836
random,12,0.0933303681214164,0.07130825927610934,0.8581705357886772,0.10050091068854236,0.07428118797082145,0.84376633096481,2218.4810846809846
random,14,0.09236679249463459,0.06993467578369032,0.8624791837501694,0.10400959218476176,0.07563440062970543,0.8306617979385928,1640.8107333020314
random,16,0.09331562682534873,0.06998098091714608,0.8547683177956494,0.10261904610002827,0.07636057395383095,0.8334815977134029,1976.6395976813708
random,18,0.08819884838382991,0.0680738569269492,0.875855039090074,0.10284273500039498,0.07651123435212921,0.8357891047345178,2094.5546443006465
random,20,0.09206677442901075,0.06978171083713942,0.8616576947023238,0.10161310913451713,0.07522359088829407,0.8411514648917976,2356.7858704598866
wclust,2,0.09017478324017657,0.0695930537231027,0.8945076372614634,0.11968471976979357,0.08957343798878291,0.7145197299093219,30442.765256646646
wclust,4,0.09441341242527437,0.07257856394075489,0.8841537031190864,0.11296401430823645,0.08185895015655084,0.7396008221355959,18108.205207775227
wclust,6,0.08943357809653038,0.06908772690549066,0.8980091399532462,0.10965430004240048,0.08153212144580359,0.7613449961720331,18845.092054325967
wclust,8,0.08958508107203592,0.06937582706035207,0.8940648189982291,0.10970845958508212,0.08134350819918637,0.7699966660101016,20212.54125374587
wclust,10,0.09451274198000545,0.07229666029846113,0.8878430101502317,0.10451716194515374,0.07937966667757679,0.7910926605236871,18677.58711052849
wclust,12,0.08943105757926278,0.06927714957180585,0.8944534514892872,0.10362778842094146,0.07782961393711468,0.7974725149680509,15842.332522476609
wclust,14,0.09078393147713068,0.07035693520934541,0.8930711082396408,0.10336453613215911,0.07823204246656348,0.7996682603006752,15071.57141685975
wclust,16,0.09094794431145169,0.07075490046044124,0.8918474886117623,0.1021112529799392,0.07633599210408827,0.7995222760103036,16276.186623002111
wclust,18,0.09034879025703843,0.06983196166985454,0.895585327693704,0.10941806298123916,0.08055032912500203,0.7627966480059639,15029.454996516146
wclust,20,0.09164145012644412,0.07083393743717649,0.889315314136719,0.10128228522124885,0.07567442603131135,0.8017690721330506,16582.748481695144
wclust,2,0.10487000320864051,0.07732201606000713,0.8189362209045165,0.10774673854531604,0.08290443168303287,0.7701738700098945,20028.613088514718
wclust,4,0.10323716582084336,0.07652086309481315,0.8285731628683892,0.10087418987550388,0.07890378360333468,0.7942166257316662,13688.08276630384
wclust,6,0.10002269207500294,0.07509925789700517,0.8388530175729124,0.09526634095705533,0.07279008127334943,0.814811400284717,7788.039503392943
wclust,8,0.10175732866208552,0.07538412428759328,0.8286923760991208,0.09529058282451791,0.07342592381427171,0.8224545551682427,7041.734547390238
wclust,10,0.10097303624349765,0.07526751445225219,0.8340932272781286,0.09202595633758222,0.07142114097412167,0.8348536430178042,7030.113093389321
wclust,12,0.10726276418740985,0.0774831040886186,0.8030543386945153,0.09620615485440927,0.07283917343508294,0.8109746333567264,5131.06171973972
wclust,14,0.09929084440424601,0.0762546649199952,0.8444573641974998,0.096598846683073,0.07157746812195298,0.8153114983681663,5196.026225953364
wclust,16,0.10322761204697188,0.07550835913096829,0.8287103562362325,0.09410749513801164,0.07260143464250743,0.8221706132755277,5284.816671311666
wclust,18,0.10280205379551512,0.07520278983804939,0.8295709255230747,0.09317949643728766,0.06960957642743155,0.8268236497403583,5771.432586105591
wclust,20,0.10260495310646352,0.07572988895219586,0.8289743768549037,0.09065180709471186,0.07014920941150744,0.8384604211761184,4903.183893247019
wclust,2,0.08890487535308565,0.06856461594876635,0.8728851109114903,0.1481006747611011,0.11024581937890808,0.6106923183585208,14729.49973625892
wclust,4,0.09247542420659564,0.07060762192269578,0.8612893168974417,0.11106647410389119,0.0833305557306142,0.7995113841965023,3212.1803492364584
wclust,6,0.09081956737007532,0.06939751201239729,0.8670314449901743,0.11377975146796035,0.08124512687686831,0.7861652592574323,2408.592697344927
wclust,8,0.09106768283207403,0.06938029151871422,0.8615712329412082,0.10521907782068865,0.07782909754534874,0.8276426941481375,2267.9121181575906
wclust,10,0.09007039245485399,0.06910524987230772,0.8678128435352414,0.10168159639420492,0.0739602418380386,0.8396807372665022,2875.9824163934836
wclust,12,0.0933303681214164,0.07130825927610934,0.8581705357886772,0.10050091068854236,0.07428118797082145,0.84376633096481,2218.4810846809846
wclust,14,0.09236679249463459,0.06993467578369032,0.8624791837501694,0.10400959218476176,0.07563440062970543,0.8306617979385928,1640.8107333020314
wclust,16,0.09331562682534873,0.06998098091714608,0.8547683177956494,0.10261904610002827,0.07636057395383095,0.8334815977134029,1976.6395976813708
wclust,18,0.08819884838382991,0.0680738569269492,0.875855039090074,0.10284273500039498,0.07651123435212921,0.8357891047345178,2094.5546443006465
wclust,20,0.09206677442901075,0.06978171083713942,0.8616576947023238,0.10161310913451713,0.07522359088829407,0.8411514648917976,2356.7858704598866
wclust,2,0.08663746838139126,0.06643839773933466,0.8691933870856007,0.11327051672180369,0.08611895015671849,0.9020032483252487,8223.60362712313
wclust,4,0.08878338460028648,0.06804203114149096,0.8659327538081281,0.1264692459856978,0.09503811564220735,0.7715787426239291,11920.140315359087
wclust,6,0.08335663791718136,0.06607533808904544,0.8834893513260025,0.09229005895400111,0.07116437159078196,0.9101187677201144,14399.741652708697
wclust,8,0.0882480972264988,0.06814187574163735,0.8605603693691058,0.08645874692576136,0.06842523299382999,0.9170207585805095,14001.50023900437
wclust,10,0.08368542822688979,0.06507564247041514,0.8779829876226352,0.09115173070908474,0.071546520898913335,0.9163461157813735,15061.978512758453
wclust,12,0.08447999897605725,0.06508043226937386,0.87277228209805,0.08444434052728346,0.06577820820371931,0.9225237531463942,14984.136875743154
wclust,14,0.08544795782267033,0.06570715069394796,0.877826197516738,0.09184309954951278,0.06911694657335678,0.8989689631995409,15061.978512758453
wclust,16,0.08751027270347012,0.0677855693113216,0.8708329600166408,0.09104739170451184,0.06978691174755494,0.9070334720085143,15061.978512758453
wclust,18,0.08431957158869809,0.06510385278085715,0.878783640521182,0.08783517292249489,0.06787191288830093,0.9148413539928025,14984.136875743154
wclust,20,0.08775262141559527,0.06812234756928988,0.8683880883903613,0.09022660066788021,0.06893149328791226,0.9125197727847958,14984.136875743154
sclust,2,0.09017478324017657,0.0695930537231027,0.8945076372614634,0.11968471976979357,0.08957343798878291,0.7145197299093219,30442.765256646646
sclust,4,0.09441341242527437,0.07257856394075489,0.8841537031190864,0.11296401430823645,0.08185895015655084,0.7396008221355959,18108.205207775227
sclust,6,0.08943357809653038,0.06908772690549066,0.8980091399532462,0.10965430004240048,0.08153212144580359,0.7613449961720331,18845.092054325967
sclust,8,0.08958508107203592,0.06937582706035207,0.8940648189982291,0.10970845958508212,0.08134350819918637,0.7699966660101016,20212.54125374587
sclust,10,0.09451274198000545,0.07229666029846113,0.8878430101502317,0.10451716194515374,0.07937966667757679,0.7910926605236871,18677.58711052849
sclust,12,0.08943105757926278,0.06927714957180585,0.8944534514892872,0.10362778842094146,0.07782961393711468,0.7974725149680509,15842.332522476609
sclust,14,0.09078393147713068,0.07035693520934541,0.8930711082396408,0.10336453613215911,0.07823204246656348,0.7996682603006752,15071.57141685975
sclust,16,0.09094794431145169,0.07075490046044124,0.8918474886117623,0.1021112529799392,0.07633599210408827,0.7995222760103036,16276.186623002111
sclust,18,0.09034879025703843,0.06983196166985454,0.895585327693704,0.10941806298123916,0.08055032912500203,0.7627966480059639,15029.454996516146
sclust,20,0.09164145012644412,0.07083393743717649,0.889315314136719,0.10128228522124885,0.07567442603131135,0.8017690721330506,16582.748481695144
sclust,2,0.10487000320864051,0.07732201606000713,0.8189362209045165,0.10774673854531604,0.08290443168303287,0.7701738700098945,20028.613088514718
sclust,4,0.10323716582084336,0.07652086309481315,0.8285731628683892,0.10087418987550388,0.07890378360333468,0.7942166257316662,13688.08276630384
sclust,6,0.10002269207500294,0.07509925789700517,0.8388530175729124,0.09526634095705533,0.07279008127334943,0.814811400284717,7788.039503392943
sclust,8,0.10175732866208552,0.07538412428759328,0.8286923760991208,0.09529058282451791,0.07342592381427171,0.8224545551682427,7041.734547390238
sclust,10,0.10097303624349765,0.07526751445225219,0.8340932272781286,0.09202595633758222,0.07142114097412167,0.8348536430178042,7030.113093389321
sclust,12,0.10726276418740985,0.0774831040886186,0.8030543386945153,0.09620615485440927,0.07283917343508294,0.8109746333567264,5131.06171973972
sclust,14,0.09929084440424601,0.0762546649199952,0.8444573641974998,0.096598846683073,0.07157746812195298,0.8153114983681663,5196.026225953364
sclust,16,0.10322761204697188,0.07550835913096829,0.8287103562362325,0.09410749513801164,0.07260143464250743,0.8221706132755277,5284.816671311666
sclust,18,0.10280205379551512,0.07520278983804939,0.8295709255230747,0.09317949643728766,0.06960957642743155,0.8268236497403583,5771.432586105591
sclust,20,0.10260495310646352,0.07572988895219586,0.8289743768549037,0.09065180709471186,0.07014920941150744,0.8384604211761184,4903.183893247019
sclust,2,0.08890487535308565,0.06856461594876635,0.8728851109114903,0.1481006747611011,0.11024581937890808,0.6106923183585208,14729.49973625892
sclust,4,0.09247542420659564,0.07060762192269578,0.8612893168974417,0.11106647410389119,0.0833305557306142,0.7995113841965023,3212.1803492364584
sclust,6,0.09081956737007532,0.06939751201239729,0.8670314449901743,0.11377975146796035,0.08124512687686831,0.7861652592574323,2408.592697344927
sclust,8,0.09106768283207403,0.06938029151871422,0.8615712329412082,0.10521907782068865,0.07782909754534874,0.8276426941481375,2267.9121181575906
sclust,10,0.09007039245485399,0.06910524987230772,0.8678128435352414,0.10168159639420492,0.0739602418380386,0.8396807372665022,2875.9824163934836
sclust,12,0.0933303681214164,0.07130825927610934,0.8581705357886772,0.10050091068854236,0.07428118797082145,0.84376633096481,2218.4810846809846
sclust,14,0.09236679249463459,0.06993467578369032,0.8624791837501694,0.10400959218476176,0.07563440062970543,0.8306617979385928,1640.8107333020314
sclust,16,0.09331562682534873,0.06998098091714608,0.8547683177956494,0.10261904610002827,0.07636057395383095,0.8334815977134029,1976.6395976813708
sclust,18,0.08819884838382991,0.0680738569269492,0.875855039090074,0.10284273500039498,0.07651123435212921,0.8357891047345178,2094.5546443006465
sclust,20,0.09206677442901075,0.06978171083713942,0.8616576947023238,0.10161310913451713,0.07522359088829407,0.8411514648917976,2356.7858704598866
sclust,2,0.08663746838139126,0.06643839773933466,0.8691933870856007,0.11327051672180369,0.08611895015671849,0.9020032483252487,8223.60362712313
sclust,4,0.08878338460028648,0.06804203114149096,0.8659327538081281,0.1264692459856978,0.09503811564220735,0.7715787426239291,11920.140315359087
sclust,6,0.08335663791718136,0.06607533808904544,0.8834893513260025,0.09229005895400111,0.07116437159078196,0.9101187677201144,14399.741652708697
sclust,8,0.0882480972264988,0.06814187574163735,0.8605603693691058,0.08645874692576136,0.06842523299382999,0.9170207585805095,14001.50023900437
sclust,10,0.08368542822688979,0.06507564247041514,0.8779829876226352,0.09115173070908474,0.071546520898913335,0.9163461157813735,15061.978512758453
sclust,12,0.08447999897605725,0.06508043226937386,0.87277228209805,0.08444434052728346,0.06577820820371931,0.9225237531463942,14984.136875743154
sclust,14,0.08544795782267033,0.06570715069394796,0.877826197516738,0.09184309954951278,0.06911694657335678,0.8989689631995409,15061.978512758453
sclust,16,0.08751027270347012,0.0677855693113216,0.8708329600166408,0.09104739170451184,0.06978691174755494,0.9070334720085143,15061.978512758453
sclust,18,0.08431957158869809,0.06510385278085715,0.878783640521182,0.08783517292249489,0.06787191288830093,0.9148413539928025,14984.136875743154
sclust,20,0.08775262141559527,0.06812234756928988,0.8683880883903613,0.09022660066788021,0.06893149328791226,0.9125197727847958,14984.136875743154
sclust,2,0.15666529033836651,0.10871354327426473,0.5798410725301856,0.1636546455557284,0.11237020330831408,0.3074871614224433,13743.725301139988
sclust,4,0.14917407512498587,0.10448746483061246,0.6252167832976488,0.13361317667114828,0.0978312873016298,0.5747495201207071,13362.079168084487
sclust,6,0.1561297629107789,0.10755221993678366,0.590416034787616,0.13498107586594635,0.09114488997995854,0.5505787998698725,13638.102284615326
sclust,8,0.15746850895379588,0.10986546779056443,0.5691684330849317,0.1331215160560081,0.09300150626485548,0.5855446608084819,13638.102284615326
sclust,10,0.1519205100441789,0.10570248177960069,0.5990186093925162,0.13481420680480719,0.09310571042304236,0.5723382734449269,14724.165474557149
sclust,12,0.1555102472817508,0.10770647959010879,0.5844189732692411,0.12604252183070905,0.08466513181040684,0.6504823440008967,23049.202938383947
sclust,14,0.15181815553798073,0.10588875923192993,0.607590953098596,0.0934426921751964,0.0709914707519114,0.8438602275974335,44974.99821820866
sclust,16,0.15077378617145012,0.1051924848288936,0.6171579876779459,0.09451300485666948,0.07181977668320137,0.8412236277036644,46727.63850890009
sclust,18,0.15925858350762861,0.10972292835110933,0.5730649129694669,0.09158415194881378,0.066877532543689,0.8415363592001593,48352.38206787686
sclust,20,0.16016879273776444,0.11087435358548194,0.5658322315806259,0.09061304307832532,0.06637910077055297,0.8327184080439517,50822.89840552961
sregular,2,0.07975383537702636,0.06206479183747276,0.9110869683824214,0.1262311880101335,0.09575370028042063,0.7257053956231261,29229.294381939486
sregular,4,0.08193931658296306,0.0633269205810564,0.9059699339107901,0.09817839456326359,0.07631167518404366,0.84856437787666394,22254.46633389099
sregular,6,0.07931561432687002,0.06167795478876781,0.9141827479853961,0.10247440804002494,0.07990455248342711,0.8293860223509438,14079.845194703275
sregular,8,0.0799366145772754,0.061753690689324486,0.91008059876157,0.09758707833802752,0.07565960366273662,0.8464396692803431,12692.651422896517
sregular,10,0.0797695427001904,0.061295621074854804,0.9204023694201751,0.09541812368005373,0.07433271784596328,0.8550640340343538,14037.635353755903
sregular,12,0.07983057301441249,0.06237019786557618,0.9117361703660498,0.0956236439127222,0.07402298507302164,0.8540705550205786,14893.941120764552
sregular,14,0.07803720174339451,0.0603843855924249,0.9212058840528151,0.09449729564979456,0.07314698303634726,0.8599098403357051,11960.62979338569
sregular,16,0.07914611428135397,0.061818783706886773,0.9142264141149523,0.09619923419000806,0.0741614866349846,0.8545693376083939,12307.228164098808
sregular,18,0.07942401734571164,0.06128129928619366,0.9147996008477091,0.09508322718012165,0.07409004591823104,0.8629372055694322,13568.956130706967
sregular,20,0.07959615148978036,0.06146728288679681,0.9089629860090682,0.09407542305384912,0.07283827123058828,0.8616592310613022,12185.495324219653
wregular,2,0.07975383537702636,0.06206479183747276,0.9110869683824214,0.1262311880101335,0.09575370028042063,0.7257053956231261,29229.294381939486
wregular,4,0.08193931658296306,0.0633269205810564,0.9059699339107901,0.09817839456326359,0.07631167518404366,0.84856437787666394,22254.46633389099
wregular,6,0.07931561432687002,0.06167795478876781,0.9141827479853961,0.10247440804002494,0.07990455248342711,0.8293860223509438,14079.845194703275
wregular,8,0.0799366145772754,0.061753690689324486,0.91008059876157,0.09758707833802752,0.07565960366273662,0.8464396692803431,12692.651422896517
wregular,10,0.0797695427001904,0.061295621074854804,0.9204023694201751,0.09541812368005373,0.07433271784596328,0.8550640340343538,14037.635353755903
wregular,12,0.07983057301441249,0.06237019786557618,0.9117361703660498,0.0956236439127222,0.07402298507302164,0.8540705550205786,14893.941120764552
wregular,14,0.07803720174339451,0.0603843855924249,0.9212058840528151,0.09449729564979456,0.07314698303634726,0.8599098403357051,11960.62979338569
wregular,16,0.07914611428135397,0.061818783706886773,0.9142264141149523,0.09619923419000806,0.0741614866349846,0.8545693376083939,12307.228164098808
wregular,18,0.07942401734571164,0.06128129928619366,0.9147996008477091,0.09508322718012165,0.07409004591823104,0.8629372055694322,13568.956130706967
wregular,20,0.07959615148978036,0.06146728288679681,0.9089629860090682,0.09407542305384912,0.07283827123058828,0.8616592310613022,12185.495324219653
wregular,2,0.09232521727687767,0.06935968784726922,0.8704474744318534,0.11664740210657007,0.08749264059366035,0.7474256023254836,20496.399196209986
wregular,4,0.09087808943424311,0.06960324099509925,0.8797580242777577,0.10388157325823649,0.07885386422688763,0.8185657472746949,15106.111979575127
wregular,6,0.0899929370121137,0.06832433217068255,0.8815249555908583,0.10065851843540265,0.076513540034766,0.8174668958619687,9929.92835374727
wregular,8,0.08953025991462282,0.0678678800476625,0.8795125364381731,0.0928784247672798,0.07091964631450672,0.8467878968026384,10344.883553034373
wregular,10,0.09228039130766445,0.07007202756414807,0.8677042677942444,0.10307362036645444,0.0752793608437913,0.8011265869730452,10754.049765919302
wregular,12,0.0889938788226796,0.06744341304486674,0.8824841817211232,0.10020016891420302,0.07698283256995801,0.818324562157473,9220.141176856705
wregular,14,0.08917430193962116,0.06805494190843044,0.8792726254900786,0.0943708037832606,0.07086027928800012,0.8457994630412399,9273.05670475272
wregular,16,0.08826533201152746,0.06711325338623875,0.8803716656671994,0.09899676309000406,0.07495432457450776,0.8282154838973922,8035.058582203443
wregular,18,0.09073560220376556,0.06877933725663192,0.8803400930150448,0.0959758911588691,0.07357626440801969,0.8326340250599571,8468.392726980543
wregular,20,0.09089332508237567,0.0689273955092061,0.8792849317908126,0.09309963242824863,0.0706150820600676,0.8427934224825071,8026.612930281528
random,2,0.07975383537702636,0.06206479183747276,0.9110869683824214,0.1262311880101335,0.09575370028042063,0.7257053956231261,29229.294381939486
random,4,0.08193931658296306,0.0633269205810564,0.9059699339107901,0.09817839456326359,0.07631167518404366,0.84856437787666394,22254.46633389099
random,6,0.07931561432687002,0.06167795478876781,0.9141827479853961,0.10247440804002494,0.07990455248342711,0.8293860223509438,14079.845194703275
random,8,0.0799366145772754,0.061753690689324486,0.91008059876157,0.09758707833802752,0.07565960366273662,0.8464396692803431,12692.651422896517
random,10,0.0797695427001904,0.061295621074854804,0.9204023694201751,0.09541812368005373,0.07433271784596328,0.8550640340343538,14037.635353755903
random,12,0.07983057301441249,0.06237019786557618,0.9117361703660498,0.0956236439127222,0.07402298507302164,0.8540705550205786,14893.941120764552
random,14,0.07803720174339451,0.0603843855924249,0.9212058840528151,0.09449729564979456,0.07314698303634726,0.8599098403357051,11960.62979338569
random,16,0.07914611428135397,0.061818783706886773,0.9142264141149523,0.09619923419000806,0.0741614866349846,0.8545693376083939,12307.228164098808
random,18,0.07942401734571164,0.06128129928619366,0.9147996008477091,0.09508322718012165,0.07409004591823104,0.8629372055694322,13568.956130706967
random,20,0.07959615148978036,0.06146728288679681,0.9089629860090682,0.09407542305384912,0.07283827123058828,0.8616592310613022,12185.495324219653
random,2,0.09232521727687767,0.06935968784726922,0.8704474744318534,0.11664740210657007,0.08749264059366035,0.7474256023254836,20496.399196209986
random,4,0.09087808943424311,0.06960324099509925,0.8797580242777577,0.10388157325823649,0.07885386422688763,0.8185657472746949,15106.111979575127
random,6,0.0899929370121137,0.06832433217068255,0.8815249555908583,0.10065851843540265,0.076513540034766,0.8174668958619687,9929.92835374727
random,8,0.08953025991462282,0.0678678800476625,0.8795125364381731,0.0928784247672798,0.07091964631450672,0.8467878968026384,10344.883553034373
random,10,0.09228039130766445,0.07007202756414807,0.8677042677942444,0.10307362036645444,0.0752793608437913,0.8011265869730452,10754.049765919302
random,12,0.0889938788226796,0.06744341304486674,0.8824841817211232,0.10020016891420302,0.07698283256995801,0.818324562157473,9220.141176856705
random,14,0.08917430193962116,0.06805494190843044,0.8792726254900786,0.0943708037832606,0.07086027928800012,0.8457994630412399,9273.05670475272
random,16,0.08826533201152746,0.06711325338623875,0.8803716656671994,0.09899676309000406,0.07495432457450776,0.8282154838973922,8035.058582203443
random,18,0.09073560220376556,0.06877933725663192,0.8803400930150448,0.0959758911588691,0.07357626440801969,0.8326340250599571,8468.392726980543
random,20,0.09089332508237567,0.0689273955092061,0.8792849317908126,0.09309963242824863,0.0706150820600676,0.8427934224825071,8026.612930281528
random,2,0.10140939942172934,0.07309894689290046,0.8423820714548054,0.13846157041767942,0.10515266573979673,0.628349846868596,20541.319065989115
random,4,0.10008136108150278,0.07050165279496254,0.8402899100240491,0.10129204109381626,0.08114352719159797,0.8281695244898316,9315.582086969602
random,6,0.10632541716658339,0.0733722902464212,0.8142823826124048,0.09400426344225969,0.07302933452381442,0.8534740498952309,3639.4197984144457
random,8,0.10280609790308075,0.07342276984206056,0.8378563616942932,0.09161693128018367,0.07197069963594277,0.8600189135099453,3819.629794399386
random,10,0.10051089789013186,0.07097904656485707,0.8433866597733289,0.08992661925817218,0.06911904238190501,0.8650602357638624,3805.5777199219947
