k,dsample,RMSE_surf,MAE_surf,R2_surf,RMSE_knndm,MAE_knndm,R2_knndm,W_knndmCV
8,wregular,0.09787325729353874,0.07346917355971103,0.8645550165033613,0.09501175572468647,0.0734415929958765,0.8171069737839777,7755.245177895595
8,random,0.09427704721712322,0.0698332318219878,0.8634677440767052,0.10070838187673675,0.07797977398026114,0.8361488146226498,9764.4086815753235
8,wclust,0.0928680361226271,0.07451732573847974,0.8631542272023509,0.10641705311580803,0.0789561343893295,0.8254569972727317,14091.941753819166
8,sclust,0.13759638800019894,0.10094847337582567,0.6918126839343857,0.1684918001657905,0.12202254080145929,0.4474841015494323,25647.80931909896
10,sregular,0.08165287663796723,0.06270387519084407,0.8962220008093066,0.09707414885725837,0.07659798673493631,0.8756249280795039,18187.224512711015
10,wregular,0.09028258249189626,0.07014125985496251,0.9012375919121628,0.09589039656953433,0.07294572520508391,0.8417603537901147,4665.335384645757
10,random,0.09765808051966697,0.07204167209547876,0.8625428429328513,0.11084287151806525,0.07997912159990218,0.764019867564342,6926.907579745317
10,wclust,0.11616637678987199,0.08602168904737816,0.7650202611624841,0.1104190951872169,0.08114885685659012,0.754289348480126,12218.764192040424
10,sclust,0.1419560923182508,0.10776772062385225,0.6934179149110822,0.13229282845066223,0.09298290442470458,0.43486324407765253,28044.533298460457
12,sregular,0.08657336895914984,0.06586091771077715,0.8971978896558014,0.10058241481673644,0.07906692913125399,0.8413349932829676,14869.794622357487
12,wregular,0.10571148386885881,0.07831990869002324,0.8357455628343797,0.0935788711708238,0.07329199755520431,0.8379070764904759,2891.493307880864
12,random,0.08545483107035332,0.06506041676904965,0.9011317413176597,0.10342859632168327,0.07399624523072969,0.8080192780571903,3484.998141752833
12,wclust,0.14018479481166884,0.10221270351387533,0.671506921765832,0.10543936080417175,0.08471003392007513,0.7277773960381848,14529.958556156564
12,sclust,0.1810587963468555,0.13241402858336077,0.4263603246747443,0.07688605323113148,0.06102143784451607,0.8328949691775309,49215.07386755342
14,sregular,0.089154764781126,0.06765187657976296,0.8848471933745367,0.09909413707649384,0.07136903173116685,0.8273553155994906,17522.590689213204
14,wregular,0.0806618431831312,0.06331941206584168,0.9063642110869466,0.09300720332138579,0.06946426795248038,0.8818809371448106,4865.318499937088
14,random,0.09030145593128701,0.06784903580315303,0.869876400811655,0.103011809082064,0.07884048632349352,0.8343806089181265,2261.5116803896417
14,wclust,0.10807366997691306,0.0809893170631145,0.8150186827906195,0.09591823411862364,0.07244255842974022,0.8800022007689619,20329.492508296145
14,sclust,0.13110655546090513,0.099276273238532,0.6947055012914757,0.10129743216495332,0.08206985240657039,0.8818145222289352,35795.67263214531
16,sregular,0.10627970886405937,0.0804330169272756,0.8443995989890085,0.0947728615603465,0.06927111797635754,0.791616042505194,15701.889095023684
16,wregular,0.09431634711070219,0.06939305936097859,0.8680287119749918,0.09137557276980164,0.07297192179930932,0.8521261294906465,5735.415200537731
16,random,0.08571902607028647,0.0667644782947082,0.8925223983132259,0.09858294333092617,0.07464265560306609,0.8606567416334844,2143.310665642402
16,wclust,0.11349448275155627,0.0812068689890263,0.7945040490243365,0.09398899472457958,0.0702276421359911,0.8224222039187048,13353.914879501432
16,sclust,0.13585442801281924,0.0951050870753851,0.7377424328464574,0.13962931379933427,0.10039798932316404,0.6074244090835087,13213.961027876512
18,sregular,0.08536394777127085,0.064851252993154307,0.8970835366210725,0.1042282295580858,0.0799935017437578,0.8348067488063369,17022.521856615367
18,wregular,0.09606395422209574,0.07338141852353444,0.872925808278125,0.0915862052407987,0.06755185679815905,0.8416170579470899,3930.1983539540333
18,random,0.08960073386892736,0.06833811541217055,0.8634665884829044,0.0999953575133629,0.07408618678920283,0.8381600576607312,3817.76529853585
18,wclust,0.1082622257018205,0.07973025930267273,0.8289437787287841,0.09490937688821782,0.06702458461426199,0.7876849516244596,17922.084236728326
18,sclust,0.11742188404851463,0.08651530657530548,0.7770209561374072,0.11682698385743255,0.08463907483182226,0.7354395976152057,33065.057156852024
20,sregular,0.09449098499302393,0.07280810804685607,0.8639839131375484,0.09357669746063868,0.07537780830964275,0.8609028370227887,16233.565382126182
20,wregular,0.09780083316788754,0.07371485903775633,0.8494808250910337,0.09605256848354256,0.06786042787354106,0.8477028391033202,8235.742600750227
20,random,0.08905358239797562,0.06700600425326152,0.8903112118119452,0.10511103121301972,0.07360019534539121,0.8092244409102994,8225.602969524462
20,wclust,0.10435964090824211,0.0736083010991784,0.8127588860159819,0.10674238018917262,0.08012399922199238,0.8511881649486693,15074.06687250716
20,sclust,0.12318375808505498,0.09399898890140525,0.7429658589890146,0.13649252830258685,0.10660520855417534,0.746573930677315,28741.699989715107
2,sregular,0.09264112802715335,0.06698217216684291,0.879494141375881,0.11822796386593004,0.09432306677666807,0.7688167737498335,25764.202410538976
2,wregular,0.10756256092741646,0.07839053904557404,0.848569099709977,0.11962188721489639,0.09074392108728797,0.6824730135285685,21638.180946748384
2,random,0.08209086620362867,0.0636893260605641,0.9137337187397814,0.12946310878335324,0.1026051511051009,0.7600358385182371,7082.216055106503
2,wclust,0.10989166820225817,0.08504119868708132,0.8314694482110067,0.12067649691817127,0.08850358365426461,0.7224247725228252,6928.090448278083
2,sclust,0.1393580664639142,0.0944046488716804,0.7274932706568622,0.1446832238510514,0.11620360595497299,0.4173202331621263,36202.90708007607
4,sregular,0.08965057709290412,0.06838580473135633,0.9031858974408928,0.11393459799462739,0.0808268372257576,0.7400183500605914,22111.102363122016
4,wregular,0.0912226178769207,0.06599255075522346,0.8521836050412864,0.09884463072724256,0.07702295141193147,0.876678228176897,9017.111914045265
4,random,0.09757040133290822,0.07351106059321842,0.8852193312447403,0.12170146704180364,0.08554927002469696,0.6577687219871412,7000.840494878257
4,wclust,0.11413445919419699,0.08628557594194386,0.848560043316525,0.0978652015137073,0.07226538374713311,0.7124744453648595,9451.634502793882
4,sclust,0.1139400385331312,0.08465385802881367,0.7868987993616388,0.12392671555527558,0.09585851643653587,0.6212069671976527,12247.737200153282
6,sregular,0.0945988591783226,0.07106516383251249,0.8772544212724547,0.09664529569735661,0.07253485994809533,0.8107496725256357,14381.950558540297
6,wregular,0.08832443010709229,0.06645395167387703,0.8956131372999848,0.09501608249129902,0.07769423192205153,0.8616475822381345,8580.84227167376
6,random,0.08357208632922082,0.06617317597907926,0.8944068461252632,0.10356062227606058,0.07900717252794412,0.8400622237009622,6870.248992775377
6,wclust,0.10115531966340907,0.07545590327688595,0.8417908350743629,0.10972946549671767,0.0868552768239534,0.7899050271730861,8327.809065956724
6,sclust,0.11938195060877839,0.086630574135531,0.7989912272546281,0.11526267904290297,0.09039962615458294,0.6385911557346207,23274.512667327166
8,sregular,0.08505852397359284,0.06671154429799843,0.8950336625984611,0.09963935673105333,0.08015413075102493,0.840503222692658,20433.544969305294
8,wregular,0.08316171615795188,0.0652002027882072,0.8983758658967204,0.10151596744501615,0.07908397781319332,0.8411632913568908,6202.291602886071
8,random,0.10009439954060557,0.07149648752467463,0.8358278006696962,0.1044602279991816,0.07689776568798348,0.820604410331785,3006.3463215742368
8,wclust,0.10051909797063312,0.07701079188332637,0.859988739529561,0.13511684463930476,0.09310439030896096,0.668643346165043,14582.37041935073
8,sclust,0.11155897928941273,0.08802561758416498,0.7956191322788471,0.1542929193266695,0.12546444089682773,0.5955468111465195,12159.481525039684
10,sregular,0.09430984052573643,0.07046289527928248,0.8635576587871957,0.10775204092602267,0.08218575629329362,0.7973095251752724,16107.96200343589
10,wregular,0.08115855089884409,0.0620431417323691,0.9100727399326174,0.10730928505675913,0.0822300306088706,0.8206965341972274,5640.992910423906
10,random,0.0987587975211321,0.07004554441412478,0.8328725896262704,0.08897558455805608,0.06758822204632005,0.875760178275837,6183.1514485196885
10,wclust,0.11204262028754881,0.08296720169533328,0.7772722660322593,0.13241643230272332,0.09321189023034644,0.6564129368666392,14361.093379087268
10,sclust,0.13367357583570152,0.09426121566834884,0.7094050770429621,0.10735575452402478,0.08813407019329571,0.6308897265654864,19165.11605586628
12,sregular,0.09127307755222501,0.07014757033929311,0.8744925732656496,0.09539246381039167,0.07441371682105147,0.8465639107498322,16994.605146281017
12,wregular,0.09514618588849366,0.07076889518152359,0.8555522863171613,0.09332745266100798,0.07360223330598224,0.8514701142001048,4203.738534517171
12,random,0.11697573101784756,0.08628333023171063,0.7645978076185295,0.08790780035609892,0.061685339870030685,0.8434226752873658,5856.309554413606
12,wclust,0.11261148925252643,0.08483996729859777,0.8095327491680201,0.1320585368936247,0.09551723326452853,0.7083946453920966,14292.268008229683
12,sclust,0.12032792613342655,0.09160807873952728,0.7374628020389248,0.1559830464471158,0.12283361479491618,0.5602922956078962,20425.722752796704
14,sregular,0.09283487055290908,0.07207619903802216,0.8818582872962406,0.10479387550455924,0.0775760157032699,0.8161183130547265,13483.955968949324
14,wregular,0.08790278796617153,0.06665677074392332,0.8909817571517771,0.10230972544301564,0.07517040992042756,0.8360270811583006,7084.626576386046
14,random,0.09026868476770632,0.0690608228467496,0.9024019568773637,0.08839319721084561,0.06730280599029115,0.8707008112421895,3574.1615895404566
14,wclust,0.09588773753490448,0.07234340089211438,0.8550364027292043,0.10020117054242964,0.07315710770454256,0.8224480654556985,12699.862334224174
14,sclust,0.1545543739058379,0.11927942428306185,0.6090878531257364,0.135716355208599,0.09738644231908022,0.6925146462126803,45867.46009257038
16,sregular,0.08612009674496708,0.06665998551872204,0.900418876535715,0.09711178950091862,0.07479825232628351,0.8456319551550112,16308.372543084517
16,wregular,0.10649665238937309,0.07773093111813709,0.8312138469144151,0.09176789973684543,0.0675096567222614,0.8444458513564879,3007.2867429954013
16,random,0.09159022032629979,0.07104251326816524,0.864562568780694,0.09669226057020788,0.07165333873452308,0.8569741142045809,4191.832516241459
16,wclust,0.10869490610059664,0.07925901886148988,0.8263912298700249,0.12722523450635137,0.09005897338021084,0.6739182222766082,15093.328644026371
16,sclust,0.11447558216323833,0.0857125579739136,0.7712033496504863,0.14656068149989912,0.10942447085582963,0.6093912708087397,18225.61883054979
18,sregular,0.09164148053114358,0.06931856946981112,0.8821768932303956,0.0949854877493354,0.07352785484521315,0.819660393458816,16625.71341386468
18,wregular,0.09539511978525769,0.07170180222318001,0.8635199257865468,0.09303140386980092,0.06981932175734702,0.8342365856146912,5874.505245156059
18,random,0.08453057727912061,0.06490494678668117,0.9005175321246427,0.10242059262408754,0.07993046781899756,0.8596878029524293,7921.815267070864
18,wclust,0.08283740454628664,0.06489731307702148,0.8989962088983418,0.11169086261310324,0.08423108341600434,0.8130134366242476,12765.484708915183
18,sclust,0.14013544992918778,0.10056090383741711,0.68056297137788,0.10888473181990199,0.08828872300875956,0.746864253666967,16491.82313422886
20,sregular,0.08491975466402621,0.06355844417679747,0.8815774975716971,0.09168975081468979,0.07212426516508837,0.8903788601431675,16479.257319128414
20,wregular,0.09615259461726054,0.07237249029090764,0.8863941654153913,0.0967813884951363,0.07064221523685102,0.8345955375873485,5217.772681441479
20,random,0.09580264747258516,0.07416156224007503,0.864779102886861,0.09853835809827667,0.07300301874417811,0.8117300610726054,4233.076091770494
20,wclust,0.10568327137581844,0.07806445101682447,0.7975897045719049,0.11119193475616351,0.08349263525309991,0.8197910976274255,23543.49885935314
20,sclust,0.13790259676568625,0.10118504298628568,0.7063016010367043,0.09343414726623477,0.062227597129183514,0.7740486590142058,48570.67844838222
2,sregular,0.08631490260125697,0.06454666227460505,0.8870184511554756,0.11883007130037895,0.0913233108345293,0.7500294258800507,34385.06870213313
2,wregular,0.0884906062155982,0.06743322601856924,0.8838189615269559,0.10249953155543497,0.07862194353831051,0.8148292720064493,20605.41761462562
2,random,0.11816077025227756,0.08601089560693698,0.788942174939629,0.09799751435718976,0.0765355279682825,0.7276495687106088,9275.50796852356
2,wclust,0.10590466627254866,0.07899689654673939,0.8259633282137501,0.10207974491159495,0.07940239320648836,0.8190740544669962,6338.992614653726
2,sclust,0.13468452065862974,0.10529497934201441,0.7649269050259109,0.1665493725820991,0.1216146816126754,0.22373219236361264,25375.47405933598
4,sregular,0.09874667607365317,0.07232065674128195,0.858500011597376,0.10297494870559161,0.08379229961847569,0.8397050181769291,21512.194016929105
